procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 231462928 2976480 268004608    0    0     0   444 11773 18002  1  0 99  0  0
 4  0 481536 231470784 2976480 268004608    0    0     0   644 9724 19793  1  1 99  0  0
 0  0 481536 231493920 2976480 268004608    0    0     0   680 9422 13492  1  0 99  0  0
65  0 481536 231429984 2976480 268004608    0    0     0   352 18827 13932  6  1 93  0  0
 3  0 481536 231160032 2976480 268012832    0    0     0   340 13437 13767  2  1 97  0  0
 2  0 481536 230700080 2976480 268020992    0    0     0    92 14421 34152  1  1 98  0  0
 2  0 481536 230336640 2976480 268031248    0    0     0    88 10685 11987  0  1 98  0  0
 5  0 481536 229951488 2976480 268041472    0    0     0   620 12893 21779  1  1 98  0  0
 1  0 481536 229970048 2976480 268041488    0    0     0   184 11023 12181  1  1 98  0  0
 2  0 481536 229598544 2976480 268057776    0    0     0   136 10931 12536  1  1 98  0  0
 3  0 481536 229351520 2976480 268061904    0    0     0    88 15923 12647  1  1 98  0  0
 3  0 481536 229356832 2976480 268088704    0    0     0    68 18016 9351  1  1 98  0  0
 1  0 481536 229310512 2976480 268112864    0    0     0   556 18323 15076  1  1 98  0  0
 3  0 481536 229280128 2976480 268112880    0    0     0   500 14970 19388  1  1 98  0  0
 5  0 481536 229291616 2976480 268094688    0    0     0    92 17258 10756  1  1 98  0  0
 1  0 481536 229279344 2976480 268112880    0    0     0   132 16350 14860  1  1 98  0  0
 3  0 481536 229298800 2976480 268069984    0    0     0    96 17690 36167  1  1 98  0  0
 3  0 481536 229240864 2976480 268112880    0    0     0    88 22741 12948  1  1 98  0  0
 2  0 481536 229184736 2976480 268110368    0    0     0   568 14159 23096  1  1 98  0  0
 2  0 481536 229223088 2976480 268088672    0    0     0   100 21162 15761  1  1 98  0  0
 6  0 481536 229202304 2976480 268112864    0    0     0   120 19251 32604  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 481536 229208656 2976480 268112864    0    0     0    68 11228 10285  1  0 99  0  0
 3  0 481536 229204608 2976480 268094576    0    0     0    80 18567 11178  1  1 98  0  0
 2  0 481536 229189488 2976480 268112864    0    0     0   352 16209 11788  1  0 98  0  0
 3  0 481536 229228320 2976480 268070032    0    0     0   100 17102 19873  1  1 98  0  0
 1  0 481536 229198192 2976480 268112880    0    0     0   144 23044 11692  1  1 98  0  0
 6  0 481536 229239616 2976480 268098672    0    0     0    92 10790 13913  1  0 98  0  0
 1  0 481536 229669696 2976480 268035344    0    0     0    88 11964 11245  1  1 98  0  0
 3  0 481536 230613728 2976480 268031200    0    0     0   260 11580 12693  1  1 98  0  0
 1  0 481536 230625280 2976480 268020896    0    0     0   260 12987 12579  1  1 98  0  0
 3  0 481536 230406064 2976480 268031072    0    0     0    84 12359 20689  1  1 98  0  0
 4  0 481536 230246000 2976480 268031056    0    0     0   112 11208 8382  0  1 99  0  0
 2  0 481536 229866912 2976480 268041296    0    0     0    76 12044 18132  1  1 98  0  0
 1  0 481536 229717936 2976480 268051552    0    0     0   132 13019 28658  1  1 98  0  0
 3  0 481536 229331600 2976480 268057600    0    0     0   308 11274 17577  1  1 98  0  0
 5  0 481536 229263952 2976480 268069824    0    0     0   252 23305 34097  1  1 98  0  0
 2  0 481536 229238752 2976480 268080064    0    0     0    92 14655 14075  1  1 98  0  0
 2  0 481536 229211936 2976480 268123120    0    0     0    88 24575 13047  1  1 98  0  0
 3  0 481536 229168000 2976480 268169968    0    0     0   580 22137 14435  1  1 98  0  0
 1  0 481536 229179952 2976480 268164000    0    0     0   224 14590 14324  1  0 98  0  0
 6  0 481536 229170064 2976480 268171952    0    0     0   268 11325 6794  1  0 99  0  0
 2  0 481536 229221488 2976480 268098992    0    0     0   268 20290 18569  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 481536 229165120 2976480 268147888    0    0     0   104 21046 11520  1  1 98  0  0
 1  0 481536 229133760 2976480 268172064    0    0     0   100 19577 13066  1  1 98  0  0
 1  0 481536 229137008 2976480 268165520    0    0     0   100 12729 12419  1  0 98  0  0
 3  0 481536 229224080 2976480 268080288    0    0     0   132 15585 12452  1  1 98  0  0
 1  0 481536 229220624 2976480 268123456    0    0     0    88 22273 10199  1  1 98  0  0
 1  0 481536 229157536 2976480 268159408    0    0     0   280 21454 21379  1  1 98  0  0
 2  0 481536 229149760 2976480 268172080    0    0     0    92 14276 12651  1  1 98  0  0
 8  0 481536 229172640 2976480 268169952    0    0     0    80 16143 25708  1  1 98  0  0
 3  0 481536 229246272 2976480 268099008    0    0     0   292 20686 40555  1  1 98  0  0
 2  0 481536 229204368 2976480 268134976    0    0     0    76 19008 11888  1  1 98  0  0
 2  0 481536 229152352 2976480 268172096    0    0     0   184 22880 13335  1  1 98  0  0
 2  0 481536 229136720 2976480 268165664    0    0     0   580 14817 23337  1  1 98  0  0
 1  0 481536 229214080 2976480 268074848    0    0     0   100 15777 11453  1  0 98  0  0
 3  0 481536 229177568 2976480 268121264    0    0     0    92 20203 11981  1  1 98  0  0
 5  0 481536 229116768 2976480 268154032    0    0     0    88 22009 11503  1  1 98  0  0
 3  0 481536 229076832 2976480 268172208    0    0     0    96 16608 13700  1  1 98  0  0
 2  0 481536 229105552 2976480 268165568    0    0     0   524 19936 24207  2  1 97  0  0
 6  0 481536 229169040 2976480 268094592    0    0     0   128 19971 14451  2  1 97  0  0
 5  0 481536 229146080 2976480 268125152    0    0     0    72 21849 11906  2  1 97  0  0
 3  0 481536 229102112 2976480 268169232    0    0     0   152 27962 18005  2  1 97  0  0
 6  0 481536 229189728 2976480 268151744    0    0     0   244 18048 21686  3  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0 481536 229645760 2976480 268035520    0    0     0  4892 27969 30538  3  2 95  0  0
 3  0 481536 230557968 2976480 268026880    0    0     0   120 16539 30136  2  1 97  0  0
 7  0 481536 230516048 2976480 268016672    0    0     0   380 16566 31783  2  1 97  0  0
 4  0 481536 230231680 2976480 268026976    0    0     0    80 16073 26396  2  1 97  0  0
 2  0 481536 230133280 2976480 268029504    0    0     0   164 16209 29772  2  1 97  0  0
 3  0 481536 229776400 2976480 268041600    0    0     0  4848 22379 25030  3  1 96  0  0
 5  0 481536 229624352 2976480 268051856    0    0     0   128 14823 17332  1  1 98  0  0
 2  0 481536 229279008 2976480 268057888    0    0     0   332 9813 16670  1  1 98  0  0
 2  0 481536 229215232 2976480 268072336    0    0     0   100 24561 12866  1  1 98  0  0
 2  0 481536 229198464 2976480 268082448    0    0     0   100 16032 12709  1  0 98  0  0
 2  0 481536 229153536 2976480 268109296    0    0     0   108 18659 11432  1  1 98  0  0
13  0 481536 229069296 2976480 268139808    0    0     0    96 20053 12871  1  1 98  0  0
 7  0 481536 229055008 2976480 268182560    0    0     0   464 23538 14122  1  1 98  0  0
 1  0 481536 229017856 2976480 268232864    0    0     0    88 21367 16446  1  1 98  0  0
 3  0 481536 229000976 2976480 268231456    0    0     0   100 12887 12736  1  0 98  0  0
 1  0 481536 229013904 2976480 268224896    0    0     0   100 15343 12839  1  1 98  0  0
 5  0 481536 229152768 2976480 268085216    0    0     0    76 14370 15506  1  1 98  0  0
 1  0 481536 229134304 2976480 268125504    0    0     0   220 19828 27151  1  1 98  0  0
 3  0 481536 229062864 2976480 268164320    0    0     0   100 25468 19255  1  1 98  0  0
 1  0 481536 229005584 2976480 268207216    0    0     0   100 23690 12813  1  1 98  0  0
 4  0 481536 229000112 2976480 268231472    0    0     0    92 19401 30203  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0 481536 229022736 2976480 268220880    0    0     0   368 14812 21863  2  1 98  0  0
 2  0 481536 229015920 2976480 268229424    0    0     0   128 14747 11484  1  0 98  0  0
 3  0 481536 229085328 2976480 268109472    0    0     0   100 21166 14439  3  1 97  0  0
 1  0 481536 229036144 2976480 268139904    0    0     0   100 22156 19632  1  1 98  0  0
 1  0 481536 229016896 2976480 268182496    0    0     0   272 25231 12811  1  1 98  0  0
 4  0 481536 228960320 2976480 268235408    0    0     0    80 17695 8748  1  1 99  0  0
 3  0 481536 228939904 2976480 268231456    0    0     0  2180 12886 12443  1  0 98  0  0
 2  0 481536 228947120 2976480 268225184    0    0     0   100 14924 11947  1  0 98  0  0
 5  0 481536 229094432 2976480 268085200    0    0     0   172 14283 9760  1  0 98  0  0
 2  0 481536 229049328 2976480 268133216    0    0     0   144 23595 21268  1  1 98  0  0
 4  0 481536 229029408 2976480 268164496    0    0     0    92 25779 22533  1  1 98  0  0
 1  0 481536 229012640 2976480 268207344    0    0     0    88 26659 29919  1  1 98  0  0
 3  0 481536 228983072 2976480 268231488    0    0     0   336 16745 12835  1  1 98  0  0
 5  0 481536 229001920 2976480 268220912    0    0     0   136 16912 17503  1  1 98  0  0
10  0 481536 228948160 2976480 268229328    0    0     0   100 19617 17729  2  1 97  0  0
 5  0 481536 229029424 2976480 268109168    0    0     0    76 26521 23167  2  1 97  0  0
 5  0 481536 228979264 2976480 268145456    0    0     0    56 21699 34929  2  1 98  0  0
 2  0 481536 228954640 2976480 268182528    0    0     0   364 23868 11459  1  1 98  0  0
 1  0 481536 228884016 2976480 268240096    0    0     0   100 21081 11857  1  1 98  0  0
 2  0 481536 228935792 2976480 268217360    0    0     0   108 13280 14334  1  0 98  0  0
 4  0 481536 228901264 2976480 268225328    0    0     0    92 15150 17015  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 229126320 2976480 268084768    0    0     0    88 18368 14607  1  1 98  0  0
 1  0 481536 229137168 2976480 268131648    0    0     0   444 20384 12629  1  1 98  0  0
 1  0 481536 229060800 2976480 268163968    0    0     0   268 21679 13695  1  1 98  0  0
 1  0 481536 229001280 2976480 268207328    0    0     0   100 24231 11432  1  1 98  0  0
12  0 481536 229006624 2976480 268231488    0    0     0    68 13481 15666  1  1 99  0  0
 2  0 481536 229055504 2976480 268205264    0    0     0    52 15093 33121  2  1 97  0  0
 1  0 481536 229623424 2976480 268035536    0    0     0   100 13038 13399  1  1 98  0  0
 3  0 481536 230602816 2976480 268021360    0    0     0   412 11254 11799  1  1 98  0  0
 2  0 481536 230500224 2976480 268021152    0    0     0   192 11482 13035  1  1 98  0  0
 1  0 481536 230119616 2976480 268031392    0    0     0    88 11401 11494  1  1 98  0  0
 1  0 481536 229768320 2976480 268041632    0    0     0   100 10811 12820  1  1 98  0  0
 1  0 481536 229775520 2976480 268041632    0    0     0   100 20377 20224  1  1 98  0  0
 3  0 481536 229510688 2976480 268053888    0    0     0   100 13968 36527  1  1 98  0  0
 3  0 481536 229240992 2976480 268064144    0    0     0   428 12223 9690  1  1 98  0  0
 5  0 481536 229220736 2976480 268080576    0    0     0    60 21281 7409  1  1 99  0  0
 1  0 481536 229224656 2976480 268088768    0    0     0    76 15475 12306  1  0 98  0  0
 2  0 481536 229196960 2976480 268094912    0    0     0   100 15198 12127  1  1 98  0  0
 1  0 481536 229161696 2976480 268119616    0    0     0   100 21500 19320  2  1 97  0  0
 3  0 481536 229142096 2976480 268161280    0    0     0   324 18902 10171  1  1 98  0  0
 2  0 481536 229060992 2976480 268192800    0    0     0    88 25899 19525  1  1 98  0  0
 1  0 481536 229027264 2976480 268239680    0    0     0   112 22293 28105  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 481536 228953648 2976480 268272144    0    0     0    92 21481 12208  1  1 98  0  0
 3  0 481536 228948208 2976480 268290768    0    0     0    88 16348 15721  1  1 98  0  0
 3  0 481536 228965280 2976480 268276448    0    0     0   620 13456 16642  1  1 98  0  0
 2  0 481536 228963088 2976480 268284608    0    0     0    68 13727 7630  1  0 99  0  0
 1  0 481536 229085680 2976480 268095040    0    0     0    88 15423 12639  1  1 98  0  0
 1  0 481536 229053600 2976480 268131216    0    0     0   100 18355 11476  1  1 98  0  0
 3  0 481536 229018928 2976480 268179472    0    0     0    92 22685 12619  1  1 98  0  0
 2  0 481536 228989152 2976480 268217344    0    0     0   248 24343 17755  2  1 97  0  0
 2  0 481536 228964496 2976480 268257760    0    0     0   100 22973 36084  1  1 98  0  0
 2  0 481536 228928320 2976480 268290768    0    0     0    92 22605 11188  1  1 98  0  0
 2  0 481536 228946608 2976480 268272336    0    0     0    88 11712 15173  1  0 98  0  0
 4  0 481536 228960000 2976480 268280544    0    0     0   100 15252 11461  1  0 98  0  0
 3  0 481536 228949312 2976480 268288752    0    0     0   380 14511 12187  1  0 98  0  0
 3  0 481536 229085776 2976480 268130096    0    0     0    68 18107 24583  1  1 98  0  0
 1  0 481536 229079232 2976480 268149808    0    0     0    88 23089 28109  1  1 98  0  0
 1  0 481536 229043488 2976480 268192832    0    0     0   104 24494 11774  1  1 98  0  0
 4  0 481536 229023968 2976480 268241168    0    0     0    92 19832 12563  1  1 98  0  0
 1  0 481536 229008992 2976480 268272160    0    0     0   276 21517 10482  1  1 98  0  0
 3  0 481536 229030944 2976480 268290784    0    0     0    92 15243 12310  1  0 98  0  0
 1  0 481536 228996016 2976480 268276448    0    0     0    88 15540 19726  1  1 98  0  0
 3  0 481536 228946944 2976480 268284640    0    0     0   100 16168 12233  1  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 229112640 2976480 268095184    0    0     0   100 17012 13461  1  1 98  0  0
 3  0 481536 229099680 2976480 268139424    0    0     0   244 17313 9819  1  1 98  0  0
 5  0 481536 229096416 2976480 268174528    0    0     0   144 22381 9981  1  1 98  0  0
 3  0 481536 229066048 2976480 268217344    0    0     0   240 24014 11708  1  1 98  0  0
 1  0 481536 229032448 2976480 268254032    0    0     0   100 25703 44436  2  1 97  0  0
 3  0 481536 229001120 2976480 268290816    0    0     0    84 19856 9715  1  1 99  0  0
 1  0 481536 229017088 2976480 268272384    0    0     0    76 14592 17645  1  1 98  0  0
 2  0 481536 228980336 2976480 268280576    0    0     0   152 17542 21567  1  1 98  0  0
 1  0 481536 228944816 2976480 268288768    0    0     0   572 17053 26150  1  1 98  0  0
 1  0 481536 229146000 2976480 268119568    0    0     0   100 20721 18866  1  1 98  0  0
 1  0 481536 229083280 2976480 268155920    0    0     0   100 20039 12793  1  1 98  0  0
10  0 481536 229079200 2976480 268192880    0    0     0    76 21245 9249  1  1 98  0  0
 1  0 481536 229050240 2976480 268241904    0    0     0    96 20905 10516  1  1 98  0  0
 1  0 481536 229022976 2976480 268272192    0    0     0   268 20267 11566  1  1 98  0  0
 3  0 481536 229026928 2976480 268290848    0    0     0    84 14304 11469  1  0 99  0  0
 2  0 481536 229048736 2976480 268276496    0    0     0    76 15169 18190  1  1 98  0  0
 1  0 481536 229003120 2976480 268284688    0    0     0   100 16606 13025  1  0 98  0  0
 1  0 481536 229173664 2976480 268095200    0    0     0   100 15521 11753  1  1 98  0  0
 1  0 481536 229105424 2976480 268154544    0    0     0   348 21225 12932  1  1 98  0  0
 2  0 481536 229075024 2976480 268174352    0    0     0   100 21668 12174  1  1 98  0  0
 2  0 481536 229002656 2976480 268217392    0    0     0    92 23900 12153  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 481536 229002176 2976480 268261696    0    0     0    72 23193 38249  2  1 97  0  0
 3  0 481536 228968640 2976480 268290848    0    0     0    68 21557 23471  1  1 98  0  0
 2  0 481536 229051264 2976480 268258208    0    0     0   240 10739 22842  1  1 98  0  0
 2  0 481536 229615968 2976480 268040128    0    0     0    92 10675 11332  1  1 98  0  0
 2  0 481536 230632672 2976480 268031584    0    0     0    88 11252 11355  1  1 98  0  0
 3  0 481536 230981792 2976480 268021328    0    0     0   500 13621 16330  1  1 98  0  0
 1  0 481536 230613952 2976480 268021328    0    0     0   100 13404 18167  1  1 98  0  0
 1  0 481536 230201136 2976480 268031568    0    0     0   188 11551 14041  1  1 98  0  0
 1  0 481536 229805024 2976480 268041824    0    0     0   100 13070 13691  1  1 98  0  0
 3  0 481536 229685760 2976480 268058208    0    0     0    92 10428 11678  1  1 98  0  0
 4  0 481536 229347616 2976480 268058224    0    0     0   236 7539 9965  1  1 99  0  0
 1  0 481536 229182352 2976480 268076592    0    0     0    64 25749 17690  1  1 98  0  0
 1  0 481536 229171008 2976480 268086912    0    0     0   100 17999 12297  1  1 98  0  0
 3  0 481536 229132160 2976480 268097120    0    0     0    92 14226 9747  1  0 98  0  0
 3  0 481536 229145424 2976480 268105296    0    0     0    88 15240 11925  1  0 98  0  0
 3  0 481536 229095808 2976480 268131808    0    0     0   100 20989 12125  1  1 98  0  0
 2  0 481536 229053776 2976480 268191232    0    0     0   368 25169 27571  1  1 98  0  0
 1  0 481536 229015984 2976480 268211200    0    0     0   100 28174 52202  2  1 97  0  0
 2  0 481536 228975744 2976480 268254240    0    0     0   100 25756 12940  1  1 98  0  0
11  0 481536 228936688 2976480 268298544    0    0     0    76 16965 9095  1  1 99  0  0
 2  0 481536 228872128 2976480 268333776    0    0     0    56 22429 10175  2  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 228854736 2976480 268352224    0    0     0   336 15287 11550  1  0 98  0  0
 3  0 481536 228909280 2976480 268331728    0    0     0    92 13170 12864  1  0 98  0  0
 1  0 481536 228874208 2976480 268339920    0    0     0    88 17523 18398  1  1 98  0  0
 2  0 481536 228852464 2976480 268348112    0    0     0   100 16221 12328  1  0 98  0  0
 1  0 481536 229133376 2976480 268119456    0    0     0   100 14867 11560  1  1 98  0  0
 1  0 481536 229046496 2976480 268168000    0    0     0   304 24345 12924  1  1 98  0  0
 2  0 481536 229009392 2976480 268205344    0    0     0    92 22111 10794  1  1 98  0  0
 2  0 481536 228989584 2976480 268241712    0    0     0    88 20151 20244  1  1 98  0  0
 6  0 481536 228924368 2976480 268278800    0    0     0   332 25209 14095  2  1 97  0  0
 4  0 481536 228852368 2976480 268328160    0    0     0    80 21979 11444  1  1 98  0  0
 6  0 481536 228815408 2976480 268352272    0    0     0   136 21440 15323  2  1 97  0  0
 2  0 481536 228843776 2976480 268327696    0    0     0   448 15029 31682  2  1 98  0  0
 3  0 481536 228849344 2976480 268337904    0    0     0    92 15871 12074  1  0 98  0  0
 1  0 481536 228808096 2976480 268346096    0    0     0   100 19585 42130  2  1 97  0  0
 1  0 481536 229090096 2976480 268107648    0    0     0   108 16443 13816  1  1 98  0  0
 2  0 481536 229022992 2976480 268165488    0    0     0    92 21434 13971  1  1 98  0  0
 2  0 481536 228977184 2976480 268186976    0    0     0   572 22107 12435  1  1 98  0  0
 2  0 481536 228882384 2976480 268229856    0    0     0   100 33226 25077  1  1 98  0  0
 3  0 481536 228871840 2976480 268274064    0    0     0    84 19516 11434  1  1 98  0  0
 3  0 481536 228844640 2976480 268309360    0    0     0    68 22205 17392  1  1 98  0  0
 3  0 481536 228828496 2976480 268352304    0    0     0    80 22917 12410  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 228869264 2976480 268330128    0    0     0   312 10148 12094  1  0 98  0  0
 4  0 481536 228858752 2976480 268333872    0    0     0   100 15615 12749  1  1 98  0  0
 2  0 481536 228821568 2976480 268342064    0    0     0   100 16396 12247  1  1 98  0  0
 8  0 481536 228848192 2976480 268352272    0    0     0    92 17782 12551  1  1 98  0  0
 5  0 481536 229131248 2976480 268138176    0    0     0    88 21515 16232  2  1 98  0  0
 1  0 481536 229110944 2976480 268181088    0    0     0   324 27509 36745  1  1 98  0  0
 1  0 481536 229074112 2976480 268217344    0    0     0   100 19460 11731  1  1 98  0  0
 4  0 481536 229056128 2976480 268254368    0    0     0    84 20453 9266  1  1 99  0  0
 3  0 481536 229039856 2976480 268303328    0    0     0    68 22979 12917  1  1 98  0  0
 8  0 481536 228995344 2976480 268333872    0    0     0    80 23961 40101  2  1 97  0  0
 1  0 481536 228946528 2976480 268352320    0    0     0   380 18522 13174  2  1 98  0  0
 3  0 481536 228971904 2976480 268331808    0    0     0   128 13670 13174  1  0 98  0  0
 2  0 481536 228966064 2976480 268340000    0    0     0    88 14883 9927  1  0 98  0  0
 2  0 481536 228967168 2976480 268348224    0    0     0   100 16030 12496  1  0 98  0  0
 1  0 481536 229168112 2976480 268141888    0    0     0   100 16802 11765  1  1 98  0  0
 3  0 481536 229169072 2976480 268162576    0    0     0   272 22659 19473  1  1 98  0  0
 3  0 481536 229074624 2976480 268205408    0    0     0   132 23579 12686  1  1 98  0  0
 3  0 481536 229042368 2976480 268253840    0    0     0    80 18389 8454  1  1 99  0  0
 2  0 481536 229022688 2976480 268284864    0    0     0    80 21709 11582  1  1 98  0  0
 3  0 481536 228991376 2976480 268327808    0    0     0   340 22819 9863  1  1 98  0  0
 2  0 481536 228949696 2976480 268352384    0    0     0   680 19977 39527  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 481536 228902352 2976480 268329728    0    0     0   340 21649 22276  4  1 95  0  0
 2  0 481536 228856256 2976480 268337920    0    0     0   104 16497 13355  2  1 98  0  0
 1  0 481536 228810048 2976480 268346128    0    0     0   100 18291 16019  1  0 98  0  0
 1  0 481536 229040832 2976480 268113776    0    0     0   100 15716 12757  1  1 98  0  0
 3  0 481536 229026672 2976480 268156624    0    0     0   100 24294 21035  1  1 98  0  0
 2  0 481536 228948528 2976480 268192928    0    0     0   344 21296 26945  1  1 98  0  0
 3  0 481536 228925264 2976480 268229872    0    0     0    80 24928 14182  2  1 97  0  0
 7  0 481536 228914640 2976480 268279200    0    0     0    72 21095 12174  1  1 98  0  0
 5  0 481536 228897632 2976480 268320608    0    0     0    68 17025 7247  1  1 99  0  0
 1  0 481536 228889040 2976480 268352288    0    0     0    88 24911 14223  1  1 98  0  0
 1  0 481536 228921216 2976480 268319536    0    0     0   380 9654 12536  1  0 98  0  0
 1  0 481536 229520560 2976480 268048720    0    0     0   100 11965 12945  1  1 98  0  0
 1  0 481536 230540512 2976480 268031760    0    0     0   100 13094 19243  1  1 98  0  0
 2  0 481536 230852752 2976480 268021440    0    0     0   308 13191 13736  1  1 98  0  0
 1  0 481536 230497664 2976480 268021440    0    0     0   100 13833 36061  1  1 98  0  0
 2  0 481536 230125472 2976480 268031680    0    0     0    92 11684 13254  1  1 98  0  0
 5  0 481536 229730160 2976480 268041920    0    0     0   148 8487 8520  0  1 99  0  0
 6  0 481536 229629072 2976480 268052160    0    0     0    60 8890 12762  1  1 98  0  0
 2  0 481536 229259072 2976480 268058304    0    0     0   472 13129 14081  2  1 97  0  0
 1  0 481536 229138880 2976480 268076688    0    0     0   100 24140 13184  1  1 98  0  0
 1  0 481536 229101712 2976480 268091072    0    0     0   100 21900 11592  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 481536 229067680 2976480 268099264    0    0     0   156 18210 31401  1  1 98  0  0
 2  0 481536 229107936 2976480 268107456    0    0     0   100 16435 15505  1  1 98  0  0
 2  0 481536 229096576 2976480 268115648    0    0     0   100 17493 19080  1  1 98  0  0
 1  0 481536 229089552 2976480 268146192    0    0     0   248 20504 14282  1  1 98  0  0
 4  0 481536 229040176 2976480 268189120    0    0     0    84 22165 11504  1  1 98  0  0
 3  0 481536 229002144 2976480 268233088    0    0     0   108 18290 10412  1  1 98  0  0
 3  0 481536 228979888 2976480 268268624    0    0     0    72 21872 9687  1  1 98  0  0
 2  0 481536 228903056 2976480 268311936    0    0     0    76 24635 12783  1  1 98  0  0
 1  0 481536 228835360 2976480 268348160    0    0     0   428 24634 42163  2  1 97  0  0
 1  0 481536 228738816 2976480 268385280    0    0     0   100 25308 14558  1  1 98  0  0
 2  0 481536 228750144 2976480 268409520    0    0     0   100 16731 12109  1  1 98  0  0
 1  0 481536 228724208 2976480 268382880    0    0     0   132 13049 13286  1  0 98  0  0
 1  0 481536 228802624 2976480 268391072    0    0     0   100 16500 12617  1  0 98  0  0
 3  0 481536 228815360 2976480 268399264    0    0     0   248 14835 11431  1  0 98  0  0
 4  0 481536 228834464 2976480 268407456    0    0     0    72 15427 17438  1  1 98  0  0
 4  0 481536 229106912 2976480 268143920    0    0     0    68 15602 10735  1  1 98  0  0
 2  0 481536 229089888 2976480 268170784    0    0     0   108 19295 8559  1  1 99  0  0
 2  0 481536 229043184 2976480 268214000    0    0     0   232 26973 36726  1  1 98  0  0
 2  0 481536 228960016 2976480 268250016    0    0     0   156 20229 12225  1  1 98  0  0
 1  0 481536 228903136 2976480 268293136    0    0     0   100 26362 13879  1  1 98  0  0
