# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     93     57     61      3      0      0      0      0      0   2619   1500    100      0   1882     13      0      0      0      0    360     31 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     91     57     61      2      0      0      0      0      0   2619   1500    100      0   2480     13      0      0      0      0      2      2 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61      0      0      0      0      0      0   2619   1500    100      0   3140     13      0      0      0      0      1      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     57     61     39      0      0      0      0      0   2619   1500    100      0   3176     13      0      0      0      0     84      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     57     61     46      0      0      0      0      0   2619   1500    100      0   3212     13      0      0      0      0    200    230 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     97     58     62     90      1      0      0      0      0   2619   1500    100      0   3236     13      0      0      0      0   2085    433 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    101     57     61      0      0      0      0      0      0   2619   1500    100      0   3196     13      0      0      0      0      1      2 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     51      0      0      0      0      0   2619   1500    100      0   3180     13      0      0      0      0    239    156 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61      0      0      0      0      0      0   2619   1500    100      0   3214     13      0      0      0      0    140     23 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62     36      0      0      0      0      0   2619   1500    100      0   3236     13      0      0      0      0   1451    391 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    104     57     61      0      0      0      0      0      0   2619   1500    100      0   3184     13      0      0      0      0      0      3 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     50      0      0      0      0      0   2619   1500    100      0   3182     13      0      0      0      0      3     11 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     16      0      0      0      0      0   2619   1500    100      0   3214     13      0      0      0      0     73     23 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     37      0      0      0      0      0   2619   1500    100      0   3224     13      0      0      0      0      2    242 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    107     58     61     25      1      0      0      0      0   2619   1500    100      0   2332     13      0      0      0      0     19     21 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     94     57     61      0      0      0      0      0      0   2619   1500    100      0   1570     11      0      0      0      0     23     22 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     94     57     61      0      0      0      0      0      0   2619   1500    100      0    616      7      0      0      0      0      0      1 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     94     57     62      0      0      0      0      0      0   2619   1500    100      0    634      9      0      0      0      0     19     20 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      1      1 
    0     94     57     62      0      0      0      0      0      0   2619   1500    100      0   1153     11      0      0      0      0     22     19 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     94     57     61      0      0      0      0      0      0   2619   1500    100      0   1412     13      0      0      0      0     21     18 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     94     57     62      6      0      0      0      0      0   2619   1500    100      0   1894     13      0      0      0      0    261     25 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     91     57     61      1      0      0      0      0      0   2619   1500    100      0   2588     13      0      0      0      0      2      2 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      1      0 
    0     92     57     61      0      0      0      0      0      0   2619   1500    100      0   3668     13      0      0      0      0      0      3 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61      0      0      0      0      0      0   2619   1500    100      0   3740     13      0      0      0      0      0      1 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61      0      0      0      0      0      0   2619   1500    100      0   3778     13      0      0      0      0    132     22 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62      0      0      0      0      0      0   2619   1500    100      0   3810     13      0      0      0      0    133     22 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     47      0      0      0      0      0   2619   1500    100      0   3820     13      0      0      0      0     82     14 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    102     58     62     91      1      0      0      0      0   2619   1500    100      0   3848     13      0      0      0      0   4167    658 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    101     57     61      0      0      0      0      0      0   2619   1500    100      0   3772     13      0      0      0      0     27      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61      0      0      0      0      0      0   2619   1500    100      0   3844     13      0      0      0      0     27      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62     84      0      0      0      0      0   2619   1500    100      0   3778     13      0      0      0      0    139    331 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62      1      0      0      0      0      0   2619   1500    100      0   3810     13      0      0      0      0      3      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     57     61      1      0      0      0      0      0   2619   1500    100      0   3836     13      0      0      0      0      1     10 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0    103     58     62     88      1      0      0      0      0   2619   1500    100      0   3848     13      0      0      0      0   2812    540 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    101     58     62      0      0      0      0      0      0   2619   1500    100      0   3776     13      0      0      0      0     27      1 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62      0      0      0      0      0      0   2619   1500    100      0   3848     13      0      0      0      0      0      3 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62     50      0      0      0      0      0   2619   1500    100      0   3778     13      0      0      0      0     17      7 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     92     57     62      0      0      0      0      0      0   2619   1500    100      0   3810     13      0      0      0      0     65     23 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62      1      0      0      0      0      0   2619   1500    100      0   3842     13      0      0      0      0    139     22 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    105     58     62     89      1      0      0      0      0   2619   1500    100      0   3848     13      0      0      0      0   4285    647 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     99     58     62      1      0      0      0      0      0   2619   1500    100      0   2540     11      0      0      0      0      2      1 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     93     58     62      1      0      0      0      0      0   2619   1500    100      0   1288      9      0      0      0      0      0      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     94     58     62      0      0      0      0      0      0   2619   1500    100      0    616      7      0      0      0      0     12      8 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     94     58     62      0      0      0      0      0      0   2619   1500    100      0   1150     11      0      0      0      0      0     21 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      1      0 
    0     94     58     62      1      0      0      0      0      0   2619   1500    100      0   1410     13      0      0      0      0      1     21 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      1      0 
    0     94     58     62      0      0      0      0      0      0   2619   1500    100      0   1660     13      0      0      0      0     65     14 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      2      0      0      0      0      0   2619   1500    100      0   1996     13      0      0      0      0      0      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4174     13      0      0      0      0      0      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4246     13      0      0      0      0      0      2 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4318     13      0      0      0      0      1      2 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     61     46      0      0      0      0      0   2619   1500    100      0   4334     13      0      0      0      0      2      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4372     13      0      0      0      0     59     21 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     61      1      0      0      0      0      0   2619   1500    100      0   4404     13      0      0      0      0    132     21 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62     45      0      0      0      0      0   2619   1500    100      0   4414     13      0      0      0      0      2      7 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62     89      0      0      0      0      0   2619   1500    100      0   4450     13      0      0      0      0      3    100 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    117     58     62     88      2      0      0      0      0   2619   1500    100      0   4458     13      0      0      0      0   5842     69 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     93     58     62      0      0      0      0      0      0   2619   1500    100      0   4370     13      0      0      0      0      0      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4442     13      0      0      0      0      0      1 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     58     62     47      0      0      0      0      0   2619   1500    100      0   4356     13      0      0      0      0     76     24 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     92     58     62     47      0      0      0      0      0   2619   1500    100      0   4366     13      0      0      0      0      2      8 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     58     62     89      0      0      0      0      0   2619   1500    100      0   4402     13      0      0      0      0      3    101 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     58     62     91      0      0      0      0      0   2619   1500    100      0   4436     13      0      0      0      0    135    334 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     96     58     62      1      0      0      0      0      0   2619   1500    100      0   4458     13      0      0      0      0   2924    935 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    115     58     62      0      0      0      0      0      0   2619   1500    100      0   4322     13      0      0      0      0      0      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4394     13      0      0      0      0      0      2 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4330     13      0      0      0      0      1      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62     50      0      0      0      0      0   2619   1500    100      0   4354     13      0      0      0      0      3    100 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62     61      0      0      0      0      0   2619   1500    100      0   4388     13      0      0      0      0     85    330 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      1      0      0      0      0      0   2619   1500    100      0   4414     13      0      0      0      0      3     19 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      1      0      0      0      0      0   2619   1500    100      0   4452     13      0      0      0      0    138     23 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    109     58     62     87      2      0      0      0      0   2619   1500    100      0   4458     13      0      0      0      0   2979    563 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    106     58     62      0      0      0      0      0      0   2619   1500    100      0   2748     11      0      0      0      0      2      0 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     94     58     62      1      0      0      0      0      0   2619   1500    100      0   1288      9      0      0      0      0      0      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     93     58     62      0      0      0      0      0      0   2619   1500    100      0    616      7      0      0      0      0      3      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      1      0 
    0     94     58     62      0      0      0      0      0      0   2619   1500    100      0   1150     11      0      0      0      0     70     18 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      1      0 
    0     94     58     62      1      0      0      0      0      0   2619   1500    100      0   1412     13      0      0      0      0      0     18 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      1      0 
    0     94     58     62      0      0      0      0      0      0   2619   1500    100      0   1662     13      0      0      0      0    104     15 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     58     62      1      0      0      0      0      0   2619   1500    100      0   1988     13      0      0      0      0      0      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4448     13      0      0      0      0     62      2 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4770     13      0      0      0      0     27      0 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4846     13      0      0      0      0      0      0 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4914     13      0      0      0      0      3     14 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62     84      0      0      0      0      0   2619   1500    100      0   4934     13      0      0      0      0      2      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62     59      0      0      0      0      0   2619   1500    100      0   4966     13      0      0      0      0    357    141 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62      0      0      0      0      0      0   2619   1500    100      0   5000     13      0      0      0      0    139     23 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62      0      0      0      0      0      0   2619   1500    100      0   5032     13      0      0      0      0    138     23 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     44      0      0      0      0      0   2619   1500    100      0   5054     13      0      0      0      0    159      1 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    107     58     62     89      2      0      0      0      0   2619   1500    100      0   5070     13      0      0      0      0   4110    735 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    112     58     62      0      0      0      0      0      0   2619   1500    100      0   4906     13      0      0      0      0      0      2 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   4978     13      0      0      0      0      0      2 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     58     62      0      0      0      0      0      0   2619   1500    100      0   5050     13      0      0      0      0     27      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62      1      0      0      0      0      0   2619   1500    100      0   4926     13      0      0      0      0    159      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     72      0      0      0      0      0   2619   1500    100      0   4950     13      0      0      0      0    183    199 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62     93      0      0      0      0      0   2619   1500    100      0   4978     13      0      0      0      0      3    123 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     49      0      0      0      0      0   2619   1500    100      0   5016     13      0      0      0      0    137     22 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     13      0      0      0      0      0   2619   1500    100      0   5048     13      0      0      0      0    136     22 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62     35      0      0      0      0      0   2619   1500    100      0   5058     13      0      0      0      0   7116    687 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0    129     58     62     90      2      0      0      0      0   2619   1500    100      0   4874     13      0      0      0      0      0      3 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62      0      0      0      0      0      0   2619   1500    100      0   4946     13      0      0      0      0      0      3 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     62      0      0      0      0      0      0   2619   1500    100      0   5018     13      0      0      0      0     27      0 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     57     61     11      0      0      0      0      0   2619   1500    100      0   4920     13      0      0      0      0    139     21 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      0 
    0     92     57     61     41      0      0      0      0      0   2619   1500    100      0   4946     13      0      0      0      0      1      0 
    1     88     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
    0     92     57     61     40      0      0      0      0      0   2619   1500    100      0   4966     13      0      0      0      0    183      0 
    1     89     49     52      0      0      0      0      0      0   2619   1500    100      0     17      2      0      0      0      0      0      1 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
