procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 481536 229247616 2976476 268151280    0    0     0    76 11910 16790  1  1 98  0  0
 1  0 481536 229722368 2976476 268035216    0    0     0   224 15881 13632  1  1 98  0  0
 5  0 481536 230724960 2976476 268020928    0    0     0    92 11559 12113  1  1 98  0  0
 1  0 481536 230642048 2976476 268020736    0    0     0   284 11014 11350  1  1 98  0  0
 1  0 481536 230293376 2976476 268030976    0    0     0   144 13121 14316  1  1 98  0  0
 3  0 481536 229958208 2976476 268041216    0    0     0   100 11362 13917  1  1 98  0  0
 1  0 481536 229939328 2976476 268041264    0    0     0   160 23120 66633  1  2 97  0  0
 2  0 481536 229628544 2976476 268057648    0    0     0    92 9580 10226  1  1 98  0  0
 4  0 481536 229370016 2976476 268061680    0    0     0   220 11496 8651  1  1 99  0  0
 3  0 481536 229358368 2976476 268076000    0    0     0    68 20794 11126  1  1 98  0  0
 1  0 481536 229374304 2976476 268084224    0    0     0   136 17038 13369  1  0 98  0  0
 2  0 481536 229284512 2976476 268114848    0    0     0    92 18994 11038  1  1 98  0  0
 2  0 481536 229226128 2976476 268157824    0    0     0    88 26212 16964  2  1 97  0  0
 1  0 481536 229183232 2976476 268194208    0    0     0   340 18716 11158  1  1 98  0  0
 2  0 481536 229139520 2976476 268231008    0    0     0   100 21900 11808  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 481536 229128080 2976476 268218416    0    0     0   136 12920 14448  1  0 98  0  0
 3  0 481536 229064304 2976476 268226864    0    0     0    92 14261 11906  1  0 98  0  0
 4  0 481536 229193760 2976476 268096448    0    0     0   308 13731 9735  1  1 98  0  0
 1  0 481536 229159072 2976476 268133216    0    0     0   212 24781 18070  1  1 98  0  0
 2  0 481536 229135648 2976476 268182304    0    0     0    92 20560 10889  1  1 98  0  0
 3  0 481536 229095840 2976476 268212448    0    0     0   116 20713 11483  1  1 98  0  0
 2  0 481536 229125824 2976476 268231040    0    0     0    92 18293 36203  1  1 98  0  0
 1  0 481536 229153024 2976476 268222784    0    0     0    88 14695 12552  1  0 98  0  0
 7  0 481536 229141296 2976476 268230976    0    0     0   280 21213 38985  2  1 97  0  0
 1  0 481536 229280480 2976476 268114848    0    0     0   100 20785 17916  1  1 98  0  0
 4  0 481536 229253968 2976476 268157856    0    0     0   128 23876 12348  1  1 98  0  0
 3  0 481536 229215488 2976476 268194208    0    0     0    80 17916 10267  1  1 98  0  0
 2  0 481536 229208928 2976476 268231040    0    0     0    80 21439 10997  1  1 98  0  0
 1  0 481536 229244400 2976476 268204832    0    0     0   336 9904 11209  1  1 98  0  0
 2  0 481536 229778368 2976476 268035584    0    0     0    92 12236 19016  1  1 98  0  0
 2  0 481536 230758272 2976476 268031024    0    0     0    80 12381 11453  1  1 98  0  0
 1  0 481536 230720736 2976476 268020624    0    0     0   292 12043 11654  1  1 98  0  0
 1  0 481536 230298400 2976476 268030704    0    0     0   100 10908 11936  1  1 98  0  0
 1  0 481536 230335808 2976476 268030864    0    0     0   100 22342 13682  1  1 98  0  0
 2  0 481536 229991040 2976476 268041120    0    0     0    92 28863 11685  0  1 98  0  0
 5  0 481536 229768272 2976476 268057392    0    0     0    88 12582 20316  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 481536 229387232 2976480 268058512    0    0     0   368 14833 34954  3  1 96  0  0
 3  0 481536 229274528 2976480 268075792    0    0     0    80 28624 12024  2  1 97  0  0
 5  0 481536 229165120 2976480 268086112    0    0     0    80 21814 11840  3  1 96  0  0
 5  0 481536 229165120 2976480 268094304    0    0     0    88 24895 13318  5  1 95  0  0
 6  0 481536 229072208 2976480 268121632    0    0     0    92 22374 24231  3  1 96  0  0
 9  0 481536 228940704 2976480 268143520    0    0    68   836 31380 30054  4  1 95  0  0
 5  0 481536 228865008 2976480 268187600    0    0     0    92 24082 13580  3  1 96  0  0
 4  0 481536 228828784 2976480 268222944    0    0     0    88 23755 9874  1  1 98  0  0
 2  0 481536 228778736 2976480 268266032    0    0     0   100 25940 13261  1  1 98  0  0
 1  0 481536 228736016 2976480 268290320    0    0     0   312 18956 13377  1  1 98  0  0
 3  0 481536 228749136 2976480 268273696    0    0     0   120 13105 19564  1  1 98  0  0
 1  0 481536 228722912 2976480 268282080    0    0     0    80 13819 9572  1  0 98  0  0
 5  0 481536 228700080 2976480 268290272    0    0     0    80 15108 11681  1  0 98  0  0
 3  0 481536 228856128 2976480 268125184    0    0     0    80 16755 10054  1  1 98  0  0
 2  0 481536 228821760 2976480 268168112    0    0     0   208 24140 16769  1  1 98  0  0
 3  0 481536 228747744 2976480 268212032    0    0     0   216 20154 29001  1  1 98  0  0
 2  0 481536 228688240 2976480 268247376    0    0     0   120 24321 18493  1  1 98  0  0
 1  0 481536 228659680 2976480 268290272    0    0     0   100 22855 11972  1  1 98  0  0
 3  0 481536 228693728 2976480 268272128    0    0     0   100 10618 14294  1  0 98  0  0
 1  0 481536 228697088 2976480 268279936    0    0     0   232 15645 12071  1  0 98  0  0
 2  0 481536 228705696 2976480 268288144    0    0     0    92 16252 12315  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 481536 228911024 2976480 268122944    0    0     0   108 16389 9843  1  1 98  0  0
 1  0 481536 228874912 2976480 268149600    0    0     0    80 26116 43578  1  1 97  0  0
 7  0 481536 228841376 2976480 268192608    0    0     0    80 23745 9762  1  1 98  0  0
 2  0 481536 228811552 2976480 268238976    0    0     0    80 18411 9923  1  1 98  0  0
 2  0 481536 228779696 2976480 268271856    0    0     0   324 22448 11752  1  1 98  0  0
 1  0 481536 228809600 2976480 268290256    0    0     0   132 16064 13427  1  0 98  0  0
 3  0 481536 228884480 2976480 268257648    0    0     0   100 12061 18965  1  1 98  0  0
 1  0 481536 229455024 2976480 268035232    0    0     0   100 12197 12958  1  1 98  0  0
 2  0 481536 230796960 2976480 268020624    0    0     0   108 13857 27740  1  1 98  0  0
 6  0 481536 230404464 2976480 268020592    0    0     0   272 11968 18811  1  1 98  0  0
 1  0 481536 230020320 2976480 268030832    0    0     0   308 11765 12179  1  1 98  0  0
 4  0 481536 229641280 2976480 268041088    0    0     0   112 10301 10811  1  1 98  0  0
 3  0 481536 229624864 2976480 268041120    0    0     0    68 9436 17081  1  1 98  0  0
 1  0 481536 229218800 2976480 268057504    0    0     0    88 10661 11819  1  1 98  0  0
 2  0 481536 228994944 2976480 268067584    0    0     0   164 18590 12502  1  1 98  0  0
 2  0 481536 228951680 2976480 268084048    0    0     0   340 24229 11848  1  1 98  0  0
 3  0 481536 228944576 2976480 268092272    0    0     0   100 16006 12502  1  0 98  0  0
 1  0 481536 228952912 2976480 268102480    0    0     0   100 15413 11382  1  0 98  0  0
 3  0 481536 228911840 2976480 268134880    0    0     0    92 21334 42914  2  1 97  0  0
 2  0 481536 228869408 2976480 268161712    0    0     0    80 20932 11794  1  1 98  0  0
 3  0 481536 228827216 2976480 268204832    0    0     0   436 22873 10919  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 481536 228814064 2976480 268248768    0    0     0   264 18311 9989  1  1 98  0  0
 1  0 481536 228775728 2976480 268284288    0    0     0    76 24028 12021  1  1 98  0  0
 3  0 481536 228794480 2976480 268327296    0    0     0   100 32467 42362  1  1 97  0  0
 1  0 481536 228750144 2976480 268351552    0    0     0   100 20164 12945  1  1 98  0  0
 1  0 481536 228762048 2976480 268326864    0    0     0   236 12573 12872  1  0 98  0  0
 1  0 481536 228780224 2976480 268337136    0    0     0   164 16372 12475  1  0 98  0  0
 1  0 481536 228775264 2976480 268345328    0    0     0   132 15554 11566  1  0 98  0  0
 2  0 481536 229021792 2976480 268107568    0    0     0    92 14174 12167  1  1 98  0  0
12  0 481536 229042592 2976480 268156064    0    0     0    72 24818 17975  1  1 98  0  0
 4  0 481536 229006720 2976480 268187872    0    0     0   220 18304 10424  1  1 98  0  0
 2  0 481536 228970288 2976480 268229376    0    0     0   248 22121 8591  1  1 98  0  0
 2  0 481536 228944448 2976480 268288368    0    0     0   116 22249 12713  1  1 98  0  0
 1  0 481536 228888624 2976480 268308640    0    0     0   100 21338 11996  1  1 98  0  0
 1  0 481536 228858768 2976480 268351552    0    0     0   100 24417 13486  1  1 98  0  0
 2  0 481536 228908192 2976480 268325344    0    0     0   224 14212 32483  2  1 98  0  0
 1  0 481536 228924096 2976480 268333056    0    0     0   244 16426 22490  1  1 98  0  0
 1  0 481536 228883488 2976480 268343264    0    0     0   136 16213 12896  1  0 98  0  0
 4  0 481536 228940128 2976480 268278400    0    0     0    84 14861 32958  1  1 98  0  0
 2  0 481536 229056544 2976480 268137488    0    0     0    68 17926 10228  1  1 98  0  0
 5  0 481536 229010080 2976480 268180480    0    0     0    72 23899 14111  1  1 98  0  0
 1  0 481536 228960864 2976480 268224192    0    0     0   204 19020 14600  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 228937776 2976480 268259696    0    0     0   132 22948 11689  1  1 98  0  0
 1  0 481536 228892384 2976480 268302752    0    0     0   100 22924 13277  1  1 98  0  0
 1  0 481536 228853792 2976480 268338992    0    0     0   100 19681 11495  1  1 98  0  0
 1  0 481536 228857024 2976480 268351520    0    0     0   100 15205 13746  1  0 98  0  0
 1  0 481536 228942528 2976480 268310656    0    0     0   228 12236 19354  1  1 98  0  0
 4  0 481536 229602240 2976480 268035488    0    0     0    92 12362 11297  1  1 98  0  0
 3  0 481536 230974352 2976480 268020672    0    0     0   104 11570 10733  1  1 98  0  0
 2  0 481536 230588640 2976480 268020656    0    0     0   232 9714 11207  1  1 98  0  0
 8  0 481536 230262224 2976480 268030912    0    0     0    84 9316 10370  0  1 98  0  0
 1  0 481536 229936896 2976480 268041136    0    0     0   108 10132 10769  1  1 98  0  0
 4  0 481536 229901552 2976480 268045680    0    0     0   100 12037 19667  1  1 98  0  0
 1  0 481536 229495648 2976480 268057536    0    0     0   160 15801 59671  2  1 97  0  0
 1  0 481536 229238848 2976480 268068128    0    0     0   268 17358 11430  1  1 98  0  0
 2  0 481536 229173296 2976480 268088128    0    0     0    92 26234 12709  1  1 98  0  0
 1  0 481536 229153184 2976480 268096384    0    0     0    88 14118 9603  1  0 99  0  0
 1  0 481536 229179120 2976480 268104576    0    0     0   100 16397 13881  1  1 98  0  0
 8  0 481536 229179680 2976480 268112800    0    0     0   152 15976 16852  1  0 98  0  0
 2  0 481536 229141856 2976480 268139616    0    0     0   332 19283 11457  1  1 98  0  0
 2  0 481536 229112064 2976480 268190432    0    0     0    80 19021 8669  1  1 99  0  0
 1  0 481536 229074752 2976480 268218880    0    0     0    88 22518 12999  1  1 98  0  0
 1  0 481536 229057776 2976480 268262000    0    0     0   100 23948 11482  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 229016304 2976480 268302768    0    0     0   100 19955 19324  1  1 98  0  0
 2  0 481536 228966176 2976480 268341504    0    0     0   224 21999 10955  1  1 98  0  0
 3  0 481536 228915584 2976480 268384512    0    0     0    88 22596 11070  1  1 98  0  0
 1  0 481536 228911808 2976480 268408736    0    0     0   100 18222 13401  1  1 98  0  0
 3  0 481536 228915648 2976480 268380512    0    0     0    92 10925 12505  1  0 98  0  0
 2  0 481536 228898064 2976480 268388176    0    0     0    80 16951 33776  1  1 98  0  0
 3  0 481536 228875520 2976480 268396400    0    0     0   296 14924 17087  1  1 98  0  0
 3  0 481536 228839552 2976480 268406608    0    0     0   112 16895 33530  1  1 98  0  0
 2  0 481536 229100288 2976480 268127520    0    0     0    88 14644 11323  1  1 98  0  0
 1  0 481536 229040816 2976480 268164288    0    0     0   100 23591 12751  1  1 98  0  0
 4  0 481536 229009408 2976480 268213136    0    0     0    92 21506 11123  1  1 98  0  0
 2  0 481536 228971792 2976480 268244416    0    0     0   220 20951 12455  1  1 98  0  0
 1  0 481536 228873952 2976480 268286464    0    0     0   136 25423 18588  1  1 98  0  0
 1  0 481536 228829440 2976480 268345536    0    0     0   100 20881 12404  1  1 98  0  0
 2  0 481536 228780064 2976480 268365792    0    0     0    92 20553 11558  1  1 98  0  0
 3  0 481536 228776016 2976480 268408736    0    0     0    80 21904 11613  1  1 98  0  0
 4  0 481536 228772048 2976480 268408736    0    0     0   296 8796 11168  1  0 99  0  0
 1  0 481536 228843264 2976480 268386112    0    0     0   108 16180 18615  1  1 98  0  0
 6  0 481536 228843296 2976480 268394304    0    0     0    92 14661 11228  1  0 98  0  0
 3  0 481536 228836400 2976480 268404544    0    0     0    88 15521 11269  1  1 98  0  0
 1  0 481536 229110736 2976480 268115872    0    0     0   100 17402 34740  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 229074720 2976480 268174352    0    0     0   232 21376 12424  1  1 98  0  0
 1  0 481536 229016496 2976480 268194624    0    0     0   124 22955 12901  1  1 98  0  0
 1  0 481536 228949184 2976480 268237632    0    0     0   100 27124 21020  1  1 98  0  0
 6  0 481536 228886560 2976480 268281408    0    0     0    92 21034 32763  1  1 98  0  0
 3  0 481536 228814720 2976480 268317056    0    0     0    72 20492 11737  1  1 98  0  0
 3  0 481536 228770864 2976480 268360064    0    0     0   304 22521 10335  1  1 98  0  0
 9  0 481536 228749424 2976480 268396368    0    0     0    80 18167 10330  1  1 98  0  0
 1  0 481536 228739968 2976480 268408752    0    0     0   116 14953 11653  1  0 98  0  0
 2  0 481536 228852576 2976480 268363904    0    0     0   100 12750 19981  1  1 98  0  0
 1  0 481536 229575632 2976480 268035616    0    0     0   100 11188 12522  1  1 98  0  0
 1  0 481536 230588208 2976480 268020960    0    0     0   236 10844 11673  1  1 98  0  0
 0  0 481536 231307296 2976480 268004384    0    0     0   424 15797 13774  1  1 98  0  0
 0  0 481536 231266928 2976480 268004384    0    0     0   148 8980 11363  1  0 99  0  0
 2  0 481536 231262816 2976480 268004400    0    0     0    84 10668 27723  1  1 99  0  0
 3  0 481536 231279872 2976480 268004400    0    0     0    68 7847 21474  0  0 99  0  0
 8  0 481536 231280160 2976480 268004400    0    0     0   132 6780 9599  0  0 99  0  0
 1  0 481536 231324064 2976480 268004400    0    0     0   224 7876 9694  0  0 99  0  0
 1  0 481536 231312976 2976480 268004400    0    0     0   128 10543 13746  1  1 99  0  0
 0  0 481536 231347584 2976480 268004400    0    0     0   284 11092 13071  1  0 99  0  0
 0  0 481536 231351440 2976480 268004400    0    0     0   100 10050 19660  1  1 99  0  0
 1  0 481536 231304352 2976480 268004400    0    0     0   100 9418 17216  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 231299840 2976480 268004352    0    0     0   100 11881 29716  1  1 99  0  0
 2  0 481536 231318224 2976480 268004368    0    0     0   216 8562 11153  1  0 99  0  0
 6  0 481536 231295648 2976480 268004384    0    0     0   220 6181 9642  0  0 99  0  0
 0  0 481536 231319664 2976480 268004368    0    0     0    52 6442 8193  0  0 99  0  0
 4  0 481536 231311872 2976480 268004384    0    0     0    92 9421 19013  1  1 99  0  0
 0  0 481536 231313472 2976480 268004368    0    0     0    88 8743 10409  1  0 99  0  0
 0  0 481536 231322368 2976480 268004368    0    0     0   100 8701 12329  1  0 99  0  0
 2  0 481536 231318656 2976480 268004368    0    0     0   516 10766 30624  1  1 99  0  0
 2  0 481536 231318000 2976480 268004384    0    0     0   100 10444 17080  1  1 99  0  0
 2  0 481536 231316400 2976480 268004384    0    0     0   100 9788 18941  1  1 99  0  0
 0  0 481536 231353824 2976480 268004384    0    0     0   100 8873 11888  1  0 99  0  0
 2  0 481536 231358976 2976480 268004400    0    0     0    92 7661 10621  0  0 99  0  0
 3  0 481536 231375584 2976480 268004400    0    0     0   188 5420 7297  0  0 99  0  0
 2  0 481536 231338384 2976480 268004384    0    0     0    96 8433 10208  1  0 99  0  0
 2  0 481536 231352640 2976480 268004400    0    0     0    92 8482 10777  1  0 99  0  0
 0  0 481536 231377472 2976480 268004384    0    0     0    88 11008 19391  1  1 99  0  0
 1  0 481536 231382208 2976480 268004384    0    0     0   100 8865 11580  1  0 99  0  0
 0  0 481536 231375264 2976480 268004400    0    0     0   100 12649 35858  1  1 98  0  0
 0  0 481536 231395296 2976480 268004400    0    0     0   440 8966 11357  1  0 99  0  0
 0  0 481536 231414800 2976480 268004400    0    0     0   100 9331 12196  1  0 99  0  0
 4  0 481536 231405184 2976480 268004400    0    0     0    92 6679 9002  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 231403968 2976480 268004416    0    0     0    80 9222 18631  1  0 99  0  0
 4  0 481536 231429440 2976480 268004416    0    0     0    72 8153 29682  1  1 99  0  0
 0  0 481536 231442720 2976480 268004416    0    0     0   244 9241 12421  1  0 99  0  0
 1  0 481536 231457248 2976480 268004416    0    0     0    92 8030 9627  0  0 99  0  0
 0  0 481536 231439600 2976480 268004416    0    0     0    88 9152 11759  1  0 99  0  0
 1  0 481536 231427616 2976480 268004400    0    0     0   100 9857 18916  1  1 99  0  0
 1  0 481536 231373696 2976480 268004400    0    0     0   100 9602 12392  1  0 99  0  0
13  0 481536 231387584 2976480 268004416    0    0     0   312 8299 11670  1  0 99  0  0
 0  0 481536 231365504 2976480 268004416    0    0     0   112 7519 10565  0  0 99  0  0
 1  0 481536 231367056 2976480 268004416    0    0     0   104 8208 10670  1  0 99  0  0
 3  0 481536 231352368 2976480 268004432    0    0     0    76 7066 11118  0  0 99  0  0
 0  0 481536 231378208 2976480 268004416    0    0     0    64 8434 15468  0  0 99  0  0
 0  0 481536 231349920 2976480 268004320    0    0     0   248 10483 14600  1  0 99  0  0
 3  0 481536 231355856 2976480 268004320    0    0     0   128 10589 33425  1  1 99  0  0
