procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 228901392 2976480 268407584    0    0     0   104 21765 9643  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 228887888 2976480 268397520    0    0     0   152 9882 12891  1  0 98  0  0
 2  0 481536 228899488 2976480 268384976    0    0     0   100 15933 12651  1  0 98  0  0
 1  0 481536 228864096 2976480 268395152    0    0     0   100 15591 11308  1  0 98  0  0
 2  0 481536 228873536 2976480 268403504    0    0     0   244 16602 19778  1  1 98  0  0
 1  0 481536 229179648 2976480 268120272    0    0     0   140 14317 11187  1  1 98  0  0
 1  0 481536 229141680 2976480 268163008    0    0     0   100 23900 12354  1  1 98  0  0
 3  0 481536 229096384 2976480 268199040    0    0     0    92 19100 12272  1  1 98  0  0
 5  0 481536 229058048 2976480 268236352    0    0     0    64 19521 9505  1  1 99  0  0
22  0 481536 229039376 2976480 268285104    0    0     0   212 20312 9332  1  1 98  0  0
 6  0 481536 229004736 2976480 268315536    0    0     0    88 26523 64813  2  1 97  0  0
 2  0 481536 228896480 2976480 268358880    0    0     0   128 23937 12148  1  1 98  0  0
 2  0 481536 228841312 2976480 268411680    0    0     0   104 21133 11624  1  1 98  0  0
 1  0 481536 228838480 2976480 268407616    0    0     0   100 14143 14367  1  0 98  0  0
 2  0 481536 228871616 2976480 268384944    0    0     0   264 14586 12120  1  0 98  0  0
 4  0 481536 228872576 2976480 268393296    0    0     0   100 15001 12381  1  0 98  0  0
 7  0 481536 228883616 2976480 268401360    0    0     0   132 16875 19029  1  1 98  0  0
13  0 481536 229185952 2976480 268114720    0    0     0    84 14013 11407  1  1 98  0  0
 5  0 481536 229135616 2976480 268150176    0    0     0    60 17339 7451  1  1 99  0  0
 2  0 481536 229069216 2976480 268187472    0    0     0    68 22233 11412  1  1 98  0  0
 1  0 481536 229071072 2976480 268236224    0    0     0   332 22766 10469  1  1 98  0  0
 2  0 481536 229029840 2976480 268276640    0    0     0   100 20749 20146  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 228957472 2976480 268309728    0    0     0   572 24992 13674  1  1 98  0  0
 1  0 481536 228879088 2976480 268369120    0    0     0   104 21649 12716  1  1 98  0  0
 1  0 481536 228858880 2976480 268388832    0    0     0   100 22214 11644  1  1 98  0  0
 1  0 481536 228889056 2976480 268407472    0    0     0   100 18908 37281  1  1 98  0  0
 2  0 481536 228893584 2976480 268382912    0    0     0    92 12033 9897  1  0 99  0  0
 6  0 481536 228887744 2976480 268391104    0    0     0   124 18421 41220  2  1 98  0  0
 3  0 481536 228878080 2976480 268399296    0    0     0   380 13131 8787  1  0 99  0  0
 4  0 481536 228865344 2976480 268407488    0    0     0    68 14356 11107  1  0 98  0  0
 1  0 481536 229135504 2976480 268138288    0    0     0    88 18539 11381  1  1 98  0  0
 1  0 481536 229086416 2976480 268187216    0    0     0   100 23975 12675  1  1 98  0  0
 2  0 481536 229033376 2976480 268229040    0    0     0   128 19978 11431  1  1 98  0  0
 1  0 481536 228973888 2976480 268260800    0    0     0   248 25628 19916  1  1 98  0  0
 2  0 481536 228931200 2976480 268320160    0    0     0    92 20578 11827  1  1 98  0  0
 2  0 481536 228873360 2976480 268339904    0    0     0    88 21131 10634  1  1 98  0  0
 2  0 481536 228824336 2976480 268382992    0    0     0   100 24175 11277  1  1 98  0  0
 3  0 481536 228828384 2976480 268407504    0    0     0    84 15656 12467  1  1 98  0  0
 3  0 481536 228953312 2976480 268362448    0    0     0   284 9197 16471  1  1 98  0  0
 4  0 481536 229665248 2976480 268034160    0    0     0    80 10395 10271  1  1 98  0  0
 3  0 481536 230672160 2976480 268029744    0    0     0    88 16763 35547  2  2 97  0  0
 0  0 481536 231405152 2976480 268003072    0    0     0   292 15781 13298  1  1 98  0  0
 2  0 481536 231377216 2976480 268003072    0    0     0   216 9362 12697  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 231389696 2976480 268003088    0    0     0   132 7778 10350  0  0 99  0  0
 2  0 481536 231388032 2976480 268003088    0    0     0    88 11656 40663  1  1 98  0  0
 0  0 481536 231374016 2976480 268003088    0    0     0   100 9288 11892  1  0 99  0  0
 2  0 481536 231364144 2976480 268003104    0    0     0   144 8822 12337  1  0 99  0  0
 5  0 481536 231384400 2976480 268003104    0    0     0   240 8490 10354  1  0 99  0  0
 2  0 481536 231387328 2976480 268003088    0    0     0    72 6708 8922  0  0 99  0  0
 1  0 481536 231376016 2976480 268003072    0    0     0   108 7780 10084  0  0 99  0  0
 0  0 481536 231344880 2976480 268003088    0    0     0   100 11043 20208  1  1 99  0  0
 0  0 481536 231353328 2976480 268003088    0    0     0   100 8510 11061  1  0 99  0  0
 3  0 481536 231379264 2976480 268003088    0    0     0   392 7596 10552  0  0 99  0  0
 0  0 481536 231405904 2976480 268003088    0    0     0    88 8406 10929  1  0 99  0  0
 0  0 481536 231371584 2976480 268003088    0    0     0   128 9406 12339  1  0 99  0  0
 2  0 481536 231401280 2976480 268003088    0    0     0   100 11625 41637  1  1 98  0  0
 5  0 481536 231337248 2976480 268003104    0    0     0    92 8975 11849  1  0 99  0  0
 4  0 481536 231371488 2976480 268003104    0    0     0   224 6473 9290  0  0 99  0  0
 1  0 481536 231380352 2976480 268003104    0    0     0    68 7195 8924  0  0 99  0  0
 1  0 481536 231367984 2976480 268003104    0    0     0   124 8500 10513  1  0 99  0  0
 1  0 481536 231356464 2976480 268003104    0    0     0   100 9079 12481  1  0 99  0  0
 2  0 481536 231354160 2976480 268003104    0    0     0    92 11022 37621  1  1 99  0  0
 1  0 481536 231346160 2976480 268003120    0    0     0   300 11280 15396  1  1 99  0  0
 1  0 481536 231335952 2976480 268003120    0    0     0   100 8558 10553  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 231367280 2976480 268003120    0    0     0   124 9555 13193  1  0 99  0  0
 1  0 481536 231359760 2976480 268003120    0    0     0   100 9397 11550  1  0 99  0  0
 5  0 481536 231374976 2976480 268003136    0    0     0    92 8319 9616  0  0 99  0  0
 9  0 481536 231404352 2976480 268003136    0    0     0   196 8249 18768  1  0 99  0  0
 2  0 481536 231424944 2976480 268003136    0    0     0    64 7018 8138  0  0 99  0  0
 3  0 481536 231388560 2976480 268003136    0    0     0    92 9148 11862  1  0 99  0  0
 1  0 481536 231375200 2976480 268003136    0    0     0   120 11178 33825  1  1 99  0  0
 2  0 481536 231370272 2976480 268003136    0    0     0   100 9245 12396  1  0 99  0  0
 2  0 481536 231375904 2976480 268003136    0    0     0   272 9160 18070  1  0 99  0  0
 1  0 481536 231377088 2976480 268003136    0    0     0   100 8788 12455  1  0 99  0  0
 0  0 481536 231384192 2976480 268003136    0    0     0   100 10136 12558  1  0 99  0  0
 1  0 481536 231394272 2976480 268003152    0    0     0   120 9714 13172  1  0 99  0  0
 0  0 481536 231404880 2976480 268003152    0    0     0    88 7593 9580  0  0 99  0  0
11  0 481536 231396400 2976480 268003168    0    0     0   212 6411 8995  0  0 99  0  0
 4  0 481536 231377568 2976480 268003168    0    0     0    56 9545 31877  1  1 99  0  0
 1  0 481536 231342496 2976480 268003152    0    0     0   232 10805 19806  1  1 99  0  0
 0  0 481536 231313856 2976480 268003136    0    0     0   384 9668 13186  1  0 99  0  0
 1  0 481536 231301664 2976480 268003168    0    0     0   560 13518 21879  1  1 99  0  0
 1  0 481536 231296928 2976480 268003168    0    0     0   588 11592 18333  1  0 99  0  0
 1  0 481536 231331584 2976480 268003152    0    0     0   500 12096 18826  1  0 99  0  0
 0  0 481536 231295040 2976480 268003168    0    0     0   340 10645 20864  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 481536 231293440 2976480 268003168    0    0     0    92 11175 35228  1  1 99  0  0
 4  0 481536 231312832 2976480 268003184    0    0     0   300 7695 10118  1  0 99  0  0
 3  0 481536 231338304 2976480 268003184    0    0     0   400 5245 6632  0  0 100  0  0
 1  0 481536 231322848 2976480 268003184    0    0     0   300 9861 12538  1  0 99  0  0
 2  0 481536 231197568 2976480 268003184    0    0     0   316 21441 21022  7  1 92  0  0
 3  0 481536 230886912 2976480 268017408    0    0     0   284 13180 13692  1  1 98  0  0
 2  0 481536 230513824 2976480 268019552    0    0     0   144 12102 14566  1  1 98  0  0
 3  0 481536 230134464 2976480 268029792    0    0     0   100 11733 12373  1  1 98  0  0
 2  0 481536 229810816 2976480 268040032    0    0     0   144 11952 11641  1  1 98  0  0
 2  0 481536 229679808 2976480 268050288    0    0     0   100 11695 13457  1  1 98  0  0
12  0 481536 229365888 2976480 268056336    0    0     0   284 11418 29536  1  1 98  0  0
 5  0 481536 229240864 2976480 268062592    0    0     0    92 16247 19659  1  1 98  0  0
 2  0 481536 229229024 2976480 268092880    0    0     0    64 17083 8762  1  1 99  0  0
 3  0 481536 229189248 2976480 268111456    0    0     0   100 17017 13751  1  1 98  0  0
 3  0 481536 229223360 2976480 268068640    0    0     0   100 15717 11810  1  1 98  0  0
 2  0 481536 229203808 2976480 268111488    0    0     0   396 25371 35827  1  1 98  0  0
 1  0 481536 229240368 2976480 268107360    0    0     0   136 13091 20651  1  1 98  0  0
 2  0 481536 229230048 2976480 268082384    0    0     0   100 16276 12240  1  1 98  0  0
 1  0 481536 229213968 2976480 268111456    0    0     0   100 20615 11814  1  1 98  0  0
 2  0 481536 229218432 2976480 268111424    0    0     0    92 11361 11649  1  0 98  0  0
 3  0 481536 229238336 2976480 268087008    0    0     0   224 18013 10111  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
23  0 481536 229221712 2976480 268111456    0    0     0    92 15269 18343  1  1 98  0  0
 1  0 481536 229289296 2976480 268063088    0    0     0    64 13083 10686  1  0 98  0  0
 2  0 481536 229221056 2976480 268098976    0    0     0   100 19363 12400  1  1 98  0  0
 1  0 481536 229214960 2976480 268111504    0    0     0   100 15178 13181  1  1 98  0  0
 2  0 481536 229238000 2976480 268068656    0    0     0   252 15655 12648  1  1 98  0  0
 1  0 481536 229218400 2976480 268111472    0    0     0   204 23155 11491  1  1 98  0  0
 2  0 481536 229273536 2976480 268097392    0    0     0   140 13713 32419  1  1 98  0  0
 5  0 481536 229710608 2976480 268034096    0    0     0    92 10896 22351  1  1 98  0  0
 2  0 481536 230633200 2976480 268019792    0    0     0    80 10720 12409  1  1 98  0  0
 5  0 481536 230566272 2976480 268019600    0    0     0   240 16052 33548  1  1 98  0  0
 4  0 481536 230152640 2976480 268029840    0    0     0    72 10451 10199  1  1 98  0  0
 2  0 481536 230188960 2976480 268029824    0    0     0   132 11085 11032  0  1 98  0  0
 3  0 481536 229768352 2976480 268040080    0    0     0   100 13988 20274  1  1 98  0  0
 2  0 481536 229593776 2976480 268056464    0    0     0   100 10696 11193  1  1 98  0  0
 5  0 481536 229284992 2976480 268058480    0    0     0   392 11752 11199  1  1 98  0  0
 6  0 481536 229222832 2976480 268068768    0    0     0    92 18993 12675  1  1 98  0  0
 2  0 481536 229205600 2976480 268101280    0    0     0    88 15633 9920  1  1 98  0  0
 2  0 481536 229181312 2976480 268127808    0    0     0   136 23533 18117  1  1 98  0  0
 3  0 481536 229140928 2976480 268170720    0    0     0    92 22956 12603  1  1 98  0  0
 2  0 481536 229163520 2976480 268162544    0    0     0   240 10362 12206  1  0 99  0  0
 2  0 481536 229154208 2976480 268170736    0    0     0    72 14290 8371  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 481536 229196224 2976480 268103392    0    0     0    76 18608 12869  1  1 98  0  0
 3  0 481536 229157696 2976480 268146240    0    0     0   152 24849 11802  1  1 98  0  0
 7  0 481536 229128896 2976480 268170768    0    0     0   100 21386 25012  2  1 97  0  0
 3  0 481536 229150864 2976480 268166656    0    0     0   252 18848 54456  2  1 97  0  0
 2  0 481536 229251568 2976480 268084832    0    0     0   216 15815 11340  1  1 98  0  0
 2  0 481536 229196512 2976480 268121824    0    0     0   100 23222 11701  1  1 98  0  0
 5  0 481536 229174000 2976480 268171136    0    0     0   100 22099 12455  1  1 98  0  0
 5  0 481536 229159952 2976480 268162688    0    0     0   120 12665 12950  1  0 98  0  0
 3  0 481536 229148160 2976480 268170720    0    0     0   200 15465 17354  1  1 98  0  0
 2  0 481536 229223024 2976480 268103488    0    0     0    68 17744 9326  1  1 99  0  0
 1  0 481536 229176928 2976480 268146384    0    0     0    88 24601 12260  1  1 98  0  0
 3  0 481536 229087776 2976480 268170752    0    0     0   100 18909 12559  1  1 98  0  0
 2  0 481536 229093808 2976480 268166640    0    0     0   120 13103 12989  1  0 98  0  0
 2  0 481536 229192512 2976480 268078992    0    0     0   220 15112 13291  1  1 98  0  0
 3  0 481536 229196016 2976480 268122080    0    0     0   172 25680 17133  1  1 98  0  0
 1  0 481536 229162656 2976480 268165792    0    0     0   100 20242 12598  1  1 98  0  0
 2  0 481536 229188800 2976480 268162704    0    0     0   268 14977 14071  1  1 98  0  0
 3  0 481536 229164064 2976480 268170752    0    0     0   120 14601 10289  1  0 98  0  0
 2  0 481536 229215136 2976480 268097392    0    0     0   212 20328 32784  1  1 98  0  0
 4  0 481536 229161120 2976480 268156816    0    0     0    80 21642 17370  1  1 98  0  0
 4  0 481536 229134352 2976480 268170784    0    0     0    88 21488 34686  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 481536 229214928 2976480 268150304    0    0     0    92 9284 12404  1  1 98  0  0
 1  0 481536 229690352 2976480 268034112    0    0     0   124 12600 11463  1  1 98  0  0
 2  0 481536 230668224 2976480 268019776    0    0     0   124 12263 12589  1  1 98  0  0
 1  0 481536 230594272 2976480 268019776    0    0     0   312 11659 12063  1  1 98  0  0
 1  0 481536 230221104 2976480 268030016    0    0     0   100 14560 20932  1  1 98  0  0
 1  0 481536 229863360 2976480 268040256    0    0     0   100 9961 11625  1  1 98  0  0
 4  0 481536 229861856 2976480 268040256    0    0     0    84 8494 11639  0  1 98  0  0
 3  0 481536 229587552 2976480 268056640    0    0     0   128 8514 9086  1  1 98  0  0
 3  0 481536 229320688 2976480 268060720    0    0     0   296 13495 9939  1  1 98  0  0
 4  0 481536 229288752 2976480 268075040    0    0     0    80 18550 10047  1  1 98  0  0
 2  0 481536 229250624 2976480 268083232    0    0     0    88 17148 19200  1  1 98  0  0
 1  0 481536 229204864 2976480 268113760    0    0     0   100 19222 11527  1  1 98  0  0
 2  0 481536 229139504 2976480 268156640    0    0     0   140 26196 35474  1  1 98  0  0
 1  0 481536 229091296 2976480 268200576    0    0     0   424 23036 16746  1  1 98  0  0
 2  0 481536 229060576 2976480 268230064    0    0     0   100 21451 12652  1  1 98  0  0
 2  0 481536 229035440 2976480 268217760    0    0     0   100 12482 19481  1  1 98  0  0
 5  0 481536 229021728 2976480 268225952    0    0     0    84 16877 33051  1  1 98  0  0
 5  0 481536 229150848 2976480 268090416    0    0     0    92 12726 10037  1  0 99  0  0
 3  0 481536 229113376 2976480 268132256    0    0     0   224 21549 8924  1  1 99  0  0
 1  0 481536 229101408 2976480 268184736    0    0     0    88 22521 13508  1  1 98  0  0
 3  0 481536 229045600 2976480 268211664    0    0     0   100 21306 12251  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 229016064 2976480 268230080    0    0     0   100 16779 19789  1  1 98  0  0
 1  0 481536 229029360 2976480 268221856    0    0     0   100 14513 12855  1  0 98  0  0
 3  0 481536 229031088 2976480 268230048    0    0     0   404 16222 11686  1  0 98  0  0
 1  0 481536 229094144 2976480 268113824    0    0     0   100 22614 16993  1  1 98  0  0
 3  0 481536 229069568 2976480 268157120    0    0     0    92 23196 11794  1  1 98  0  0
 4  0 481536 229049504 2976480 268193056    0    0     0    72 18053 9230  1  1 98  0  0
13  0 481536 229022400 2976480 268230128    0    0     0    60 24032 39326  1  1 98  0  0
 3  0 481536 229006832 2976480 268217808    0    0     0   260 10300 10982  1  0 98  0  0
 1  0 481536 229008160 2976480 268226000    0    0     0   100 15750 12867  1  0 98  0  0
 1  0 481536 229144928 2976480 268089392    0    0     0   100 15531 12163  1  1 98  0  0
 1  0 481536 229104512 2976480 268132272    0    0     0   100 23087 12647  1  1 98  0  0
 3  0 481536 229111360 2976480 268184688    0    0     0   100 21777 18727  1  1 98  0  0
 1  0 481536 229034976 2976480 268211680    0    0     0   360 25317 36246  1  1 98  0  0
 2  0 481536 229044528 2976480 268230144    0    0     0   100 16255 13657  1  1 98  0  0
 7  0 481536 229058032 2976480 268221936    0    0     0    76 11645 11074  1  0 99  0  0
 2  0 481536 229059040 2976480 268230112    0    0     0    56 12968 7380  1  0 99  0  0
 5  0 481536 229182560 2976480 268113856    0    0     0    80 17488 10754  1  1 98  0  0
 1  0 481536 229103920 2976480 268157088    0    0     0   268 23674 17376  1  1 98  0  0
 1  0 481536 229034512 2976480 268193264    0    0     0   100 20942 14786  1  1 98  0  0
 1  0 481536 228954464 2976480 268230128    0    0     0   100 22690 11974  1  1 98  0  0
 2  0 481536 228961104 2976480 268217808    0    0     0   100 12355 14286  1  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 228985616 2976480 268226000    0    0     0   100 17914 34494  1  1 98  0  0
 4  0 481536 229095552 2976480 268089520    0    0     0   304 15733 12821  1  1 98  0  0
 2  0 481536 229069840 2976480 268132432    0    0     0   116 23843 16837  1  1 98  0  0
 2  0 481536 229044832 2976480 268178784    0    0     0    72 18713 10932  1  1 98  0  0
 2  0 481536 229047312 2976480 268211712    0    0     0    68 22576 11849  1  1 98  0  0
 3  0 481536 229070880 2976480 268230128    0    0     0    80 16519 12714  1  1 98  0  0
 1  0 481536 229100480 2976480 268203504    0    0     0   252 9683 10923  1  1 98  0  0
 1  0 481536 229983952 2976480 268034176    0    0     0   132 13575 20635  1  1 98  0  0
 2  0 481536 230927824 2976480 268019808    0    0     0   300 15603 34456  1  1 98  0  0
 2  0 481536 230518272 2976480 268019792    0    0     0   100 12614 12838  1  1 98  0  0
14  0 481536 230142192 2976480 268030064    0    0     0    92 12750 12583  1  1 98  0  0
 1  0 481536 229787792 2976480 268040304    0    0     0    88 13389 11442  0  1 98  0  0
 2  0 481536 229737840 2976480 268046368    0    0     0   152 10001 11293  1  1 98  0  0
 3  0 481536 229403984 2976480 268056704    0    0     0   148 10698 17993  1  1 98  0  0
 4  0 481536 229238720 2976480 268068864    0    0     0   256 18071 9195  1  1 98  0  0
 5  0 481536 229216464 2976480 268079200    0    0     0    80 21769 32925  1  1 98  0  0
 2  0 481536 229155840 2976480 268089440    0    0     0    88 15888 12145  1  0 98  0  0
 1  0 481536 229141120 2976480 268093584    0    0     0   100 14988 11952  1  1 98  0  0
 2  0 481536 229155936 2976480 268126624    0    0     0   152 18962 12755  1  1 98  0  0
 7  0 481536 229097696 2976480 268167344    0    0     0   408 23242 19301  1  1 98  0  0
 1  0 481536 229052096 2976480 268197568    0    0     0    88 20567 12809  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 229011312 2976480 268240480    0    0     0   284 25205 12949  1  1 98  0  0
 2  0 481536 229018080 2976480 268285952    0    0     0    92 19312 11809  1  1 98  0  0
 7  0 481536 229019744 2976480 268289472    0    0     0    80 12458 11406  1  0 99  0  0
 3  0 481536 229006272 2976480 268277152    0    0     0   108 14916 17266  1  1 98  0  0
 2  0 481536 229021056 2976480 268285344    0    0     0    76 18079 34108  1  1 98  0  0
 2  0 481536 229169056 2976480 268099744    0    0     0   344 14627 12253  1  1 98  0  0
 1  0 481536 229134016 2976480 268142976    0    0     0   100 23738 12524  1  1 98  0  0
 3  0 481536 229107104 2976480 268179136    0    0     0    92 18592 11426  1  1 98  0  0
 2  0 481536 229072288 2976480 268216512    0    0     0    88 26486 15618  1  1 98  0  0
 3  0 481536 228999520 2976480 268265008    0    0     0   132 26918 44010  1  1 97  0  0
 1  0 481536 228974512 2976480 268289488    0    0     0   392 18376 12864  1  1 98  0  0
 3  0 481536 229011408 2976480 268273088    0    0     0    92 12938 12872  1  0 98  0  0
 4  0 481536 229008688 2976480 268281280    0    0     0    72 14495 9563  1  0 98  0  0
 2  0 481536 229019712 2976480 268289472    0    0     0    68 13518 10835  1  0 98  0  0
 2  0 481536 229189264 2976480 268118224    0    0     0   124 19275 11025  1  1 98  0  0
 1  0 481536 229118752 2976480 268177184    0    0     0   448 23572 19718  1  1 98  0  0
 2  0 481536 229087888 2976480 268197568    0    0     0    92 21005 12354  1  1 98  0  0
 2  0 481536 229053120 2976480 268240896    0    0     0    88 24196 12099  1  1 98  0  0
 2  0 481536 229023936 2976480 268284672    0    0     0   100 19997 11898  1  1 98  0  0
 2  0 481536 229042464 2976480 268289504    0    0     0   100 14476 13677  1  0 98  0  0
 1  0 481536 229064720 2976480 268277152    0    0     0   268 16160 19690  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 229039136 2976480 268285376    0    0     0    92 18219 33292  1  1 98  0  0
 5  0 481536 229202048 2976480 268099824    0    0     0    72 13829 10543  1  1 98  0  0
 4  0 481536 229192080 2976480 268142720    0    0     0    68 23196 10271  1  1 98  0  0
 2  0 481536 229142064 2976480 268179232    0    0     0   316 22861 36370  1  1 98  0  0
 2  0 481536 229081696 2976480 268216416    0    0     0   148 22349 9856  1  1 98  0  0
 1  0 481536 229067056 2976480 268265088    0    0     0    88 24574 20465  1  1 98  0  0
 2  0 481536 229078656 2976480 268289568    0    0     0   100 18825 12297  1  1 98  0  0
 1  0 481536 229077792 2976480 268273152    0    0     0   100 12007 13466  1  0 98  0  0
 1  0 481536 229049616 2976480 268281344    0    0     0   352 15421 12089  1  0 98  0  0
 2  0 481536 229068832 2976480 268289552    0    0     0   132 14971 12110  1  0 98  0  0
 1  0 481536 229205728 2976480 268118272    0    0     0    80 17472 9891  1  1 98  0  0
 4  0 481536 229187184 2976480 268177264    0    0     0    80 20981 16912  1  1 98  0  0
 2  0 481536 229179360 2976480 268197696    0    0     0    80 19944 10929  1  1 98  0  0
 3  0 481536 229145536 2976480 268240976    0    0     0   228 22503 10298  1  1 98  0  0
 1  0 481536 229138672 2976480 268284752    0    0     0   256 19383 11924  1  1 98  0  0
 1  0 481536 229100960 2976480 268289600    0    0     0   128 14751 15563  1  1 98  0  0
 2  0 481536 229093040 2976480 268277280    0    0     0   100 16316 18601  1  1 98  0  0
 2  0 481536 229042576 2976480 268285472    0    0     0   100 20589 37508  2  1 97  0  0
 1  0 481536 229196864 2976480 268100032    0    0     0   236 17607 34618  1  1 98  0  0
 2  0 481536 229176544 2976480 268143136    0    0     0    92 23656 11980  1  1 98  0  0
 3  0 481536 229117088 2976480 268183792    0    0     0   112 17576 9967  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 481536 229076032 2976480 268222240    0    0     0    72 21622 10828  1  1 99  0  0
 3  0 481536 228988960 2976480 268265136    0    0     0    68 25289 10848  2  1 97  0  0
 2  0 481536 228914464 2976480 268289616    0    0     0   232 19016 20690  1  1 98  0  0
 1  0 481536 228965840 2976480 268257072    0    0     0   136 10690 12732  1  1 98  0  0
 2  0 481536 229555520 2976480 268035088    0    0     0   132 16686 13184  1  1 98  0  0
 1  0 481536 230536864 2976480 268030352    0    0     0  2312 15054 12706  1  1 98  0  0
 2  0 481536 230546144 2976480 268020032    0    0     0   236 12510 12509  1  1 98  0  0
 3  0 481536 230404480 2976480 268030272    0    0     0   104 13054 21786  1  1 98  0  0
 2  0 481536 230143024 2976480 268030272    0    0     0    92 10398 12160  1  1 98  0  0
 5  0 481536 229788384 2976480 268040528    0    0     0   136 11254 11603  1  1 98  0  0
 3  0 481536 229631808 2976480 268056832    0    0     0   276 10676 11275  1  1 98  0  0
31  0 481536 229252032 2976480 268056912    0    0     0   316 10658 12890  1  1 98  0  0
 1  0 481536 229148592 2976480 268077312    0    0     0    88 32753 36201  1  1 98  0  0
 6  0 481536 229170752 2976480 268087584    0    0     0   352 24524 41683  3  1 96  0  0
 2  0 481536 229168896 2976480 268095824    0    0     0   148 16859 12335  2  0 98  0  0
 1  0 481536 229180096 2976480 268104016    0    0     0   100 15877 12290  1  0 98  0  0
 2  0 481536 229165696 2976480 268136608    0    0     0   100 19112 11887  1  1 98  0  0
 1  0 481536 229153040 2976480 268179584    0    0     0   188 26357 13928  1  1 98  0  0
 4  0 481536 229072128 2976480 268222176    0    0     0   284 17388 8875  1  1 99  0  0
 5  0 481536 229025024 2976480 268259104    0    0     0    60 24206 19061  1  1 98  0  0
 2  0 481536 229003360 2976480 268302000    0    0     0   104 21367 10169  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 481536 228941600 2976480 268338560    0    0     0    88 18897 11140  1  1 98  0  0
 1  0 481536 228921056 2976480 268350960    0    0     0   100 15650 14318  1  0 98  0  0
 1  0 481536 228971024 2976480 268330576    0    0     0   584 18692 18419  1  1 98  0  0
 3  0 481536 228987488 2976480 268338768    0    0     0   228 15599 12685  1  0 98  0  0
 2  0 481536 228954576 2976480 268346960    0    0     0   132 18561 17517  2  1 97  0  0
 1  0 481536 229158976 2976480 268139584    0    0     0   100 15889 11303  1  1 98  0  0
 2  0 481536 229086816 2976480 268161248    0    0     0    92 23348 34691  1  1 98  0  0
 2  0 481536 229061616 2976480 268204528    0    0     0   256 22456 10465  1  1 98  0  0
 5  0 481536 228985952 2976480 268249824    0    0     0    72 18380 10384  1  1 98  0  0
11  0 481536 228933712 2976480 268283728    0    0     0   100 25442 38434  1  1 98  0  0
 1  0 481536 228939616 2976480 268326624    0    0     0    88 25914 14405  2  1 97  0  0
 1  0 481536 228905856 2976480 268351104    0    0     0   100 17993 13190  1  1 98  0  0
18  0 481536 228940896 2976480 268328624    0    0     0   684 14191 16170  1  0 98  0  0
 2  0 481536 228895072 2976480 268336816    0    0     0   184 15855 13667  1  0 98  0  0
 2  0 481536 228906768 2976480 268345024    0    0     0    92 14276 11057  1  0 98  0  0
 1  0 481536 229132288 2976480 268107296    0    0     0   124 14979 18113  1  1 98  0  0
 3  0 481536 229093392 2976480 268155616    0    0     0    92 20725 11781  1  1 98  0  0
 1  0 481536 229055104 2976480 268185840    0    0     0    96 19867 11177  1  1 98  0  0
 6  0 481536 229025136 2976480 268228800    0    0     0   284 24559 10254  2  1 98  0  0
