timestamp,total_mb,used_mb,free_mb,available_mb,buff_cache_mb,used_pct
2026-01-27_15:00:03.311,515635,26569,220967,483821,268098,5.15
2026-01-27_15:00:04.355,515635,26551,220967,483821,268115,5.14
2026-01-27_15:00:05.402,515635,26545,220957,483810,268133,5.14
2026-01-27_15:00:06.455,515635,26547,220937,483790,268150,5.14
2026-01-27_15:00:07.504,515635,26493,220986,483839,268155,5.13
2026-01-27_15:00:08.555,515635,26473,221006,483859,268155,5.13
2026-01-27_15:00:09.606,515635,26458,221021,483874,268155,5.13
2026-01-27_15:00:10.658,515635,26452,221027,483880,268155,5.12
2026-01-27_15:00:11.703,515635,26405,221074,483927,268155,5.12
2026-01-27_15:00:12.753,515635,26415,221088,483941,268131,5.12
2026-01-27_15:00:13.804,515635,26129,221509,484362,267996,5.06
2026-01-27_15:00:14.857,515635,25181,222471,485324,267982,4.88
2026-01-27_15:00:15.907,515635,25199,222454,485307,267982,4.88
2026-01-27_15:00:16.957,515635,25569,222073,484926,267992,4.95
2026-01-27_15:00:18.005,515635,25621,222021,484874,267992,4.96
2026-01-27_15:00:19.054,515635,25980,221652,484505,268002,5.03
2026-01-27_15:00:20.107,515635,26223,221393,484246,268018,5.08
2026-01-27_15:00:21.157,515635,26506,221105,483958,268024,5.14
2026-01-27_15:00:22.204,515635,26554,221037,483890,268043,5.14
2026-01-27_15:00:23.252,515635,26550,221024,483877,268060,5.14
2026-01-27_15:00:24.301,515635,26543,221025,483878,268066,5.14
2026-01-27_15:00:25.347,515635,26593,220960,483813,268081,5.15
2026-01-27_15:00:26.398,515635,26591,220945,483798,268098,5.15
2026-01-27_15:00:27.450,515635,26588,220931,483784,268115,5.15
2026-01-27_15:00:28.500,515635,26586,220916,483769,268132,5.15
2026-01-27_15:00:29.546,515635,26579,220902,483755,268153,5.15
2026-01-27_15:00:30.598,515635,26569,220895,483748,268170,5.15
2026-01-27_15:00:31.641,515635,26606,220856,483709,268172,5.15
2026-01-27_15:00:32.687,515635,26615,220847,483700,268172,5.16
2026-01-27_15:00:33.734,515635,26601,220860,483714,268172,5.15
2026-01-27_15:00:34.785,515635,26616,220846,483699,268172,5.16
2026-01-27_15:00:35.832,515635,26635,220827,483680,268172,5.16
2026-01-27_15:00:36.879,515635,26642,220826,483679,268166,5.16
2026-01-27_15:00:37.930,515635,26629,220834,483688,268170,5.16
2026-01-27_15:00:38.981,515635,26635,220918,483772,268081,5.16
2026-01-27_15:00:40.027,515635,26620,220916,483769,268098,5.16
2026-01-27_15:00:41.075,515635,26618,220900,483753,268115,5.16
2026-01-27_15:00:42.125,515635,26599,220902,483756,268132,5.15
2026-01-27_15:00:43.177,515635,26593,220888,483741,268153,5.15
2026-01-27_15:00:44.225,515635,26596,220868,483721,268170,5.15
2026-01-27_15:00:45.273,515635,26561,220901,483754,268172,5.15
2026-01-27_15:00:46.323,515635,26520,220942,483795,268172,5.14
2026-01-27_15:00:47.372,515635,26498,220964,483817,268172,5.13
2026-01-27_15:00:48.420,515635,26475,220987,483840,268172,5.13
2026-01-27_15:00:49.469,515635,26490,220972,483825,268172,5.13
2026-01-27_15:00:50.519,515635,26540,220930,483783,268164,5.14
2026-01-27_15:00:51.569,515635,26477,220986,483840,268170,5.13
2026-01-27_15:00:52.620,515635,26499,221053,483907,268081,5.13
2026-01-27_15:00:53.667,515635,26499,221037,483890,268098,5.13
2026-01-27_15:00:54.715,515635,26474,221045,483898,268115,5.13
2026-01-27_15:00:55.761,515635,26505,220997,483850,268132,5.14
2026-01-27_15:00:56.813,515635,26479,221005,483859,268149,5.13
2026-01-27_15:00:57.862,515635,26462,221001,483855,268171,5.13
2026-01-27_15:00:58.913,515635,26491,220970,483823,268172,5.13
2026-01-27_15:00:59.966,515635,26468,220994,483847,268172,5.13
2026-01-27_15:01:01.016,515635,26465,220997,483850,268172,5.13
2026-01-27_15:01:02.066,515635,26484,220977,483830,268172,5.13
2026-01-27_15:01:03.119,515635,26497,220964,483817,268172,5.13
2026-01-27_15:01:04.169,515635,26489,220981,483834,268164,5.13
2026-01-27_15:01:05.218,515635,26504,220960,483813,268170,5.14
2026-01-27_15:01:06.268,515635,26516,221038,483892,268080,5.14
2026-01-27_15:01:07.318,515635,26542,220995,483849,268097,5.14
2026-01-27_15:01:08.365,515635,26486,221033,483886,268116,5.13
2026-01-27_15:01:09.412,515635,26498,221003,483856,268133,5.13
2026-01-27_15:01:10.461,515635,26471,221013,483867,268150,5.13
2026-01-27_15:01:11.510,515635,26522,220945,483799,268167,5.14
2026-01-27_15:01:12.555,515635,26528,220933,483787,268172,5.14
2026-01-27_15:01:13.603,515635,26527,220934,483788,268172,5.14
2026-01-27_15:01:14.650,515635,26561,220901,483754,268172,5.15
2026-01-27_15:01:15.701,515635,26585,220877,483730,268172,5.15
2026-01-27_15:01:16.750,515635,26566,220896,483749,268172,5.15
2026-01-27_15:01:17.801,515635,26561,220908,483762,268164,5.15
2026-01-27_15:01:18.852,515635,26548,220915,483768,268170,5.14
2026-01-27_15:01:19.903,515635,26548,221010,483864,268076,5.14
2026-01-27_15:01:20.950,515635,26542,220995,483848,268097,5.14
2026-01-27_15:01:22.002,515635,26570,220948,483801,268116,5.15
2026-01-27_15:01:23.049,515635,26582,220920,483773,268133,5.15
2026-01-27_15:01:24.097,515635,26582,220903,483756,268150,5.15
2026-01-27_15:01:25.145,515635,26601,220866,483719,268167,5.15
2026-01-27_15:01:26.195,515635,26599,220862,483716,268173,5.15
2026-01-27_15:01:27.248,515635,26558,220903,483757,268173,5.15
2026-01-27_15:01:28.293,515635,26579,220883,483736,268173,5.15
2026-01-27_15:01:29.344,515635,26563,220898,483752,268173,5.15
2026-01-27_15:01:30.390,515635,26545,220916,483770,268173,5.14
2026-01-27_15:01:31.442,515635,26528,220941,483795,268165,5.14
2026-01-27_15:01:32.492,515635,26484,220980,483833,268171,5.13
2026-01-27_15:01:33.542,515635,26484,221074,483928,268075,5.13
2026-01-27_15:01:34.592,515635,26493,221044,483897,268097,5.13
2026-01-27_15:01:35.644,515635,26505,221014,483867,268115,5.14
2026-01-27_15:01:36.690,515635,26507,220994,483848,268132,5.14
2026-01-27_15:01:37.737,515635,26498,220986,483840,268150,5.13
2026-01-27_15:01:38.785,515635,26496,220971,483825,268167,5.13
2026-01-27_15:01:39.838,515635,26487,220975,483828,268173,5.13
2026-01-27_15:01:40.888,515635,26500,220961,483815,268173,5.13
2026-01-27_15:01:41.939,515635,26500,220962,483815,268173,5.13
2026-01-27_15:01:42.989,515635,26474,220988,483841,268173,5.13
2026-01-27_15:01:44.041,515635,26503,220959,483812,268173,5.13
2026-01-27_15:01:45.088,515635,26472,220998,483851,268164,5.13
2026-01-27_15:01:46.138,515635,26457,221006,483860,268170,5.13
2026-01-27_15:01:47.189,515635,26482,221072,483925,268080,5.13
2026-01-27_15:01:48.239,515635,26486,221050,483904,268098,5.13
2026-01-27_15:01:49.285,515635,26527,220992,483845,268115,5.14
2026-01-27_15:01:50.333,515635,26510,220991,483845,268132,5.14
2026-01-27_15:01:51.384,515635,26580,220904,483758,268150,5.15
2026-01-27_15:01:52.429,515635,26550,220917,483771,268167,5.14
2026-01-27_15:01:53.478,515635,26547,220914,483768,268173,5.14
2026-01-27_15:01:54.530,515635,26551,220911,483764,268173,5.14
2026-01-27_15:01:55.580,515635,26536,220925,483779,268173,5.14
2026-01-27_15:01:56.629,515635,26541,220920,483774,268173,5.14
2026-01-27_15:01:57.679,515635,26523,220938,483792,268173,5.14
2026-01-27_15:01:58.729,515635,26477,220992,483846,268165,5.13
2026-01-27_15:01:59.779,515635,26488,220975,483829,268171,5.13
2026-01-27_15:02:00.824,515635,26499,221060,483913,268075,5.13
2026-01-27_15:02:01.876,515635,26487,221050,483903,268097,5.13
2026-01-27_15:02:02.928,515635,26545,220975,483829,268114,5.14
2026-01-27_15:02:03.978,515635,26518,220984,483837,268133,5.14
2026-01-27_15:02:05.027,515635,26536,220948,483802,268150,5.14
2026-01-27_15:02:06.077,515635,26527,220940,483793,268167,5.14
2026-01-27_15:02:07.124,515635,26523,220938,483792,268173,5.14
2026-01-27_15:02:08.171,515635,26553,220908,483762,268173,5.14
2026-01-27_15:02:09.217,515635,26523,220938,483792,268173,5.14
2026-01-27_15:02:10.265,515635,26562,220900,483753,268173,5.15
2026-01-27_15:02:11.317,515635,26539,220923,483776,268173,5.14
2026-01-27_15:02:12.371,515635,26525,220944,483798,268165,5.14
2026-01-27_15:02:13.422,515635,26522,220942,483795,268171,5.14
2026-01-27_15:02:14.473,515635,26489,221069,483923,268076,5.13
2026-01-27_15:02:15.526,515635,26529,221012,483866,268093,5.14
2026-01-27_15:02:16.572,515635,26515,221004,483858,268114,5.14
2026-01-27_15:02:17.617,515635,26567,220934,483788,268132,5.15
2026-01-27_15:02:18.666,515635,26546,220939,483792,268150,5.14
2026-01-27_15:02:19.715,515635,26535,220932,483785,268167,5.14
2026-01-27_15:02:20.764,515635,26563,220898,483751,268173,5.15
2026-01-27_15:02:21.813,515635,26552,220909,483762,268173,5.14
2026-01-27_15:02:22.865,515635,26523,220938,483792,268173,5.14
2026-01-27_15:02:23.914,515635,26520,220942,483795,268173,5.14
2026-01-27_15:02:24.966,515635,26580,220881,483735,268173,5.15
2026-01-27_15:02:26.012,515635,26578,220892,483746,268164,5.15
2026-01-27_15:02:27.063,515635,26571,220892,483746,268171,5.15
2026-01-27_15:02:28.114,515635,26564,220995,483848,268076,5.15
2026-01-27_15:02:29.166,515635,26580,220961,483815,268093,5.15
2026-01-27_15:02:30.217,515635,26559,220961,483815,268114,5.15
2026-01-27_15:02:31.267,515635,26580,220921,483775,268132,5.15
2026-01-27_15:02:32.311,515635,26598,220887,483740,268150,5.15
2026-01-27_15:02:33.354,515635,26567,220900,483754,268167,5.15
2026-01-27_15:02:34.406,515635,26546,220915,483768,268173,5.14
2026-01-27_15:02:35.457,515635,26542,220919,483773,268173,5.14
2026-01-27_15:02:36.507,515635,26557,220904,483758,268173,5.15
2026-01-27_15:02:37.559,515635,26590,220871,483724,268173,5.15
2026-01-27_15:02:38.609,515635,26562,220900,483753,268173,5.15
2026-01-27_15:02:39.660,515635,26521,220966,483819,268147,5.14
2026-01-27_15:02:40.708,515635,26165,221473,484326,267997,5.07
2026-01-27_15:02:41.754,515635,25169,222483,485337,267982,4.88
2026-01-27_15:02:42.805,515635,25220,222431,485285,267982,4.89
2026-01-27_15:02:43.852,515635,25579,222063,484917,267992,4.96
2026-01-27_15:02:44.902,515635,25564,222072,484925,267998,4.95
2026-01-27_15:02:45.951,515635,25895,221737,484590,268002,5.02
2026-01-27_15:02:47.004,515635,26124,221492,484345,268018,5.06
2026-01-27_15:02:48.056,515635,26399,221209,484063,268026,5.11
2026-01-27_15:02:49.106,515635,26455,221131,483985,268048,5.13
2026-01-27_15:02:50.152,515635,26467,221101,483955,268066,5.13
2026-01-27_15:02:51.204,515635,26460,221104,483958,268070,5.13
2026-01-27_15:02:52.255,515635,26491,221062,483915,268081,5.13
2026-01-27_15:02:53.306,515635,26446,221089,483943,268099,5.12
2026-01-27_15:02:54.351,515635,26461,221057,483910,268116,5.13
2026-01-27_15:02:55.403,515635,26471,221030,483883,268133,5.13
2026-01-27_15:02:56.453,515635,26476,221008,483861,268150,5.13
2026-01-27_15:02:57.504,515635,26489,220974,483827,268171,5.13
2026-01-27_15:02:58.551,515635,26491,220953,483807,268190,5.13
2026-01-27_15:02:59.597,515635,26489,220955,483809,268190,5.13
2026-01-27_15:03:00.645,515635,26492,220952,483805,268190,5.13
2026-01-27_15:03:01.692,515635,26501,220943,483796,268190,5.13
2026-01-27_15:03:02.743,515635,26471,220973,483826,268190,5.13
2026-01-27_15:03:03.795,515635,26481,220963,483816,268190,5.13
2026-01-27_15:03:04.846,515635,26488,220965,483818,268182,5.13
2026-01-27_15:03:05.895,515635,26460,220988,483841,268186,5.13
2026-01-27_15:03:06.946,515635,26449,221103,483957,268082,5.12
2026-01-27_15:03:07.992,515635,26455,221080,483934,268099,5.13
2026-01-27_15:03:09.035,515635,26499,221019,483872,268116,5.13
2026-01-27_15:03:10.085,515635,26527,220974,483827,268133,5.14
2026-01-27_15:03:11.137,515635,26511,220973,483826,268150,5.14
2026-01-27_15:03:12.189,515635,26540,220919,483773,268175,5.14
2026-01-27_15:03:13.242,515635,26532,220914,483767,268188,5.14
2026-01-27_15:03:14.287,515635,26497,220947,483801,268190,5.13
2026-01-27_15:03:15.338,515635,26528,220915,483769,268190,5.14
2026-01-27_15:03:16.387,515635,26515,220929,483782,268190,5.14
2026-01-27_15:03:17.438,515635,26502,220942,483796,268190,5.13
2026-01-27_15:03:18.490,515635,26501,220943,483797,268190,5.13
2026-01-27_15:03:19.541,515635,26494,220957,483811,268182,5.13
2026-01-27_15:03:20.590,515635,26481,220966,483820,268186,5.13
2026-01-27_15:03:21.642,515635,26488,221064,483917,268082,5.13
2026-01-27_15:03:22.686,515635,26500,221035,483888,268099,5.13
2026-01-27_15:03:23.735,515635,26506,221012,483866,268116,5.14
2026-01-27_15:03:24.786,515635,26496,221005,483859,268133,5.13
2026-01-27_15:03:25.838,515635,26482,220997,483851,268154,5.13
2026-01-27_15:03:26.890,515635,26415,221047,483901,268172,5.12
2026-01-27_15:03:27.943,515635,26457,220987,483841,268190,5.13
2026-01-27_15:03:28.991,515635,26448,220996,483849,268190,5.12
2026-01-27_15:03:30.041,515635,26482,220962,483816,268190,5.13
2026-01-27_15:03:31.087,515635,26466,220978,483831,268190,5.13
2026-01-27_15:03:32.138,515635,26482,220961,483815,268190,5.13
2026-01-27_15:03:33.185,515635,26485,220959,483813,268190,5.13
2026-01-27_15:03:34.238,515635,26476,220976,483830,268182,5.13
2026-01-27_15:03:35.286,515635,26453,220995,483849,268186,5.13
2026-01-27_15:03:36.335,515635,26481,221070,483924,268082,5.13
2026-01-27_15:03:37.379,515635,26502,221033,483887,268099,5.13
2026-01-27_15:03:38.424,515635,26524,220993,483847,268116,5.14
2026-01-27_15:03:39.478,515635,26559,220942,483795,268133,5.15
2026-01-27_15:03:40.528,515635,26548,220929,483783,268157,5.14
2026-01-27_15:03:41.578,515635,26523,220940,483793,268171,5.14
2026-01-27_15:03:42.628,515635,26481,220963,483817,268190,5.13
2026-01-27_15:03:43.674,515635,26464,220980,483834,268190,5.13
2026-01-27_15:03:44.725,515635,26490,220953,483807,268190,5.13
2026-01-27_15:03:45.775,515635,26500,220944,483797,268190,5.13
2026-01-27_15:03:46.822,515635,26554,220889,483743,268190,5.14
2026-01-27_15:03:47.868,515635,26536,220908,483761,268190,5.14
2026-01-27_15:03:48.920,515635,26556,220897,483750,268182,5.15
2026-01-27_15:03:49.969,515635,26535,220913,483767,268186,5.14
2026-01-27_15:03:51.019,515635,26522,221034,483887,268078,5.14
2026-01-27_15:03:52.069,515635,26498,221037,483891,268099,5.13
2026-01-27_15:03:53.117,515635,26519,220998,483852,268116,5.14
2026-01-27_15:03:54.166,515635,26503,220998,483852,268133,5.13
2026-01-27_15:03:55.212,515635,26523,220960,483814,268150,5.14
2026-01-27_15:03:56.264,515635,26496,220971,483824,268167,5.13
2026-01-27_15:03:57.314,515635,26492,220954,483808,268188,5.13
2026-01-27_15:03:58.365,515635,26476,220968,483821,268190,5.13
2026-01-27_15:03:59.416,515635,26483,220961,483815,268190,5.13
2026-01-27_15:04:00.468,515635,26453,220991,483845,268190,5.13
2026-01-27_15:04:01.520,515635,26482,220962,483815,268190,5.13
2026-01-27_15:04:02.572,515635,26523,220921,483774,268190,5.14
2026-01-27_15:04:03.623,515635,26509,220943,483797,268182,5.14
2026-01-27_15:04:04.674,515635,26484,220964,483817,268186,5.13
2026-01-27_15:04:05.722,515635,26492,221063,483917,268078,5.13
2026-01-27_15:04:06.772,515635,26500,221035,483889,268099,5.13
2026-01-27_15:04:07.819,515635,26492,221027,483880,268116,5.13
2026-01-27_15:04:08.865,515635,26544,220957,483810,268133,5.14
2026-01-27_15:04:09.915,515635,26529,220955,483809,268150,5.14
2026-01-27_15:04:10.964,515635,26540,220927,483780,268167,5.14
2026-01-27_15:04:12.015,515635,26504,220941,483795,268188,5.14
2026-01-27_15:04:13.068,515635,26475,220969,483823,268190,5.13
2026-01-27_15:04:14.119,515635,26472,220972,483825,268190,5.13
2026-01-27_15:04:15.166,515635,26511,220933,483787,268190,5.14
2026-01-27_15:04:16.218,515635,26487,220957,483810,268190,5.13
2026-01-27_15:04:17.271,515635,26503,220941,483795,268190,5.13
2026-01-27_15:04:18.323,515635,26491,220963,483816,268180,5.13
2026-01-27_15:04:19.369,515635,26509,220939,483793,268186,5.14
2026-01-27_15:04:20.421,515635,26489,221066,483920,268078,5.13
2026-01-27_15:04:21.471,515635,26486,221051,483904,268097,5.13
2026-01-27_15:04:22.518,515635,26488,221030,483884,268116,5.13
2026-01-27_15:04:23.564,515635,26481,221020,483873,268133,5.13
2026-01-27_15:04:24.612,515635,26515,220969,483823,268150,5.14
2026-01-27_15:04:25.662,515635,26527,220940,483793,268167,5.14
2026-01-27_15:04:26.714,515635,26493,220952,483806,268188,5.13
2026-01-27_15:04:27.759,515635,26454,220990,483844,268190,5.13
2026-01-27_15:04:28.809,515635,26450,220994,483847,268190,5.12
2026-01-27_15:04:29.859,515635,26459,220985,483839,268190,5.13
2026-01-27_15:04:30.908,515635,26470,220973,483827,268190,5.13
2026-01-27_15:04:31.958,515635,26464,220980,483834,268190,5.13
2026-01-27_15:04:33.004,515635,26514,220939,483793,268180,5.14
2026-01-27_15:04:34.053,515635,26549,220899,483753,268186,5.14
2026-01-27_15:04:35.102,515635,26551,221004,483858,268078,5.14
2026-01-27_15:04:36.152,515635,26510,221027,483880,268097,5.14
2026-01-27_15:04:37.199,515635,26502,221017,483870,268116,5.13
2026-01-27_15:04:38.244,515635,26505,220996,483849,268133,5.14
2026-01-27_15:04:39.290,515635,26547,220937,483791,268150,5.14
2026-01-27_15:04:40.340,515635,26568,220898,483752,268167,5.15
2026-01-27_15:04:41.392,515635,26532,220917,483771,268184,5.14
2026-01-27_15:04:42.441,515635,26564,220880,483733,268190,5.15
2026-01-27_15:04:43.488,515635,26566,220878,483731,268190,5.15
2026-01-27_15:04:44.536,515635,26552,220892,483745,268190,5.14
2026-01-27_15:04:45.585,515635,26543,220900,483754,268190,5.14
2026-01-27_15:04:46.636,515635,26569,220875,483729,268190,5.15
2026-01-27_15:04:47.688,515635,26535,220919,483772,268180,5.14
2026-01-27_15:04:48.738,515635,26536,220912,483765,268186,5.14
2026-01-27_15:04:49.784,515635,26504,221056,483910,268074,5.14
2026-01-27_15:04:50.835,515635,26517,221024,483877,268093,5.14
2026-01-27_15:04:51.880,515635,26517,221002,483856,268115,5.14
2026-01-27_15:04:52.930,515635,26522,220981,483834,268132,5.14
2026-01-27_15:04:53.979,515635,26509,220975,483829,268150,5.14
2026-01-27_15:04:55.025,515635,26491,220976,483830,268167,5.13
2026-01-27_15:04:56.073,515635,26464,220985,483839,268184,5.13
2026-01-27_15:04:57.118,515635,26455,220988,483842,268190,5.13
2026-01-27_15:04:58.170,515635,26449,220994,483848,268190,5.12
2026-01-27_15:04:59.221,515635,26463,220981,483834,268190,5.13
2026-01-27_15:05:00.269,515635,26481,220963,483816,268190,5.13
2026-01-27_15:05:01.318,515635,26442,221002,483856,268190,5.12
2026-01-27_15:05:02.371,515635,26438,221016,483869,268180,5.12
2026-01-27_15:05:03.421,515635,26444,221004,483857,268186,5.12
2026-01-27_15:05:04.470,515635,26443,221117,483971,268074,5.12
2026-01-27_15:05:05.521,515635,26446,221095,483948,268093,5.12
2026-01-27_15:05:06.572,515635,26485,221039,483893,268110,5.13
2026-01-27_15:05:07.623,515635,26481,221021,483875,268131,5.13
2026-01-27_15:05:08.670,515635,26522,220962,483815,268150,5.14
2026-01-27_15:05:09.714,515635,26469,220998,483851,268167,5.13
2026-01-27_15:05:10.762,515635,26490,220959,483813,268184,5.13
2026-01-27_15:05:11.810,515635,26491,220953,483806,268190,5.13
2026-01-27_15:05:12.861,515635,26490,220954,483808,268190,5.13
2026-01-27_15:05:13.909,515635,26500,220944,483798,268190,5.13
2026-01-27_15:05:14.960,515635,26522,220922,483776,268190,5.14
2026-01-27_15:05:16.007,515635,26546,220898,483751,268190,5.14
2026-01-27_15:05:17.058,515635,26509,220955,483808,268170,5.14
2026-01-27_15:05:18.109,515635,26201,221398,484252,268035,5.08
2026-01-27_15:05:19.158,515635,25877,221764,484618,267992,5.01
2026-01-27_15:05:20.210,515635,24878,222774,485627,267982,4.82
2026-01-27_15:05:21.261,515635,25254,222398,485251,267982,4.89
2026-01-27_15:05:22.312,515635,25568,222074,484927,267992,4.95
2026-01-27_15:05:23.362,515635,25921,221711,484565,268002,5.02
2026-01-27_15:05:24.409,515635,25951,221671,484524,268012,5.03
2026-01-27_15:05:25.462,515635,26306,221316,484169,268012,5.10
2026-01-27_15:05:26.515,515635,26465,221136,483990,268032,5.13
2026-01-27_15:05:27.567,515635,26516,221059,483913,268058,5.14
2026-01-27_15:05:28.618,515635,26560,221004,483858,268070,5.15
2026-01-27_15:05:29.669,515635,26536,221021,483875,268076,5.14
2026-01-27_15:05:30.718,515635,26516,221031,483884,268088,5.14
2026-01-27_15:05:31.763,515635,26523,221006,483860,268105,5.14
2026-01-27_15:05:32.810,515635,26552,220960,483814,268122,5.14
2026-01-27_15:05:33.860,515635,26557,220938,483792,268139,5.15
2026-01-27_15:05:34.909,515635,26553,220920,483774,268160,5.14
2026-01-27_15:05:35.959,515635,26549,220907,483761,268177,5.14
2026-01-27_15:05:37.005,515635,26571,220867,483721,268196,5.15
2026-01-27_15:05:38.055,515635,26595,220832,483686,268208,5.15
2026-01-27_15:05:39.108,515635,26586,220841,483694,268208,5.15
2026-01-27_15:05:40.157,515635,26584,220842,483696,268208,5.15
2026-01-27_15:05:41.204,515635,26598,220828,483682,268208,5.15
2026-01-27_15:05:42.258,515635,26570,220857,483710,268208,5.15
2026-01-27_15:05:43.311,515635,26605,220821,483675,268208,5.15
2026-01-27_15:05:44.362,515635,26601,220833,483687,268200,5.15
2026-01-27_15:05:45.411,515635,26613,220817,483671,268204,5.16
2026-01-27_15:05:46.462,515635,26640,220905,483759,268088,5.16
2026-01-27_15:05:47.512,515635,26650,220879,483733,268105,5.16
2026-01-27_15:05:48.560,515635,26631,220877,483731,268126,5.16
2026-01-27_15:05:49.611,515635,26668,220822,483676,268143,5.17
2026-01-27_15:05:50.661,515635,26645,220827,483681,268162,5.16
2026-01-27_15:05:51.708,515635,26631,220824,483678,268179,5.16
2026-01-27_15:05:52.756,515635,26628,220810,483664,268196,5.16
2026-01-27_15:05:53.805,515635,26663,220764,483617,268208,5.17
2026-01-27_15:05:54.854,515635,26616,220811,483664,268208,5.16
2026-01-27_15:05:55.904,515635,26579,220847,483701,268208,5.15
2026-01-27_15:05:56.953,515635,26585,220841,483695,268208,5.15
2026-01-27_15:05:58.004,515635,26582,220845,483698,268208,5.15
2026-01-27_15:05:59.057,515635,26528,220898,483752,268208,5.14
2026-01-27_15:06:00.108,515635,26534,220901,483755,268199,5.14
2026-01-27_15:06:01.160,515635,26534,220895,483749,268205,5.14
2026-01-27_15:06:02.208,515635,26521,221021,483874,268092,5.14
2026-01-27_15:06:03.253,515635,26514,221009,483863,268110,5.14
2026-01-27_15:06:04.297,515635,26502,221005,483858,268127,5.13
2026-01-27_15:06:05.340,515635,26516,220973,483827,268145,5.14
2026-01-27_15:06:06.391,515635,26530,220942,483795,268162,5.14
2026-01-27_15:06:07.444,515635,26586,220868,483722,268179,5.15
2026-01-27_15:06:08.496,515635,26576,220858,483712,268200,5.15
2026-01-27_15:06:09.546,515635,26557,220870,483723,268208,5.15
2026-01-27_15:06:10.596,515635,26556,220870,483724,268208,5.15
2026-01-27_15:06:11.647,515635,26537,220889,483743,268208,5.14
2026-01-27_15:06:12.695,515635,26566,220861,483714,268208,5.15
2026-01-27_15:06:13.744,515635,26567,220859,483713,268208,5.15
2026-01-27_15:06:14.793,515635,26539,220899,483753,268196,5.14
2026-01-27_15:06:15.847,515635,26543,220892,483746,268200,5.14
2026-01-27_15:06:16.897,515635,26573,220855,483709,268206,5.15
2026-01-27_15:06:17.946,515635,26574,220967,483820,268094,5.15
2026-01-27_15:06:18.991,515635,26628,220895,483749,268111,5.16
2026-01-27_15:06:20.037,515635,26645,220861,483715,268128,5.16
2026-01-27_15:06:21.084,515635,26662,220827,483681,268145,5.17
2026-01-27_15:06:22.132,515635,26679,220793,483647,268162,5.17
2026-01-27_15:06:23.183,515635,26626,220825,483678,268183,5.16
2026-01-27_15:06:24.235,515635,26595,220837,483691,268201,5.15
2026-01-27_15:06:25.284,515635,26579,220847,483701,268208,5.15
2026-01-27_15:06:26.331,515635,26599,220827,483681,268208,5.15
2026-01-27_15:06:27.382,515635,26636,220790,483644,268208,5.16
2026-01-27_15:06:28.434,515635,26613,220813,483667,268208,5.16
2026-01-27_15:06:29.482,515635,26589,220837,483691,268208,5.15
2026-01-27_15:06:30.534,515635,26571,220867,483721,268196,5.15
2026-01-27_15:06:31.585,515635,26543,220890,483743,268202,5.14
2026-01-27_15:06:32.635,515635,26514,220914,483768,268206,5.14
2026-01-27_15:06:33.686,515635,26500,221040,483894,268094,5.13
2026-01-27_15:06:34.735,515635,26529,220994,483848,268111,5.14
2026-01-27_15:06:35.786,515635,26526,220980,483834,268128,5.14
2026-01-27_15:06:36.835,515635,26541,220944,483798,268149,5.14
2026-01-27_15:06:37.884,515635,26526,220940,483794,268168,5.14
2026-01-27_15:06:38.932,515635,26554,220896,483749,268185,5.14
2026-01-27_15:06:39.981,515635,26562,220870,483724,268202,5.15
2026-01-27_15:06:41.027,515635,26598,220828,483682,268208,5.15
2026-01-27_15:06:42.077,515635,26603,220824,483677,268208,5.15
2026-01-27_15:06:43.128,515635,26592,220834,483688,268208,5.15
2026-01-27_15:06:44.179,515635,26565,220861,483715,268208,5.15
2026-01-27_15:06:45.230,515635,26549,220878,483732,268208,5.14
2026-01-27_15:06:46.276,515635,26556,220883,483736,268196,5.15
2026-01-27_15:06:47.326,515635,26535,220898,483752,268201,5.14
2026-01-27_15:06:48.374,515635,26552,220876,483730,268206,5.14
2026-01-27_15:06:49.427,515635,26584,220956,483810,268094,5.15
2026-01-27_15:06:50.476,515635,26582,220937,483791,268115,5.15
2026-01-27_15:06:51.525,515635,26551,220951,483805,268132,5.14
2026-01-27_15:06:52.574,515635,26532,220951,483805,268150,5.14
2026-01-27_15:06:53.615,515635,26571,220895,483749,268167,5.15
2026-01-27_15:06:54.662,515635,26597,220852,483706,268185,5.15
2026-01-27_15:06:55.711,515635,26549,220883,483737,268202,5.14
2026-01-27_15:06:56.760,515635,26561,220865,483719,268208,5.15
2026-01-27_15:06:57.813,515635,26570,220856,483710,268208,5.15
2026-01-27_15:06:58.864,515635,26602,220824,483678,268208,5.15
2026-01-27_15:06:59.911,515635,26576,220851,483704,268208,5.15
2026-01-27_15:07:00.960,515635,26569,220858,483711,268208,5.15
2026-01-27_15:07:02.008,515635,26536,220901,483755,268197,5.14
2026-01-27_15:07:03.058,515635,26518,220914,483768,268202,5.14
2026-01-27_15:07:04.109,515635,26528,220898,483752,268208,5.14
2026-01-27_15:07:05.158,515635,26536,220999,483853,268099,5.14
2026-01-27_15:07:06.203,515635,26560,220958,483812,268116,5.15
2026-01-27_15:07:07.251,515635,26524,220976,483830,268133,5.14
2026-01-27_15:07:08.298,515635,26541,220942,483796,268150,5.14
2026-01-27_15:07:09.346,515635,26557,220909,483763,268168,5.15
2026-01-27_15:07:10.392,515635,26558,220888,483741,268188,5.15
2026-01-27_15:07:11.441,515635,26535,220893,483747,268206,5.14
2026-01-27_15:07:12.493,515635,26545,220881,483735,268208,5.14
