timestamp,total_mb,used_mb,free_mb,available_mb,buff_cache_mb,used_pct
2026-01-27_14:52:52.918,515635,26506,221025,483878,268103,5.14
2026-01-27_14:52:53.963,515635,26496,221035,483888,268103,5.13
2026-01-27_14:52:55.012,515635,26483,221048,483902,268103,5.13
2026-01-27_14:52:56.064,515635,26481,221050,483903,268103,5.13
2026-01-27_14:52:57.115,515635,26468,221067,483920,268099,5.13
2026-01-27_14:52:58.166,515635,26479,221103,483957,268052,5.13
2026-01-27_14:52:59.213,515635,26503,221062,483916,268069,5.13
2026-01-27_14:53:00.261,515635,26491,221058,483911,268086,5.13
2026-01-27_14:53:01.313,515635,26492,221039,483893,268103,5.13
2026-01-27_14:53:02.359,515635,26509,221022,483876,268103,5.14
2026-01-27_14:53:03.408,515635,26488,221042,483896,268103,5.13
2026-01-27_14:53:04.457,515635,26474,221057,483910,268103,5.13
2026-01-27_14:53:05.509,515635,26498,221032,483886,268103,5.13
2026-01-27_14:53:06.559,515635,26517,221014,483868,268103,5.14
2026-01-27_14:53:07.609,515635,26534,220996,483850,268103,5.14
2026-01-27_14:53:08.659,515635,26544,221032,483886,268058,5.14
2026-01-27_14:53:09.709,515635,26516,221039,483892,268079,5.14
2026-01-27_14:53:10.758,515635,26501,221036,483889,268097,5.13
2026-01-27_14:53:11.806,515635,26511,221020,483873,268103,5.14
2026-01-27_14:53:12.856,515635,26507,221024,483877,268103,5.14
2026-01-27_14:53:13.907,515635,26509,221022,483875,268103,5.14
2026-01-27_14:53:14.954,515635,26484,221047,483900,268103,5.13
2026-01-27_14:53:16.001,515635,26493,221038,483891,268103,5.13
2026-01-27_14:53:17.052,515635,26483,221051,483905,268099,5.13
2026-01-27_14:53:18.101,515635,26497,221085,483938,268052,5.13
2026-01-27_14:53:19.145,515635,26483,221082,483935,268069,5.13
2026-01-27_14:53:20.191,515635,26486,221062,483915,268086,5.13
2026-01-27_14:53:21.245,515635,26489,221042,483895,268103,5.13
2026-01-27_14:53:22.297,515635,26492,221039,483893,268103,5.13
2026-01-27_14:53:23.350,515635,26463,221067,483921,268103,5.13
2026-01-27_14:53:24.402,515635,26456,221075,483929,268103,5.13
2026-01-27_14:53:25.453,515635,26415,221116,483969,268103,5.12
2026-01-27_14:53:26.502,515635,26431,221100,483953,268103,5.12
2026-01-27_14:53:27.550,515635,26438,221092,483946,268103,5.12
2026-01-27_14:53:28.599,515635,26440,221132,483986,268062,5.12
2026-01-27_14:53:29.650,515635,26433,221122,483975,268079,5.12
2026-01-27_14:53:30.700,515635,26414,221123,483977,268097,5.12
2026-01-27_14:53:31.751,515635,26432,221099,483953,268103,5.12
2026-01-27_14:53:32.803,515635,26431,221100,483953,268103,5.12
2026-01-27_14:53:33.853,515635,26487,221044,483898,268103,5.13
2026-01-27_14:53:34.899,515635,26453,221078,483932,268103,5.13
2026-01-27_14:53:35.952,515635,26463,221068,483921,268103,5.13
2026-01-27_14:53:37.002,515635,26438,221096,483950,268099,5.12
2026-01-27_14:53:38.052,515635,26447,221135,483989,268052,5.12
2026-01-27_14:53:39.098,515635,26438,221127,483980,268069,5.12
2026-01-27_14:53:40.149,515635,26481,221066,483920,268086,5.13
2026-01-27_14:53:41.199,515635,26468,221062,483916,268103,5.13
2026-01-27_14:53:42.250,515635,26424,221107,483961,268103,5.12
2026-01-27_14:53:43.296,515635,26442,221089,483943,268103,5.12
2026-01-27_14:53:44.344,515635,26417,221114,483967,268103,5.12
2026-01-27_14:53:45.394,515635,26426,221105,483959,268103,5.12
2026-01-27_14:53:46.448,515635,26445,221086,483939,268103,5.12
2026-01-27_14:53:47.501,515635,26089,221460,484313,268085,5.05
2026-01-27_14:53:48.554,515635,25752,221890,484744,267992,4.99
2026-01-27_14:53:49.605,515635,24782,222869,485723,267982,4.80
2026-01-27_14:53:50.655,515635,25172,222479,485333,267982,4.88
2026-01-27_14:53:51.702,515635,25561,222081,484935,267992,4.95
2026-01-27_14:53:52.752,515635,25921,221711,484564,268002,5.02
2026-01-27_14:53:53.800,515635,25891,221741,484594,268002,5.02
2026-01-27_14:53:54.849,515635,26211,221405,484258,268018,5.08
2026-01-27_14:53:55.901,515635,26469,221137,483991,268028,5.13
2026-01-27_14:53:56.948,515635,26542,221045,483899,268046,5.14
2026-01-27_14:53:57.998,515635,26536,221048,483901,268050,5.14
2026-01-27_14:53:59.051,515635,26539,221022,483875,268073,5.14
2026-01-27_14:54:00.099,515635,26560,220984,483838,268090,5.15
2026-01-27_14:54:01.149,515635,26524,221001,483855,268109,5.14
2026-01-27_14:54:02.195,515635,26561,220952,483806,268121,5.15
2026-01-27_14:54:03.243,515635,26550,220963,483817,268121,5.14
2026-01-27_14:54:04.293,515635,26513,221000,483854,268121,5.14
2026-01-27_14:54:05.346,515635,26517,220996,483850,268121,5.14
2026-01-27_14:54:06.397,515635,26542,220971,483825,268121,5.14
2026-01-27_14:54:07.445,515635,26673,220840,483694,268121,5.17
2026-01-27_14:54:08.495,515635,26692,220827,483677,268115,5.17
2026-01-27_14:54:09.544,515635,26696,220874,483727,268064,5.17
2026-01-27_14:54:10.591,515635,26706,220850,483700,268077,5.17
2026-01-27_14:54:11.642,515635,26701,220838,483689,268095,5.17
2026-01-27_14:54:12.688,515635,26703,220814,483668,268117,5.17
2026-01-27_14:54:13.736,515635,26695,220818,483672,268121,5.17
2026-01-27_14:54:14.782,515635,26708,220806,483659,268121,5.17
2026-01-27_14:54:15.827,515635,26711,220802,483656,268121,5.18
2026-01-27_14:54:16.877,515635,26702,220811,483665,268121,5.17
2026-01-27_14:54:17.928,515635,26652,220861,483715,268121,5.16
2026-01-27_14:54:18.981,515635,26690,220828,483681,268116,5.17
2026-01-27_14:54:20.027,515635,26677,220899,483753,268057,5.17
2026-01-27_14:54:21.076,515635,26698,220861,483715,268075,5.17
2026-01-27_14:54:22.123,515635,26651,220891,483745,268092,5.16
2026-01-27_14:54:23.172,515635,26649,220876,483729,268109,5.16
2026-01-27_14:54:24.219,515635,26658,220856,483709,268121,5.16
2026-01-27_14:54:25.270,515635,26609,220904,483758,268121,5.16
2026-01-27_14:54:26.317,515635,26594,220920,483773,268121,5.15
2026-01-27_14:54:27.369,515635,26594,220919,483773,268121,5.15
2026-01-27_14:54:28.418,515635,26580,220933,483787,268121,5.15
2026-01-27_14:54:29.466,515635,26591,220928,483782,268115,5.15
2026-01-27_14:54:30.515,515635,26621,220893,483746,268120,5.16
2026-01-27_14:54:31.564,515635,26710,220856,483709,268068,5.18
2026-01-27_14:54:32.611,515635,26739,220810,483664,268085,5.18
2026-01-27_14:54:33.660,515635,26765,220766,483620,268103,5.19
2026-01-27_14:54:34.705,515635,26709,220805,483658,268120,5.17
2026-01-27_14:54:35.750,515635,26728,220786,483639,268121,5.18
2026-01-27_14:54:36.801,515635,26698,220815,483669,268121,5.17
2026-01-27_14:54:37.853,515635,26694,220820,483673,268121,5.17
2026-01-27_14:54:38.902,515635,26743,220771,483624,268121,5.18
2026-01-27_14:54:39.952,515635,26762,220752,483605,268121,5.19
2026-01-27_14:54:40.999,515635,26781,220735,483588,268119,5.19
2026-01-27_14:54:42.047,515635,26737,220839,483693,268058,5.18
2026-01-27_14:54:43.097,515635,26714,220845,483699,268075,5.18
2026-01-27_14:54:44.146,515635,26692,220846,483699,268096,5.17
2026-01-27_14:54:45.195,515635,26684,220837,483690,268114,5.17
2026-01-27_14:54:46.241,515635,26675,220839,483692,268121,5.17
2026-01-27_14:54:47.292,515635,26655,220858,483712,268121,5.16
2026-01-27_14:54:48.338,515635,26678,220835,483689,268121,5.17
2026-01-27_14:54:49.389,515635,26685,220828,483682,268121,5.17
2026-01-27_14:54:50.435,515635,26669,220844,483698,268121,5.17
2026-01-27_14:54:51.485,515635,26661,220857,483710,268117,5.17
2026-01-27_14:54:52.537,515635,26675,220909,483762,268051,5.17
2026-01-27_14:54:53.588,515635,26674,220890,483744,268069,5.17
2026-01-27_14:54:54.640,515635,26667,220881,483734,268086,5.17
2026-01-27_14:54:55.690,515635,26629,220898,483751,268107,5.16
2026-01-27_14:54:56.738,515635,26643,220870,483724,268121,5.16
2026-01-27_14:54:57.787,515635,26643,220870,483724,268121,5.16
2026-01-27_14:54:58.837,515635,26650,220863,483717,268121,5.16
2026-01-27_14:54:59.888,515635,26674,220840,483693,268121,5.17
2026-01-27_14:55:00.941,515635,26694,220820,483673,268121,5.17
2026-01-27_14:55:01.994,515635,26675,220839,483692,268121,5.17
2026-01-27_14:55:03.046,515635,26670,220845,483699,268119,5.17
2026-01-27_14:55:04.096,515635,26667,220904,483757,268064,5.17
2026-01-27_14:55:05.141,515635,26502,221051,483904,268081,5.13
2026-01-27_14:55:06.192,515635,26499,221037,483891,268098,5.13
2026-01-27_14:55:07.239,515635,26523,220992,483846,268119,5.14
2026-01-27_14:55:08.290,515635,26525,220988,483842,268121,5.14
2026-01-27_14:55:09.342,515635,26494,221019,483873,268121,5.13
2026-01-27_14:55:10.394,515635,26482,221031,483885,268121,5.13
2026-01-27_14:55:11.447,515635,26508,221007,483859,268119,5.14
2026-01-27_14:55:12.496,515635,26488,221025,483879,268121,5.13
2026-01-27_14:55:13.542,515635,26508,221009,483863,268117,5.14
2026-01-27_14:55:14.592,515635,26482,221094,483948,268058,5.13
2026-01-27_14:55:15.638,515635,26494,221065,483919,268075,5.13
2026-01-27_14:55:16.687,515635,26468,221074,483928,268092,5.13
2026-01-27_14:55:17.738,515635,26452,221073,483927,268109,5.12
2026-01-27_14:55:18.791,515635,26442,221071,483925,268121,5.12
2026-01-27_14:55:19.843,515635,26474,221040,483893,268121,5.13
2026-01-27_14:55:20.893,515635,26481,221032,483886,268121,5.13
2026-01-27_14:55:21.944,515635,26491,221023,483876,268121,5.13
2026-01-27_14:55:22.992,515635,26515,220998,483852,268121,5.14
2026-01-27_14:55:24.043,515635,26520,220999,483853,268115,5.14
2026-01-27_14:55:25.095,515635,26521,220993,483846,268121,5.14
2026-01-27_14:55:26.145,515635,26576,220989,483843,268069,5.15
2026-01-27_14:55:27.192,515635,26560,220987,483841,268086,5.15
2026-01-27_14:55:28.239,515635,26568,220962,483816,268103,5.15
2026-01-27_14:55:29.287,515635,26526,220987,483841,268121,5.14
2026-01-27_14:55:30.339,515635,26491,221022,483876,268121,5.13
2026-01-27_14:55:31.390,515635,26483,221030,483884,268121,5.13
2026-01-27_14:55:32.440,515635,26495,221018,483872,268121,5.13
2026-01-27_14:55:33.489,515635,26505,221008,483862,268121,5.14
2026-01-27_14:55:34.541,515635,26518,220995,483849,268121,5.14
2026-01-27_14:55:35.593,515635,26522,220994,483848,268119,5.14
2026-01-27_14:55:36.645,515635,26539,221032,483886,268062,5.14
2026-01-27_14:55:37.692,515635,26529,221025,483879,268081,5.14
2026-01-27_14:55:38.738,515635,26508,221028,483882,268098,5.14
2026-01-27_14:55:39.790,515635,26519,221000,483854,268115,5.14
2026-01-27_14:55:40.843,515635,26477,221037,483890,268121,5.13
2026-01-27_14:55:41.891,515635,26447,221066,483920,268121,5.12
2026-01-27_14:55:42.942,515635,26458,221055,483909,268121,5.13
2026-01-27_14:55:43.988,515635,26501,221012,483866,268121,5.13
2026-01-27_14:55:45.041,515635,26518,220995,483849,268121,5.14
2026-01-27_14:55:46.088,515635,26485,221048,483902,268101,5.13
2026-01-27_14:55:47.138,515635,26090,221547,484401,267997,5.05
2026-01-27_14:55:48.188,515635,25125,222527,485380,267982,4.87
2026-01-27_14:55:49.235,515635,25139,222512,485366,267982,4.87
2026-01-27_14:55:50.283,515635,25501,222141,484995,267992,4.94
2026-01-27_14:55:51.335,515635,25489,222153,485006,267992,4.94
2026-01-27_14:55:52.387,515635,25833,221798,484652,268002,5.00
2026-01-27_14:55:53.440,515635,25928,221693,484547,268012,5.02
2026-01-27_14:55:54.491,515635,26329,221291,484144,268014,5.10
2026-01-27_14:55:55.542,515635,26467,221132,483986,268034,5.13
2026-01-27_14:55:56.594,515635,26488,221095,483949,268050,5.13
2026-01-27_14:55:57.641,515635,26481,221097,483950,268056,5.13
2026-01-27_14:55:58.690,515635,26489,221070,483923,268075,5.13
2026-01-27_14:55:59.741,515635,26522,221020,483874,268092,5.14
2026-01-27_14:56:00.792,515635,26578,220947,483801,268109,5.15
2026-01-27_14:56:01.842,515635,26560,220943,483797,268131,5.15
2026-01-27_14:56:02.893,515635,26558,220937,483791,268138,5.15
2026-01-27_14:56:03.942,515635,26546,220950,483803,268138,5.14
2026-01-27_14:56:04.990,515635,26527,220969,483823,268138,5.14
2026-01-27_14:56:06.042,515635,26510,220986,483840,268138,5.14
2026-01-27_14:56:07.094,515635,26489,221007,483860,268138,5.13
2026-01-27_14:56:08.146,515635,26479,221023,483877,268132,5.13
2026-01-27_14:56:09.194,515635,26475,221023,483877,268136,5.13
2026-01-27_14:56:10.242,515635,26478,221086,483940,268070,5.13
2026-01-27_14:56:11.293,515635,26463,221084,483938,268087,5.13
2026-01-27_14:56:12.342,515635,26487,221043,483897,268104,5.13
2026-01-27_14:56:13.391,515635,26487,221022,483875,268125,5.13
2026-01-27_14:56:14.440,515635,26471,221024,483878,268138,5.13
2026-01-27_14:56:15.491,515635,26483,221013,483867,268138,5.13
2026-01-27_14:56:16.541,515635,26464,221032,483886,268138,5.13
2026-01-27_14:56:17.591,515635,26506,220990,483843,268138,5.14
2026-01-27_14:56:18.637,515635,26537,220959,483812,268138,5.14
2026-01-27_14:56:19.687,515635,26529,220967,483821,268138,5.14
2026-01-27_14:56:20.739,515635,26496,221004,483858,268134,5.13
2026-01-27_14:56:21.789,515635,26494,221076,483930,268064,5.13
2026-01-27_14:56:22.839,515635,26488,221065,483919,268081,5.13
2026-01-27_14:56:23.890,515635,26497,221039,483893,268098,5.13
2026-01-27_14:56:24.941,515635,26488,221029,483883,268117,5.13
2026-01-27_14:56:25.990,515635,26483,221015,483869,268137,5.13
2026-01-27_14:56:27.035,515635,26482,221014,483867,268138,5.13
2026-01-27_14:56:28.085,515635,26505,220991,483845,268138,5.14
2026-01-27_14:56:29.134,515635,26467,221029,483883,268138,5.13
2026-01-27_14:56:30.186,515635,26486,221010,483864,268138,5.13
2026-01-27_14:56:31.239,515635,26471,221025,483879,268138,5.13
2026-01-27_14:56:32.290,515635,26473,221027,483881,268134,5.13
2026-01-27_14:56:33.340,515635,26466,221111,483965,268057,5.13
2026-01-27_14:56:34.388,515635,26458,221100,483954,268076,5.13
2026-01-27_14:56:35.434,515635,26491,221047,483901,268097,5.13
2026-01-27_14:56:36.485,515635,26478,221041,483895,268115,5.13
2026-01-27_14:56:37.533,515635,26468,221033,483887,268132,5.13
2026-01-27_14:56:38.579,515635,26480,221016,483870,268138,5.13
2026-01-27_14:56:39.630,515635,26458,221038,483891,268138,5.13
2026-01-27_14:56:40.682,515635,26422,221074,483928,268138,5.12
2026-01-27_14:56:41.733,515635,26437,221058,483912,268138,5.12
2026-01-27_14:56:42.781,515635,26454,221042,483896,268138,5.13
2026-01-27_14:56:43.831,515635,26469,221033,483887,268132,5.13
2026-01-27_14:56:44.881,515635,26455,221041,483894,268138,5.13
2026-01-27_14:56:45.931,515635,26468,221092,483946,268074,5.13
2026-01-27_14:56:46.982,515635,26452,221090,483944,268091,5.12
2026-01-27_14:56:48.030,515635,26430,221094,483948,268110,5.12
2026-01-27_14:56:49.078,515635,26409,221098,483952,268127,5.12
2026-01-27_14:56:50.129,515635,26452,221043,483897,268138,5.12
2026-01-27_14:56:51.176,515635,26408,221087,483941,268138,5.12
2026-01-27_14:56:52.226,515635,26414,221082,483936,268138,5.12
2026-01-27_14:56:53.279,515635,26413,221083,483937,268138,5.12
2026-01-27_14:56:54.331,515635,26418,221078,483931,268138,5.12
2026-01-27_14:56:55.384,515635,26449,221055,483909,268130,5.12
2026-01-27_14:56:56.436,515635,26470,221028,483882,268136,5.13
2026-01-27_14:56:57.488,515635,26470,221096,483950,268068,5.13
2026-01-27_14:56:58.539,515635,26466,221081,483935,268087,5.13
2026-01-27_14:56:59.583,515635,26430,221100,483954,268104,5.12
2026-01-27_14:57:00.633,515635,26480,221033,483887,268121,5.13
2026-01-27_14:57:01.684,515635,26484,221012,483866,268138,5.13
2026-01-27_14:57:02.736,515635,26502,220994,483848,268138,5.13
2026-01-27_14:57:03.788,515635,26497,220999,483853,268138,5.13
2026-01-27_14:57:04.839,515635,26464,221031,483885,268138,5.13
2026-01-27_14:57:05.889,515635,26496,221000,483854,268138,5.13
2026-01-27_14:57:06.940,515635,26471,221025,483878,268138,5.13
2026-01-27_14:57:07.989,515635,26494,221006,483860,268134,5.13
2026-01-27_14:57:09.035,515635,26454,221116,483970,268064,5.13
2026-01-27_14:57:10.084,515635,26415,221137,483991,268081,5.12
2026-01-27_14:57:11.131,515635,26443,221092,483946,268098,5.12
2026-01-27_14:57:12.180,515635,26402,221116,483970,268115,5.12
2026-01-27_14:57:13.231,515635,26438,221062,483916,268134,5.12
2026-01-27_14:57:14.281,515635,26444,221052,483906,268138,5.12
2026-01-27_14:57:15.334,515635,26472,221024,483878,268138,5.13
2026-01-27_14:57:16.387,515635,26501,220994,483848,268138,5.13
2026-01-27_14:57:17.434,515635,26480,221015,483869,268138,5.13
2026-01-27_14:57:18.486,515635,26497,220999,483852,268138,5.13
2026-01-27_14:57:19.539,515635,26480,221019,483873,268134,5.13
2026-01-27_14:57:20.590,515635,26475,221031,483886,268127,5.13
2026-01-27_14:57:21.641,515635,26481,221078,483932,268075,5.13
2026-01-27_14:57:22.691,515635,26501,221040,483894,268092,5.13
2026-01-27_14:57:23.736,515635,26521,221003,483857,268109,5.14
2026-01-27_14:57:24.787,515635,26515,220988,483842,268131,5.14
2026-01-27_14:57:25.840,515635,26515,220981,483835,268138,5.14
2026-01-27_14:57:26.887,515635,26547,220949,483803,268138,5.14
2026-01-27_14:57:27.938,515635,26535,220960,483814,268138,5.14
2026-01-27_14:57:28.987,515635,26539,220957,483811,268138,5.14
2026-01-27_14:57:30.037,515635,26530,220965,483819,268138,5.14
2026-01-27_14:57:31.087,515635,26515,220987,483841,268132,5.14
2026-01-27_14:57:32.135,515635,26521,220977,483831,268136,5.14
2026-01-27_14:57:33.188,515635,26511,221053,483907,268070,5.14
2026-01-27_14:57:34.241,515635,26515,221032,483886,268087,5.14
2026-01-27_14:57:35.290,515635,26528,220998,483852,268108,5.14
2026-01-27_14:57:36.342,515635,26529,220980,483834,268125,5.14
2026-01-27_14:57:37.389,515635,26525,220970,483824,268138,5.14
2026-01-27_14:57:38.440,515635,26524,220971,483825,268138,5.14
2026-01-27_14:57:39.492,515635,26530,220965,483819,268138,5.14
2026-01-27_14:57:40.539,515635,26560,220936,483789,268138,5.15
2026-01-27_14:57:41.591,515635,26557,220939,483792,268138,5.15
2026-01-27_14:57:42.641,515635,26528,220968,483822,268138,5.14
2026-01-27_14:57:43.693,515635,26564,220934,483788,268136,5.15
2026-01-27_14:57:44.742,515635,26609,220961,483814,268064,5.16
2026-01-27_14:57:45.795,515635,26582,220966,483820,268086,5.15
2026-01-27_14:57:46.846,515635,26560,220971,483825,268103,5.15
2026-01-27_14:57:47.895,515635,26586,220927,483781,268121,5.15
2026-01-27_14:57:48.937,515635,26549,220947,483801,268138,5.14
2026-01-27_14:57:49.988,515635,26560,220935,483789,268138,5.15
2026-01-27_14:57:51.041,515635,26545,220950,483804,268138,5.14
2026-01-27_14:57:52.093,515635,26542,220954,483808,268138,5.14
2026-01-27_14:57:53.146,515635,26524,220972,483826,268138,5.14
2026-01-27_14:57:54.197,515635,26487,221009,483862,268138,5.13
2026-01-27_14:57:55.250,515635,26508,221010,483864,268116,5.14
2026-01-27_14:57:56.303,515635,26127,221511,484364,267996,5.06
2026-01-27_14:57:57.348,515635,25104,222548,485402,267982,4.86
2026-01-27_14:57:58.398,515635,25133,222518,485372,267982,4.87
2026-01-27_14:57:59.450,515635,25511,222131,484985,267992,4.94
2026-01-27_14:58:00.499,515635,25897,221735,484588,268002,5.02
2026-01-27_14:58:01.551,515635,25869,221762,484616,268002,5.01
2026-01-27_14:58:02.601,515635,26203,221412,484266,268018,5.08
2026-01-27_14:58:03.652,515635,26429,221177,484031,268027,5.12
2026-01-27_14:58:04.698,515635,26487,221095,483949,268052,5.13
2026-01-27_14:58:05.747,515635,26443,221133,483986,268058,5.12
2026-01-27_14:58:06.794,515635,26481,221083,483937,268070,5.13
2026-01-27_14:58:07.846,515635,26511,221036,483889,268087,5.14
2026-01-27_14:58:08.895,515635,26545,220985,483838,268104,5.14
2026-01-27_14:58:09.945,515635,26559,220954,483807,268121,5.15
2026-01-27_14:58:10.995,515635,26578,220918,483772,268138,5.15
2026-01-27_14:58:12.045,515635,26592,220887,483741,268155,5.15
2026-01-27_14:58:13.091,515635,26557,220922,483775,268155,5.15
2026-01-27_14:58:14.140,515635,26582,220896,483750,268155,5.15
2026-01-27_14:58:15.192,515635,26576,220902,483756,268155,5.15
2026-01-27_14:58:16.239,515635,26551,220927,483781,268155,5.14
2026-01-27_14:58:17.288,515635,26561,220917,483771,268155,5.15
2026-01-27_14:58:18.335,515635,26565,220920,483774,268149,5.15
2026-01-27_14:58:19.387,515635,26581,220908,483762,268145,5.15
2026-01-27_14:58:20.438,515635,26525,221028,483881,268081,5.14
2026-01-27_14:58:21.485,515635,26533,221003,483856,268098,5.14
2026-01-27_14:58:22.533,515635,26518,221000,483854,268116,5.14
2026-01-27_14:58:23.581,515635,26541,220953,483807,268140,5.14
2026-01-27_14:58:24.634,515635,26528,220952,483806,268154,5.14
2026-01-27_14:58:25.682,515635,26576,220902,483756,268155,5.15
2026-01-27_14:58:26.735,515635,26588,220891,483744,268155,5.15
2026-01-27_14:58:27.787,515635,26599,220880,483733,268155,5.15
2026-01-27_14:58:28.838,515635,26611,220868,483721,268155,5.16
2026-01-27_14:58:29.888,515635,26625,220853,483707,268155,5.16
2026-01-27_14:58:30.939,515635,26625,220860,483714,268149,5.16
2026-01-27_14:58:31.990,515635,26580,220899,483752,268155,5.15
2026-01-27_14:58:33.042,515635,26529,221025,483879,268080,5.14
2026-01-27_14:58:34.093,515635,26524,221013,483867,268097,5.14
2026-01-27_14:58:35.142,515635,26529,220990,483843,268115,5.14
2026-01-27_14:58:36.189,515635,26508,220994,483847,268132,5.14
2026-01-27_14:58:37.236,515635,26500,220985,483838,268150,5.13
2026-01-27_14:58:38.287,515635,26485,220993,483847,268155,5.13
2026-01-27_14:58:39.338,515635,26472,221007,483860,268155,5.13
2026-01-27_14:58:40.393,515635,26454,221025,483878,268155,5.13
2026-01-27_14:58:41.443,515635,26448,221031,483885,268155,5.12
2026-01-27_14:58:42.493,515635,26444,221034,483888,268155,5.12
2026-01-27_14:58:43.546,515635,26462,221022,483876,268149,5.13
2026-01-27_14:58:44.597,515635,26467,221014,483868,268153,5.13
2026-01-27_14:58:45.641,515635,26510,221048,483902,268075,5.14
2026-01-27_14:58:46.688,515635,26504,221038,483892,268092,5.14
2026-01-27_14:58:47.738,515635,26474,221046,483900,268114,5.13
2026-01-27_14:58:48.790,515635,26437,221065,483919,268131,5.12
2026-01-27_14:58:49.838,515635,26478,221007,483860,268150,5.13
2026-01-27_14:58:50.884,515635,26441,221037,483891,268155,5.12
2026-01-27_14:58:51.935,515635,26461,221018,483871,268155,5.13
2026-01-27_14:58:52.986,515635,26472,221007,483860,268155,5.13
2026-01-27_14:58:54.035,515635,26439,221040,483893,268155,5.12
2026-01-27_14:58:55.085,515635,26423,221056,483909,268155,5.12
2026-01-27_14:58:56.138,515635,26452,221035,483888,268147,5.12
2026-01-27_14:58:57.191,515635,26461,221020,483874,268153,5.13
2026-01-27_14:58:58.238,515635,26454,221104,483958,268076,5.13
2026-01-27_14:58:59.284,515635,26445,221097,483950,268092,5.12
2026-01-27_14:59:00.333,515635,26438,221086,483940,268110,5.12
2026-01-27_14:59:01.382,515635,26477,221030,483883,268127,5.13
2026-01-27_14:59:02.430,515635,26476,221014,483868,268144,5.13
2026-01-27_14:59:03.476,515635,26478,221001,483854,268155,5.13
2026-01-27_14:59:04.525,515635,26467,221012,483865,268155,5.13
2026-01-27_14:59:05.575,515635,26477,221002,483856,268155,5.13
2026-01-27_14:59:06.620,515635,26489,220990,483843,268155,5.13
2026-01-27_14:59:07.672,515635,26517,220962,483815,268155,5.14
2026-01-27_14:59:08.721,515635,26511,220975,483829,268147,5.14
2026-01-27_14:59:09.771,515635,26525,220955,483809,268153,5.14
2026-01-27_14:59:10.821,515635,26487,221078,483931,268070,5.13
2026-01-27_14:59:11.871,515635,26494,221048,483902,268091,5.13
2026-01-27_14:59:12.921,515635,26453,221071,483924,268110,5.13
2026-01-27_14:59:13.971,515635,26445,221063,483916,268127,5.12
2026-01-27_14:59:15.020,515635,26460,221030,483883,268144,5.13
2026-01-27_14:59:16.072,515635,26494,220985,483838,268155,5.13
2026-01-27_14:59:17.124,515635,26482,220997,483850,268155,5.13
2026-01-27_14:59:18.171,515635,26497,220981,483835,268155,5.13
2026-01-27_14:59:19.221,515635,26509,220970,483823,268155,5.14
2026-01-27_14:59:20.269,515635,26490,220989,483842,268155,5.13
2026-01-27_14:59:21.323,515635,26481,221005,483859,268148,5.13
2026-01-27_14:59:22.374,515635,26469,221014,483868,268151,5.13
2026-01-27_14:59:23.423,515635,26472,221092,483946,268070,5.13
2026-01-27_14:59:24.475,515635,26468,221079,483933,268087,5.13
2026-01-27_14:59:25.526,515635,26438,221092,483946,268104,5.12
2026-01-27_14:59:26.573,515635,26405,221101,483955,268127,5.12
2026-01-27_14:59:27.623,515635,26425,221067,483921,268142,5.12
2026-01-27_14:59:28.674,515635,26417,221061,483915,268155,5.12
2026-01-27_14:59:29.726,515635,26430,221048,483902,268155,5.12
2026-01-27_14:59:30.774,515635,26444,221035,483889,268155,5.12
2026-01-27_14:59:31.826,515635,26480,220999,483853,268155,5.13
2026-01-27_14:59:32.875,515635,26472,221007,483860,268155,5.13
2026-01-27_14:59:33.924,515635,26469,221010,483863,268155,5.13
2026-01-27_14:59:34.973,515635,26469,221014,483868,268151,5.13
2026-01-27_14:59:36.023,515635,26506,221065,483919,268063,5.14
2026-01-27_14:59:37.072,515635,26475,221073,483927,268085,5.13
2026-01-27_14:59:38.121,515635,26460,221071,483925,268102,5.13
2026-01-27_14:59:39.169,515635,26450,221062,483916,268121,5.12
2026-01-27_14:59:40.218,515635,26478,221018,483872,268138,5.13
2026-01-27_14:59:41.267,515635,26483,220995,483849,268155,5.13
2026-01-27_14:59:42.313,515635,26504,220974,483828,268155,5.14
2026-01-27_14:59:43.360,515635,26495,220984,483837,268155,5.13
2026-01-27_14:59:44.410,515635,26499,220979,483833,268155,5.13
2026-01-27_14:59:45.463,515635,26512,220966,483820,268155,5.14
2026-01-27_14:59:46.513,515635,26507,220971,483825,268155,5.14
2026-01-27_14:59:47.563,515635,26470,221014,483868,268149,5.13
2026-01-27_14:59:48.610,515635,26487,220992,483845,268155,5.13
2026-01-27_14:59:49.659,515635,26543,221010,483863,268081,5.14
2026-01-27_14:59:50.704,515635,26531,221005,483859,268098,5.14
2026-01-27_14:59:51.750,515635,26514,221004,483858,268115,5.14
2026-01-27_14:59:52.803,515635,26498,220996,483849,268140,5.13
2026-01-27_14:59:53.854,515635,26495,220985,483839,268154,5.13
2026-01-27_14:59:54.905,515635,26487,220991,483845,268155,5.13
2026-01-27_14:59:55.958,515635,26496,220982,483836,268155,5.13
2026-01-27_14:59:57.009,515635,26516,220963,483817,268155,5.14
2026-01-27_14:59:58.056,515635,26516,220963,483816,268155,5.14
2026-01-27_14:59:59.104,515635,26536,220942,483796,268155,5.14
2026-01-27_15:00:00.157,515635,26530,220955,483809,268149,5.14
2026-01-27_15:00:01.211,515635,26536,220943,483797,268155,5.14
2026-01-27_15:00:02.261,515635,26550,221005,483858,268080,5.14
