timestamp,cpu_id,user_pct,system_pct,idle_pct,iowait_pct
2026-01-27_15:05:48.514,cpu49,1.58,.54,97.86,0
2026-01-27_15:05:48.514,cpu50,1.37,.51,98.11,0
2026-01-27_15:05:48.514,cpu51,1.25,.49,98.24,0
2026-01-27_15:05:48.514,cpu52,1.19,.48,98.31,0
2026-01-27_15:05:48.514,cpu53,1.16,.48,98.35,0
2026-01-27_15:05:48.514,cpu54,1.18,.47,98.33,0
2026-01-27_15:05:48.514,cpu55,1.11,.46,98.41,0
2026-01-27_15:05:48.514,cpu56,1.10,.44,98.44,0
2026-01-27_15:05:48.514,cpu57,1.13,.46,98.40,0
2026-01-27_15:05:48.514,cpu58,1.09,.44,98.45,0
2026-01-27_15:05:48.514,cpu59,1.08,.45,98.46,0
2026-01-27_15:05:48.514,cpu60,1.09,.44,98.46,0
2026-01-27_15:05:48.514,cpu61,1.09,.46,98.44,0
2026-01-27_15:05:48.514,cpu62,1.10,.44,98.44,0
2026-01-27_15:05:48.514,cpu63,1.09,.44,98.46,0
2026-01-27_15:05:48.514,cpu64,1.19,.57,98.23,0
2026-01-27_15:05:48.514,cpu65,.97,.54,98.48,0
2026-01-27_15:05:48.514,cpu66,.88,.47,98.64,0
2026-01-27_15:05:48.514,cpu67,.90,.48,98.60,0
2026-01-27_15:05:48.514,cpu68,.81,.50,98.68,0
2026-01-27_15:05:48.514,cpu69,.82,.45,98.72,0
2026-01-27_15:05:48.514,cpu70,.80,.45,98.73,0
2026-01-27_15:05:48.514,cpu71,.79,.44,98.75,0
2026-01-27_15:05:48.514,cpu72,.79,.42,98.78,0
2026-01-27_15:05:48.514,cpu73,.82,.44,98.72,0
2026-01-27_15:05:48.514,cpu74,.77,.43,98.79,0
2026-01-27_15:05:48.514,cpu75,.78,.43,98.77,0
2026-01-27_15:05:48.514,cpu76,.78,.41,98.79,0
2026-01-27_15:05:48.514,cpu77,.78,.41,98.80,0
2026-01-27_15:05:48.514,cpu78,.77,.43,98.78,0
2026-01-27_15:05:48.514,cpu79,.81,.41,98.77,0
2026-01-27_15:05:48.514,cpu80,2.94,.45,96.60,0
2026-01-27_15:05:48.514,cpu81,1.62,.44,97.92,0
2026-01-27_15:05:48.514,cpu82,1.59,.44,97.95,0
2026-01-27_15:05:48.514,cpu83,1.32,.43,98.23,0
2026-01-27_15:05:48.514,cpu84,1.11,.44,98.44,0
2026-01-27_15:05:48.514,cpu85,1.17,.41,98.40,0
2026-01-27_15:05:48.514,cpu86,1.18,.41,98.40,0
2026-01-27_15:05:48.514,cpu87,1.28,.42,98.29,0
2026-01-27_15:05:48.514,cpu88,1.92,.42,97.65,0
2026-01-27_15:05:48.514,cpu89,1.57,.42,98.00,0
2026-01-27_15:05:48.514,cpu90,1.69,.44,97.85,0
2026-01-27_15:05:48.514,cpu91,1.36,.43,98.20,0
2026-01-27_15:05:48.514,cpu92,.92,.42,98.65,0
2026-01-27_15:05:48.514,cpu93,1.12,.45,98.41,0
2026-01-27_15:05:48.514,cpu94,1.03,.46,98.50,0
2026-01-27_15:05:48.514,cpu95,1.10,.42,98.47,0
2026-01-27_15:05:48.514,cpu96,1.11,.46,98.41,0
2026-01-27_15:05:48.514,cpu97,.98,.44,98.57,0
2026-01-27_15:05:48.514,cpu98,.86,.47,98.66,0
2026-01-27_15:05:48.514,cpu99,.87,.44,98.67,0
2026-01-27_15:05:48.514,cpu100,.87,.43,98.68,0
2026-01-27_15:05:48.514,cpu101,.83,.45,98.70,0
2026-01-27_15:05:48.514,cpu102,.85,.43,98.70,0
2026-01-27_15:05:48.514,cpu103,.84,.42,98.72,0
2026-01-27_15:05:48.514,cpu104,.83,.43,98.73,0
2026-01-27_15:05:48.514,cpu105,.85,.42,98.72,0
2026-01-27_15:05:48.514,cpu106,.80,.42,98.77,0
2026-01-27_15:05:48.514,cpu107,.84,.44,98.70,0
2026-01-27_15:05:48.514,cpu108,.84,.42,98.72,0
2026-01-27_15:05:48.514,cpu109,.89,.43,98.67,0
2026-01-27_15:05:48.514,cpu110,.84,.42,98.72,0
2026-01-27_15:05:48.514,cpu111,.83,.43,98.73,0
2026-01-27_15:05:48.514,cpu112,1.34,.44,98.20,0
2026-01-27_15:05:48.514,cpu113,1.11,.44,98.43,0
2026-01-27_15:05:48.514,cpu114,1.03,.44,98.51,0
2026-01-27_15:05:48.514,cpu115,1.02,.44,98.53,0
2026-01-27_15:05:48.514,cpu116,1.02,.43,98.53,0
2026-01-27_15:05:48.514,cpu117,.97,.43,98.58,0
2026-01-27_15:05:48.514,cpu118,1.02,.42,98.55,0
2026-01-27_15:05:48.514,cpu119,1.02,.42,98.55,0
2026-01-27_15:05:48.514,cpu120,1.01,.42,98.56,0
2026-01-27_15:05:48.514,cpu121,1.00,.45,98.54,0
2026-01-27_15:05:48.514,cpu122,.97,.42,98.59,0
2026-01-27_15:05:48.514,cpu123,.99,.43,98.57,0
2026-01-27_15:05:48.514,cpu124,1.02,.41,98.55,0
2026-01-27_15:05:48.514,cpu125,.99,.44,98.56,0
2026-01-27_15:05:48.514,cpu126,.97,.44,98.58,0
2026-01-27_15:05:48.514,cpu127,1.01,.44,98.53,0
2026-01-27_15:05:56.687,cpu,1.19,.46,98.33,0
2026-01-27_15:05:56.687,cpu0,2.82,1.54,95.63,0
2026-01-27_15:05:56.687,cpu1,1.28,.55,98.15,0
2026-01-27_15:05:56.687,cpu2,1.32,.54,98.12,0
2026-01-27_15:05:56.687,cpu3,1.23,.52,98.23,0
2026-01-27_15:05:56.687,cpu4,1.06,.53,98.39,0
2026-01-27_15:05:56.687,cpu5,1.11,.50,98.38,0
2026-01-27_15:05:56.687,cpu6,1.13,.47,98.39,0
2026-01-27_15:05:56.687,cpu7,1.06,.46,98.46,0
2026-01-27_15:05:56.687,cpu8,1.02,.45,98.51,0
2026-01-27_15:05:56.687,cpu9,.93,.44,98.61,0
2026-01-27_15:05:56.687,cpu10,.98,.45,98.55,0
2026-01-27_15:05:56.687,cpu11,.97,.44,98.58,0
2026-01-27_15:05:56.687,cpu12,.98,.43,98.57,0
2026-01-27_15:05:56.687,cpu13,1.00,.45,98.54,0
2026-01-27_15:05:56.687,cpu14,.99,.45,98.54,0
2026-01-27_15:05:56.687,cpu15,1.03,.44,98.52,0
2026-01-27_15:05:56.687,cpu16,4.42,.56,95.01,0
2026-01-27_15:05:56.687,cpu17,2.28,.53,97.17,0
2026-01-27_15:05:56.687,cpu18,2.07,.50,97.41,0
2026-01-27_15:05:56.687,cpu19,1.72,.49,97.78,0
2026-01-27_15:05:56.687,cpu20,1.59,.46,97.93,0
2026-01-27_15:05:56.687,cpu21,1.47,.46,98.06,0
2026-01-27_15:05:56.687,cpu22,1.36,.46,98.16,0
2026-01-27_15:05:56.687,cpu23,1.63,.46,97.89,0
2026-01-27_15:05:56.687,cpu24,2.24,.46,97.28,0
2026-01-27_15:05:56.687,cpu25,1.74,.45,97.80,0
2026-01-27_15:05:56.687,cpu26,1.85,.45,97.68,0
2026-01-27_15:05:56.687,cpu27,1.41,.44,98.13,0
2026-01-27_15:05:56.687,cpu28,1.05,.44,98.50,0
2026-01-27_15:05:56.687,cpu29,1.30,.43,98.25,0
2026-01-27_15:05:56.687,cpu30,1.17,.44,98.38,0
2026-01-27_15:05:56.687,cpu31,1.14,.43,98.41,0
2026-01-27_15:05:56.687,cpu32,1.98,.61,97.39,0
2026-01-27_15:05:56.687,cpu33,1.36,.52,98.11,0
2026-01-27_15:05:56.687,cpu34,1.06,.50,98.43,0
2026-01-27_15:05:56.687,cpu35,1.07,.49,98.42,0
2026-01-27_15:05:56.687,cpu36,1.02,.47,98.50,0
2026-01-27_15:05:56.687,cpu37,.98,.46,98.55,0
2026-01-27_15:05:56.687,cpu38,1.06,.47,98.46,0
2026-01-27_15:05:56.687,cpu39,.96,.47,98.56,0
2026-01-27_15:05:56.687,cpu40,.95,.47,98.56,0
2026-01-27_15:05:56.687,cpu41,1.18,.50,98.30,0
2026-01-27_15:05:56.687,cpu42,1.09,.48,98.42,0
2026-01-27_15:05:56.687,cpu43,.99,.46,98.53,0
2026-01-27_15:05:56.687,cpu44,.91,.45,98.62,0
2026-01-27_15:05:56.687,cpu45,.99,.45,98.54,0
2026-01-27_15:05:56.687,cpu46,.93,.45,98.60,0
2026-01-27_15:05:56.687,cpu47,.94,.44,98.60,0
2026-01-27_15:05:56.687,cpu48,2.71,.61,96.66,0
2026-01-27_15:05:56.687,cpu49,1.58,.54,97.86,0
2026-01-27_15:05:56.687,cpu50,1.37,.51,98.11,0
2026-01-27_15:05:56.687,cpu51,1.25,.49,98.24,0
2026-01-27_15:05:56.687,cpu52,1.19,.48,98.31,0
2026-01-27_15:05:56.687,cpu53,1.16,.48,98.35,0
2026-01-27_15:05:56.687,cpu54,1.18,.47,98.33,0
2026-01-27_15:05:56.687,cpu55,1.11,.46,98.41,0
2026-01-27_15:05:56.687,cpu56,1.10,.44,98.44,0
2026-01-27_15:05:56.687,cpu57,1.13,.46,98.40,0
2026-01-27_15:05:56.687,cpu58,1.09,.44,98.45,0
2026-01-27_15:05:56.687,cpu59,1.08,.45,98.46,0
2026-01-27_15:05:56.687,cpu60,1.09,.44,98.46,0
2026-01-27_15:05:56.687,cpu61,1.09,.46,98.44,0
2026-01-27_15:05:56.687,cpu62,1.10,.44,98.44,0
2026-01-27_15:05:56.687,cpu63,1.09,.44,98.46,0
2026-01-27_15:05:56.687,cpu64,1.19,.57,98.23,0
2026-01-27_15:05:56.687,cpu65,.97,.54,98.48,0
2026-01-27_15:05:56.687,cpu66,.88,.47,98.64,0
2026-01-27_15:05:56.687,cpu67,.90,.48,98.60,0
2026-01-27_15:05:56.687,cpu68,.81,.50,98.68,0
2026-01-27_15:05:56.687,cpu69,.82,.45,98.72,0
2026-01-27_15:05:56.687,cpu70,.80,.45,98.73,0
2026-01-27_15:05:56.687,cpu71,.79,.44,98.75,0
2026-01-27_15:05:56.687,cpu72,.79,.42,98.78,0
2026-01-27_15:05:56.687,cpu73,.82,.44,98.72,0
2026-01-27_15:05:56.687,cpu74,.77,.43,98.79,0
2026-01-27_15:05:56.687,cpu75,.78,.43,98.77,0
2026-01-27_15:05:56.687,cpu76,.78,.41,98.79,0
2026-01-27_15:05:56.687,cpu77,.78,.41,98.80,0
2026-01-27_15:05:56.687,cpu78,.77,.43,98.78,0
2026-01-27_15:05:56.687,cpu79,.81,.41,98.77,0
2026-01-27_15:05:56.687,cpu80,2.94,.45,96.60,0
2026-01-27_15:05:56.687,cpu81,1.62,.44,97.92,0
2026-01-27_15:05:56.687,cpu82,1.59,.44,97.95,0
2026-01-27_15:05:56.687,cpu83,1.32,.43,98.23,0
2026-01-27_15:05:56.687,cpu84,1.11,.44,98.44,0
2026-01-27_15:05:56.687,cpu85,1.17,.41,98.40,0
2026-01-27_15:05:56.687,cpu86,1.18,.41,98.40,0
2026-01-27_15:05:56.687,cpu87,1.28,.42,98.29,0
2026-01-27_15:05:56.687,cpu88,1.92,.42,97.65,0
2026-01-27_15:05:56.687,cpu89,1.57,.42,98.00,0
2026-01-27_15:05:56.687,cpu90,1.69,.44,97.85,0
2026-01-27_15:05:56.687,cpu91,1.36,.43,98.20,0
2026-01-27_15:05:56.687,cpu92,.92,.42,98.65,0
2026-01-27_15:05:56.687,cpu93,1.12,.45,98.41,0
2026-01-27_15:05:56.687,cpu94,1.03,.46,98.50,0
2026-01-27_15:05:56.687,cpu95,1.10,.42,98.47,0
2026-01-27_15:05:56.687,cpu96,1.11,.46,98.41,0
2026-01-27_15:05:56.687,cpu97,.98,.44,98.57,0
2026-01-27_15:05:56.687,cpu98,.86,.47,98.66,0
2026-01-27_15:05:56.687,cpu99,.87,.44,98.67,0
2026-01-27_15:05:56.687,cpu100,.87,.43,98.68,0
2026-01-27_15:05:56.687,cpu101,.83,.45,98.70,0
2026-01-27_15:05:56.687,cpu102,.85,.43,98.70,0
2026-01-27_15:05:56.687,cpu103,.84,.42,98.72,0
2026-01-27_15:05:56.687,cpu104,.83,.43,98.73,0
2026-01-27_15:05:56.687,cpu105,.85,.42,98.72,0
2026-01-27_15:05:56.687,cpu106,.80,.42,98.77,0
2026-01-27_15:05:56.687,cpu107,.84,.44,98.70,0
2026-01-27_15:05:56.687,cpu108,.84,.42,98.72,0
2026-01-27_15:05:56.687,cpu109,.89,.43,98.67,0
2026-01-27_15:05:56.687,cpu110,.84,.42,98.72,0
2026-01-27_15:05:56.687,cpu111,.83,.43,98.73,0
2026-01-27_15:05:56.687,cpu112,1.34,.44,98.20,0
2026-01-27_15:05:56.687,cpu113,1.11,.44,98.43,0
2026-01-27_15:05:56.687,cpu114,1.03,.44,98.51,0
2026-01-27_15:05:56.687,cpu115,1.02,.44,98.53,0
2026-01-27_15:05:56.687,cpu116,1.02,.43,98.53,0
2026-01-27_15:05:56.687,cpu117,.97,.43,98.58,0
2026-01-27_15:05:56.687,cpu118,1.02,.42,98.55,0
2026-01-27_15:05:56.687,cpu119,1.02,.42,98.55,0
2026-01-27_15:05:56.687,cpu120,1.01,.42,98.56,0
2026-01-27_15:05:56.687,cpu121,1.00,.45,98.54,0
2026-01-27_15:05:56.687,cpu122,.97,.42,98.59,0
2026-01-27_15:05:56.687,cpu123,.99,.43,98.57,0
2026-01-27_15:05:56.687,cpu124,1.02,.41,98.55,0
2026-01-27_15:05:56.687,cpu125,.99,.44,98.56,0
2026-01-27_15:05:56.687,cpu126,.97,.44,98.58,0
2026-01-27_15:05:56.687,cpu127,1.01,.44,98.53,0
2026-01-27_15:06:04.836,cpu,1.19,.46,98.33,0
2026-01-27_15:06:04.836,cpu0,2.82,1.54,95.63,0
2026-01-27_15:06:04.836,cpu1,1.28,.55,98.15,0
2026-01-27_15:06:04.836,cpu2,1.32,.54,98.12,0
2026-01-27_15:06:04.836,cpu3,1.23,.52,98.23,0
2026-01-27_15:06:04.836,cpu4,1.06,.53,98.39,0
2026-01-27_15:06:04.836,cpu5,1.11,.50,98.38,0
2026-01-27_15:06:04.836,cpu6,1.13,.47,98.39,0
2026-01-27_15:06:04.836,cpu7,1.06,.46,98.46,0
2026-01-27_15:06:04.836,cpu8,1.02,.45,98.51,0
2026-01-27_15:06:04.836,cpu9,.93,.44,98.61,0
2026-01-27_15:06:04.836,cpu10,.98,.45,98.55,0
2026-01-27_15:06:04.836,cpu11,.97,.44,98.58,0
2026-01-27_15:06:04.836,cpu12,.98,.43,98.57,0
2026-01-27_15:06:04.836,cpu13,1.00,.45,98.54,0
2026-01-27_15:06:04.836,cpu14,.99,.45,98.54,0
2026-01-27_15:06:04.836,cpu15,1.03,.44,98.52,0
2026-01-27_15:06:04.836,cpu16,4.42,.56,95.01,0
2026-01-27_15:06:04.836,cpu17,2.28,.53,97.17,0
2026-01-27_15:06:04.836,cpu18,2.07,.50,97.41,0
2026-01-27_15:06:04.836,cpu19,1.72,.49,97.78,0
2026-01-27_15:06:04.836,cpu20,1.59,.46,97.93,0
2026-01-27_15:06:04.836,cpu21,1.47,.46,98.06,0
2026-01-27_15:06:04.836,cpu22,1.36,.46,98.16,0
2026-01-27_15:06:04.836,cpu23,1.63,.46,97.89,0
2026-01-27_15:06:04.836,cpu24,2.24,.46,97.28,0
2026-01-27_15:06:04.836,cpu25,1.74,.45,97.80,0
2026-01-27_15:06:04.836,cpu26,1.85,.45,97.68,0
2026-01-27_15:06:04.836,cpu27,1.41,.44,98.13,0
2026-01-27_15:06:04.836,cpu28,1.05,.44,98.50,0
2026-01-27_15:06:04.836,cpu29,1.30,.43,98.25,0
2026-01-27_15:06:04.836,cpu30,1.17,.44,98.38,0
2026-01-27_15:06:04.836,cpu31,1.14,.43,98.41,0
2026-01-27_15:06:04.836,cpu32,1.98,.61,97.39,0
2026-01-27_15:06:04.836,cpu33,1.36,.52,98.11,0
2026-01-27_15:06:04.836,cpu34,1.06,.50,98.43,0
2026-01-27_15:06:04.836,cpu35,1.07,.49,98.42,0
2026-01-27_15:06:04.836,cpu36,1.02,.47,98.50,0
2026-01-27_15:06:04.836,cpu37,.98,.46,98.55,0
2026-01-27_15:06:04.836,cpu38,1.06,.47,98.46,0
2026-01-27_15:06:04.836,cpu39,.96,.47,98.56,0
2026-01-27_15:06:04.836,cpu40,.95,.47,98.56,0
2026-01-27_15:06:04.836,cpu41,1.18,.50,98.30,0
2026-01-27_15:06:04.836,cpu42,1.09,.48,98.42,0
2026-01-27_15:06:04.836,cpu43,.99,.46,98.53,0
2026-01-27_15:06:04.836,cpu44,.91,.45,98.62,0
2026-01-27_15:06:04.836,cpu45,.99,.45,98.54,0
2026-01-27_15:06:04.836,cpu46,.93,.45,98.60,0
2026-01-27_15:06:04.836,cpu47,.94,.44,98.60,0
2026-01-27_15:06:04.836,cpu48,2.71,.61,96.66,0
2026-01-27_15:06:04.836,cpu49,1.58,.54,97.86,0
2026-01-27_15:06:04.836,cpu50,1.37,.51,98.11,0
2026-01-27_15:06:04.836,cpu51,1.25,.49,98.24,0
2026-01-27_15:06:04.836,cpu52,1.19,.48,98.31,0
2026-01-27_15:06:04.836,cpu53,1.16,.48,98.35,0
2026-01-27_15:06:04.836,cpu54,1.18,.47,98.33,0
2026-01-27_15:06:04.836,cpu55,1.11,.46,98.41,0
2026-01-27_15:06:04.836,cpu56,1.10,.44,98.44,0
2026-01-27_15:06:04.836,cpu57,1.13,.46,98.40,0
2026-01-27_15:06:04.836,cpu58,1.09,.44,98.45,0
2026-01-27_15:06:04.836,cpu59,1.08,.45,98.46,0
2026-01-27_15:06:04.836,cpu60,1.09,.44,98.46,0
2026-01-27_15:06:04.836,cpu61,1.09,.46,98.44,0
2026-01-27_15:06:04.836,cpu62,1.10,.44,98.44,0
2026-01-27_15:06:04.836,cpu63,1.09,.44,98.46,0
2026-01-27_15:06:04.836,cpu64,1.19,.57,98.23,0
2026-01-27_15:06:04.836,cpu65,.97,.54,98.48,0
2026-01-27_15:06:04.836,cpu66,.88,.47,98.64,0
2026-01-27_15:06:04.836,cpu67,.90,.48,98.60,0
2026-01-27_15:06:04.836,cpu68,.81,.50,98.68,0
2026-01-27_15:06:04.836,cpu69,.82,.45,98.72,0
2026-01-27_15:06:04.836,cpu70,.80,.45,98.73,0
2026-01-27_15:06:04.836,cpu71,.79,.44,98.75,0
2026-01-27_15:06:04.836,cpu72,.79,.42,98.78,0
2026-01-27_15:06:04.836,cpu73,.82,.44,98.72,0
2026-01-27_15:06:04.836,cpu74,.77,.43,98.79,0
2026-01-27_15:06:04.836,cpu75,.78,.43,98.77,0
2026-01-27_15:06:04.836,cpu76,.78,.41,98.79,0
2026-01-27_15:06:04.836,cpu77,.78,.41,98.80,0
2026-01-27_15:06:04.836,cpu78,.77,.43,98.78,0
2026-01-27_15:06:04.836,cpu79,.81,.41,98.77,0
2026-01-27_15:06:04.836,cpu80,2.94,.45,96.60,0
2026-01-27_15:06:04.836,cpu81,1.62,.44,97.92,0
2026-01-27_15:06:04.836,cpu82,1.59,.44,97.95,0
2026-01-27_15:06:04.836,cpu83,1.32,.43,98.23,0
2026-01-27_15:06:04.836,cpu84,1.11,.44,98.44,0
2026-01-27_15:06:04.836,cpu85,1.17,.41,98.40,0
2026-01-27_15:06:04.836,cpu86,1.18,.41,98.40,0
2026-01-27_15:06:04.836,cpu87,1.28,.42,98.29,0
2026-01-27_15:06:04.836,cpu88,1.92,.42,97.65,0
2026-01-27_15:06:04.836,cpu89,1.57,.42,98.00,0
2026-01-27_15:06:04.836,cpu90,1.69,.44,97.85,0
2026-01-27_15:06:04.836,cpu91,1.36,.43,98.20,0
2026-01-27_15:06:04.836,cpu92,.92,.42,98.65,0
2026-01-27_15:06:04.836,cpu93,1.12,.45,98.41,0
2026-01-27_15:06:04.836,cpu94,1.03,.46,98.50,0
2026-01-27_15:06:04.836,cpu95,1.10,.42,98.47,0
2026-01-27_15:06:04.836,cpu96,1.11,.46,98.41,0
2026-01-27_15:06:04.836,cpu97,.98,.44,98.57,0
2026-01-27_15:06:04.836,cpu98,.86,.47,98.66,0
2026-01-27_15:06:04.836,cpu99,.87,.44,98.67,0
2026-01-27_15:06:04.836,cpu100,.87,.43,98.68,0
2026-01-27_15:06:04.836,cpu101,.83,.45,98.70,0
2026-01-27_15:06:04.836,cpu102,.85,.43,98.70,0
2026-01-27_15:06:04.836,cpu103,.84,.42,98.72,0
2026-01-27_15:06:04.836,cpu104,.83,.43,98.73,0
2026-01-27_15:06:04.836,cpu105,.85,.42,98.72,0
2026-01-27_15:06:04.836,cpu106,.80,.42,98.77,0
2026-01-27_15:06:04.836,cpu107,.84,.44,98.70,0
2026-01-27_15:06:04.836,cpu108,.84,.42,98.72,0
2026-01-27_15:06:04.836,cpu109,.89,.43,98.67,0
2026-01-27_15:06:04.836,cpu110,.84,.42,98.72,0
2026-01-27_15:06:04.836,cpu111,.83,.43,98.73,0
2026-01-27_15:06:04.836,cpu112,1.34,.44,98.20,0
2026-01-27_15:06:04.836,cpu113,1.11,.44,98.43,0
2026-01-27_15:06:04.836,cpu114,1.03,.44,98.51,0
2026-01-27_15:06:04.836,cpu115,1.02,.44,98.53,0
2026-01-27_15:06:04.836,cpu116,1.02,.43,98.53,0
2026-01-27_15:06:04.836,cpu117,.97,.43,98.58,0
2026-01-27_15:06:04.836,cpu118,1.02,.42,98.55,0
2026-01-27_15:06:04.836,cpu119,1.02,.42,98.55,0
2026-01-27_15:06:04.836,cpu120,1.01,.42,98.56,0
2026-01-27_15:06:04.836,cpu121,1.00,.45,98.54,0
2026-01-27_15:06:04.836,cpu122,.97,.42,98.59,0
2026-01-27_15:06:04.836,cpu123,.99,.43,98.57,0
2026-01-27_15:06:04.836,cpu124,1.02,.41,98.55,0
2026-01-27_15:06:04.836,cpu125,.99,.44,98.56,0
2026-01-27_15:06:04.836,cpu126,.97,.44,98.58,0
2026-01-27_15:06:04.836,cpu127,1.01,.44,98.53,0
2026-01-27_15:06:12.932,cpu,1.19,.46,98.33,0
2026-01-27_15:06:12.932,cpu0,2.82,1.54,95.63,0
2026-01-27_15:06:12.932,cpu1,1.28,.55,98.15,0
2026-01-27_15:06:12.932,cpu2,1.32,.54,98.12,0
2026-01-27_15:06:12.932,cpu3,1.23,.52,98.23,0
2026-01-27_15:06:12.932,cpu4,1.06,.53,98.39,0
2026-01-27_15:06:12.932,cpu5,1.11,.50,98.38,0
2026-01-27_15:06:12.932,cpu6,1.13,.47,98.39,0
2026-01-27_15:06:12.932,cpu7,1.06,.46,98.46,0
2026-01-27_15:06:12.932,cpu8,1.02,.45,98.51,0
2026-01-27_15:06:12.932,cpu9,.93,.44,98.61,0
2026-01-27_15:06:12.932,cpu10,.98,.45,98.55,0
2026-01-27_15:06:12.932,cpu11,.97,.44,98.58,0
2026-01-27_15:06:12.932,cpu12,.98,.43,98.57,0
2026-01-27_15:06:12.932,cpu13,1.00,.45,98.54,0
2026-01-27_15:06:12.932,cpu14,.99,.45,98.54,0
2026-01-27_15:06:12.932,cpu15,1.03,.44,98.52,0
2026-01-27_15:06:12.932,cpu16,4.42,.56,95.01,0
2026-01-27_15:06:12.932,cpu17,2.28,.53,97.17,0
2026-01-27_15:06:12.932,cpu18,2.07,.50,97.41,0
2026-01-27_15:06:12.932,cpu19,1.72,.49,97.78,0
2026-01-27_15:06:12.932,cpu20,1.59,.46,97.93,0
2026-01-27_15:06:12.932,cpu21,1.47,.46,98.06,0
2026-01-27_15:06:12.932,cpu22,1.36,.46,98.16,0
2026-01-27_15:06:12.932,cpu23,1.63,.46,97.89,0
2026-01-27_15:06:12.932,cpu24,2.24,.46,97.28,0
2026-01-27_15:06:12.932,cpu25,1.74,.45,97.80,0
2026-01-27_15:06:12.932,cpu26,1.85,.45,97.68,0
2026-01-27_15:06:12.932,cpu27,1.41,.44,98.13,0
2026-01-27_15:06:12.932,cpu28,1.05,.44,98.50,0
2026-01-27_15:06:12.932,cpu29,1.30,.43,98.25,0
2026-01-27_15:06:12.932,cpu30,1.17,.44,98.38,0
2026-01-27_15:06:12.932,cpu31,1.14,.43,98.41,0
2026-01-27_15:06:12.932,cpu32,1.98,.61,97.39,0
2026-01-27_15:06:12.932,cpu33,1.36,.52,98.11,0
2026-01-27_15:06:12.932,cpu34,1.06,.50,98.43,0
2026-01-27_15:06:12.932,cpu35,1.07,.49,98.42,0
2026-01-27_15:06:12.932,cpu36,1.02,.47,98.50,0
2026-01-27_15:06:12.932,cpu37,.98,.46,98.55,0
2026-01-27_15:06:12.932,cpu38,1.06,.47,98.46,0
2026-01-27_15:06:12.932,cpu39,.96,.47,98.56,0
2026-01-27_15:06:12.932,cpu40,.95,.47,98.56,0
2026-01-27_15:06:12.932,cpu41,1.18,.50,98.30,0
2026-01-27_15:06:12.932,cpu42,1.09,.48,98.42,0
2026-01-27_15:06:12.932,cpu43,.99,.46,98.53,0
2026-01-27_15:06:12.932,cpu44,.91,.45,98.62,0
2026-01-27_15:06:12.932,cpu45,.99,.45,98.54,0
2026-01-27_15:06:12.932,cpu46,.93,.45,98.60,0
2026-01-27_15:06:12.932,cpu47,.94,.44,98.60,0
2026-01-27_15:06:12.932,cpu48,2.71,.61,96.66,0
2026-01-27_15:06:12.932,cpu49,1.58,.54,97.86,0
2026-01-27_15:06:12.932,cpu50,1.37,.51,98.11,0
2026-01-27_15:06:12.932,cpu51,1.25,.49,98.24,0
2026-01-27_15:06:12.932,cpu52,1.19,.48,98.31,0
2026-01-27_15:06:12.932,cpu53,1.16,.48,98.35,0
2026-01-27_15:06:12.932,cpu54,1.18,.47,98.33,0
2026-01-27_15:06:12.932,cpu55,1.11,.46,98.41,0
2026-01-27_15:06:12.932,cpu56,1.10,.44,98.44,0
2026-01-27_15:06:12.932,cpu57,1.13,.46,98.40,0
2026-01-27_15:06:12.932,cpu58,1.09,.44,98.45,0
2026-01-27_15:06:12.932,cpu59,1.08,.45,98.46,0
2026-01-27_15:06:12.932,cpu60,1.09,.44,98.46,0
2026-01-27_15:06:12.932,cpu61,1.09,.46,98.44,0
2026-01-27_15:06:12.932,cpu62,1.10,.44,98.44,0
2026-01-27_15:06:12.932,cpu63,1.09,.44,98.46,0
2026-01-27_15:06:12.932,cpu64,1.19,.57,98.23,0
2026-01-27_15:06:12.932,cpu65,.97,.54,98.48,0
2026-01-27_15:06:12.932,cpu66,.88,.47,98.64,0
2026-01-27_15:06:12.932,cpu67,.90,.48,98.60,0
2026-01-27_15:06:12.932,cpu68,.81,.50,98.68,0
2026-01-27_15:06:12.932,cpu69,.82,.45,98.72,0
2026-01-27_15:06:12.932,cpu70,.80,.45,98.73,0
2026-01-27_15:06:12.932,cpu71,.79,.44,98.75,0
2026-01-27_15:06:12.932,cpu72,.79,.42,98.78,0
2026-01-27_15:06:12.932,cpu73,.82,.44,98.72,0
2026-01-27_15:06:12.932,cpu74,.77,.43,98.79,0
2026-01-27_15:06:12.932,cpu75,.78,.43,98.77,0
2026-01-27_15:06:12.932,cpu76,.78,.41,98.79,0
2026-01-27_15:06:12.932,cpu77,.78,.41,98.80,0
2026-01-27_15:06:12.932,cpu78,.77,.43,98.78,0
2026-01-27_15:06:12.932,cpu79,.81,.41,98.77,0
2026-01-27_15:06:12.932,cpu80,2.94,.45,96.60,0
2026-01-27_15:06:12.932,cpu81,1.62,.44,97.92,0
2026-01-27_15:06:12.932,cpu82,1.59,.44,97.95,0
2026-01-27_15:06:12.932,cpu83,1.32,.43,98.23,0
2026-01-27_15:06:12.932,cpu84,1.11,.44,98.44,0
2026-01-27_15:06:12.932,cpu85,1.17,.41,98.40,0
2026-01-27_15:06:12.932,cpu86,1.18,.41,98.40,0
2026-01-27_15:06:12.932,cpu87,1.28,.42,98.29,0
2026-01-27_15:06:12.932,cpu88,1.92,.42,97.65,0
2026-01-27_15:06:12.932,cpu89,1.57,.42,98.00,0
