timestamp,cpu_id,user_pct,system_pct,idle_pct,iowait_pct
2026-01-27_14:45:55.127,cpu,1.19,.46,98.33,0
2026-01-27_14:45:55.127,cpu0,2.80,1.53,95.65,0
2026-01-27_14:45:55.127,cpu1,1.28,.55,98.16,0
2026-01-27_14:45:55.127,cpu2,1.32,.54,98.13,0
2026-01-27_14:45:55.127,cpu3,1.23,.52,98.23,0
2026-01-27_14:45:55.127,cpu4,1.06,.53,98.40,0
2026-01-27_14:45:55.127,cpu5,1.11,.50,98.38,0
2026-01-27_14:45:55.127,cpu6,1.13,.47,98.39,0
2026-01-27_14:45:55.127,cpu7,1.06,.46,98.46,0
2026-01-27_14:45:55.127,cpu8,1.02,.45,98.51,0
2026-01-27_14:45:55.127,cpu9,.93,.44,98.61,0
2026-01-27_14:45:55.127,cpu10,.98,.45,98.55,0
2026-01-27_14:45:55.127,cpu11,.97,.44,98.58,0
2026-01-27_14:45:55.127,cpu12,.98,.43,98.57,0
2026-01-27_14:45:55.127,cpu13,1.00,.45,98.54,0
2026-01-27_14:45:55.127,cpu14,.99,.45,98.54,0
2026-01-27_14:45:55.127,cpu15,1.03,.44,98.52,0
2026-01-27_14:45:55.127,cpu16,4.42,.56,95.01,0
2026-01-27_14:45:55.127,cpu17,2.28,.53,97.17,0
2026-01-27_14:45:55.127,cpu18,2.07,.50,97.41,0
2026-01-27_14:45:55.127,cpu19,1.72,.49,97.78,0
2026-01-27_14:45:55.127,cpu20,1.59,.46,97.93,0
2026-01-27_14:45:55.127,cpu21,1.47,.46,98.06,0
2026-01-27_14:45:55.127,cpu22,1.36,.46,98.16,0
2026-01-27_14:45:55.127,cpu23,1.63,.46,97.89,0
2026-01-27_14:45:55.127,cpu24,2.24,.46,97.28,0
2026-01-27_14:45:55.127,cpu25,1.74,.45,97.80,0
2026-01-27_14:45:55.127,cpu26,1.86,.45,97.68,0
2026-01-27_14:45:55.127,cpu27,1.41,.44,98.13,0
2026-01-27_14:45:55.127,cpu28,1.05,.44,98.50,0
2026-01-27_14:45:55.127,cpu29,1.30,.43,98.25,0
2026-01-27_14:45:55.127,cpu30,1.17,.44,98.38,0
2026-01-27_14:45:55.127,cpu31,1.14,.43,98.41,0
2026-01-27_14:45:55.127,cpu32,1.98,.61,97.39,0
2026-01-27_14:45:55.127,cpu33,1.36,.52,98.11,0
2026-01-27_14:45:55.127,cpu34,1.06,.50,98.43,0
2026-01-27_14:45:55.127,cpu35,1.07,.49,98.42,0
2026-01-27_14:45:55.127,cpu36,1.02,.47,98.50,0
2026-01-27_14:45:55.127,cpu37,.98,.46,98.55,0
2026-01-27_14:45:55.127,cpu38,1.06,.47,98.46,0
2026-01-27_14:45:55.127,cpu39,.95,.47,98.56,0
2026-01-27_14:45:55.127,cpu40,.95,.47,98.56,0
2026-01-27_14:45:55.127,cpu41,1.18,.50,98.30,0
2026-01-27_14:45:55.127,cpu42,1.09,.48,98.42,0
2026-01-27_14:45:55.127,cpu43,.99,.46,98.53,0
2026-01-27_14:45:55.127,cpu44,.91,.45,98.62,0
2026-01-27_14:45:55.127,cpu45,.99,.45,98.54,0
2026-01-27_14:45:55.127,cpu46,.93,.45,98.60,0
2026-01-27_14:45:55.127,cpu47,.95,.44,98.60,0
2026-01-27_14:45:55.127,cpu48,2.71,.61,96.66,0
2026-01-27_14:45:55.127,cpu49,1.58,.54,97.86,0
2026-01-27_14:45:55.127,cpu50,1.37,.51,98.11,0
2026-01-27_14:45:55.127,cpu51,1.25,.49,98.24,0
2026-01-27_14:45:55.127,cpu52,1.19,.48,98.31,0
2026-01-27_14:45:55.127,cpu53,1.16,.47,98.35,0
2026-01-27_14:45:55.127,cpu54,1.18,.47,98.33,0
2026-01-27_14:45:55.127,cpu55,1.11,.46,98.41,0
2026-01-27_14:45:55.127,cpu56,1.10,.44,98.44,0
2026-01-27_14:45:55.127,cpu57,1.13,.46,98.40,0
2026-01-27_14:45:55.127,cpu58,1.09,.43,98.45,0
2026-01-27_14:45:55.127,cpu59,1.08,.45,98.46,0
2026-01-27_14:45:55.127,cpu60,1.09,.44,98.46,0
2026-01-27_14:45:55.127,cpu61,1.09,.45,98.44,0
2026-01-27_14:45:55.127,cpu62,1.10,.44,98.44,0
2026-01-27_14:45:55.127,cpu63,1.09,.44,98.46,0
2026-01-27_14:45:55.127,cpu64,1.19,.57,98.23,0
2026-01-27_14:45:55.127,cpu65,.97,.54,98.48,0
2026-01-27_14:45:55.127,cpu66,.88,.47,98.64,0
2026-01-27_14:45:55.127,cpu67,.90,.48,98.60,0
2026-01-27_14:45:55.127,cpu68,.81,.50,98.68,0
2026-01-27_14:45:55.127,cpu69,.82,.45,98.72,0
2026-01-27_14:45:55.127,cpu70,.80,.45,98.73,0
2026-01-27_14:45:55.127,cpu71,.79,.44,98.75,0
2026-01-27_14:45:55.127,cpu72,.79,.42,98.78,0
2026-01-27_14:45:55.127,cpu73,.82,.44,98.72,0
2026-01-27_14:45:55.127,cpu74,.77,.43,98.79,0
2026-01-27_14:45:55.127,cpu75,.78,.43,98.77,0
2026-01-27_14:45:55.127,cpu76,.78,.41,98.79,0
2026-01-27_14:45:55.127,cpu77,.78,.41,98.80,0
2026-01-27_14:45:55.127,cpu78,.77,.43,98.78,0
2026-01-27_14:45:55.127,cpu79,.81,.41,98.77,0
2026-01-27_14:45:55.127,cpu80,2.94,.45,96.60,0
2026-01-27_14:45:55.127,cpu81,1.62,.44,97.92,0
2026-01-27_14:45:55.127,cpu82,1.59,.44,97.95,0
2026-01-27_14:45:55.127,cpu83,1.32,.43,98.23,0
2026-01-27_14:45:55.127,cpu84,1.11,.44,98.44,0
2026-01-27_14:45:55.127,cpu85,1.17,.41,98.40,0
2026-01-27_14:45:55.127,cpu86,1.18,.41,98.40,0
2026-01-27_14:45:55.127,cpu87,1.28,.42,98.29,0
2026-01-27_14:45:55.127,cpu88,1.92,.42,97.65,0
2026-01-27_14:45:55.127,cpu89,1.57,.42,98.00,0
2026-01-27_14:45:55.127,cpu90,1.69,.44,97.85,0
2026-01-27_14:45:55.127,cpu91,1.36,.43,98.20,0
2026-01-27_14:45:55.127,cpu92,.92,.42,98.65,0
2026-01-27_14:45:55.127,cpu93,1.12,.45,98.41,0
2026-01-27_14:45:55.127,cpu94,1.03,.45,98.50,0
2026-01-27_14:45:55.127,cpu95,1.10,.42,98.47,0
2026-01-27_14:45:55.127,cpu96,1.11,.46,98.41,0
2026-01-27_14:45:55.127,cpu97,.98,.44,98.57,0
2026-01-27_14:45:55.127,cpu98,.86,.47,98.66,0
2026-01-27_14:45:55.127,cpu99,.87,.44,98.67,0
2026-01-27_14:45:55.127,cpu100,.87,.43,98.68,0
2026-01-27_14:45:55.127,cpu101,.83,.45,98.70,0
2026-01-27_14:45:55.127,cpu102,.85,.43,98.70,0
2026-01-27_14:45:55.127,cpu103,.84,.42,98.72,0
2026-01-27_14:45:55.127,cpu104,.83,.43,98.73,0
2026-01-27_14:45:55.127,cpu105,.85,.42,98.72,0
2026-01-27_14:45:55.127,cpu106,.80,.42,98.77,0
2026-01-27_14:45:55.127,cpu107,.84,.44,98.70,0
2026-01-27_14:45:55.127,cpu108,.84,.42,98.72,0
2026-01-27_14:45:55.127,cpu109,.89,.43,98.67,0
2026-01-27_14:45:55.127,cpu110,.84,.42,98.72,0
2026-01-27_14:45:55.127,cpu111,.83,.43,98.73,0
2026-01-27_14:45:55.127,cpu112,1.34,.44,98.20,0
2026-01-27_14:45:55.127,cpu113,1.11,.44,98.43,0
2026-01-27_14:45:55.127,cpu114,1.03,.44,98.51,0
2026-01-27_14:45:55.127,cpu115,1.02,.44,98.53,0
2026-01-27_14:45:55.127,cpu116,1.02,.43,98.53,0
2026-01-27_14:45:55.127,cpu117,.97,.43,98.58,0
2026-01-27_14:45:55.127,cpu118,1.02,.42,98.55,0
2026-01-27_14:45:55.127,cpu119,1.02,.42,98.55,0
2026-01-27_14:45:55.127,cpu120,1.01,.42,98.56,0
2026-01-27_14:45:55.127,cpu121,1.00,.45,98.54,0
2026-01-27_14:45:55.127,cpu122,.97,.42,98.59,0
2026-01-27_14:45:55.127,cpu123,.99,.43,98.57,0
2026-01-27_14:45:55.127,cpu124,1.02,.41,98.55,0
2026-01-27_14:45:55.127,cpu125,.99,.44,98.56,0
2026-01-27_14:45:55.127,cpu126,.97,.44,98.58,0
2026-01-27_14:45:55.127,cpu127,1.01,.44,98.53,0
2026-01-27_14:46:03.438,cpu,1.19,.46,98.33,0
2026-01-27_14:46:03.438,cpu0,2.80,1.53,95.65,0
2026-01-27_14:46:03.438,cpu1,1.28,.55,98.16,0
2026-01-27_14:46:03.438,cpu2,1.32,.54,98.13,0
2026-01-27_14:46:03.438,cpu3,1.23,.52,98.23,0
2026-01-27_14:46:03.438,cpu4,1.06,.53,98.40,0
2026-01-27_14:46:03.438,cpu5,1.11,.50,98.38,0
2026-01-27_14:46:03.438,cpu6,1.13,.47,98.39,0
2026-01-27_14:46:03.438,cpu7,1.06,.46,98.46,0
2026-01-27_14:46:03.438,cpu8,1.02,.45,98.51,0
2026-01-27_14:46:03.438,cpu9,.93,.44,98.61,0
2026-01-27_14:46:03.438,cpu10,.98,.45,98.55,0
2026-01-27_14:46:03.438,cpu11,.97,.44,98.58,0
2026-01-27_14:46:03.438,cpu12,.98,.43,98.57,0
2026-01-27_14:46:03.438,cpu13,1.00,.45,98.54,0
2026-01-27_14:46:03.438,cpu14,.99,.45,98.54,0
2026-01-27_14:46:03.438,cpu15,1.03,.44,98.52,0
2026-01-27_14:46:03.438,cpu16,4.42,.56,95.01,0
2026-01-27_14:46:03.438,cpu17,2.28,.53,97.17,0
2026-01-27_14:46:03.438,cpu18,2.07,.50,97.41,0
2026-01-27_14:46:03.438,cpu19,1.72,.49,97.78,0
2026-01-27_14:46:03.438,cpu20,1.59,.46,97.93,0
2026-01-27_14:46:03.438,cpu21,1.47,.46,98.06,0
2026-01-27_14:46:03.438,cpu22,1.36,.46,98.16,0
2026-01-27_14:46:03.438,cpu23,1.63,.46,97.89,0
2026-01-27_14:46:03.438,cpu24,2.24,.46,97.28,0
2026-01-27_14:46:03.438,cpu25,1.74,.45,97.80,0
2026-01-27_14:46:03.438,cpu26,1.86,.45,97.68,0
2026-01-27_14:46:03.438,cpu27,1.41,.44,98.13,0
2026-01-27_14:46:03.438,cpu28,1.05,.44,98.50,0
2026-01-27_14:46:03.438,cpu29,1.30,.43,98.25,0
2026-01-27_14:46:03.438,cpu30,1.17,.44,98.38,0
2026-01-27_14:46:03.438,cpu31,1.14,.43,98.41,0
2026-01-27_14:46:03.438,cpu32,1.98,.61,97.39,0
2026-01-27_14:46:03.438,cpu33,1.36,.52,98.11,0
2026-01-27_14:46:03.438,cpu34,1.06,.50,98.43,0
2026-01-27_14:46:03.438,cpu35,1.07,.49,98.42,0
2026-01-27_14:46:03.438,cpu36,1.02,.47,98.50,0
2026-01-27_14:46:03.438,cpu37,.98,.46,98.55,0
2026-01-27_14:46:03.438,cpu38,1.06,.47,98.46,0
2026-01-27_14:46:03.438,cpu39,.95,.47,98.56,0
2026-01-27_14:46:03.438,cpu40,.95,.47,98.56,0
2026-01-27_14:46:03.438,cpu41,1.18,.50,98.30,0
2026-01-27_14:46:03.438,cpu42,1.09,.48,98.42,0
2026-01-27_14:46:03.438,cpu43,.99,.46,98.53,0
2026-01-27_14:46:03.438,cpu44,.91,.45,98.62,0
2026-01-27_14:46:03.438,cpu45,.99,.45,98.54,0
2026-01-27_14:46:03.438,cpu46,.93,.45,98.60,0
2026-01-27_14:46:03.438,cpu47,.95,.44,98.60,0
2026-01-27_14:46:03.438,cpu48,2.71,.61,96.66,0
2026-01-27_14:46:03.438,cpu49,1.58,.54,97.86,0
2026-01-27_14:46:03.438,cpu50,1.37,.51,98.11,0
2026-01-27_14:46:03.438,cpu51,1.25,.49,98.24,0
2026-01-27_14:46:03.438,cpu52,1.19,.48,98.31,0
2026-01-27_14:46:03.438,cpu53,1.16,.47,98.35,0
2026-01-27_14:46:03.438,cpu54,1.18,.47,98.33,0
2026-01-27_14:46:03.438,cpu55,1.11,.46,98.41,0
2026-01-27_14:46:03.438,cpu56,1.10,.44,98.44,0
2026-01-27_14:46:03.438,cpu57,1.13,.46,98.40,0
2026-01-27_14:46:03.438,cpu58,1.09,.43,98.45,0
2026-01-27_14:46:03.438,cpu59,1.08,.45,98.46,0
2026-01-27_14:46:03.438,cpu60,1.09,.44,98.46,0
2026-01-27_14:46:03.438,cpu61,1.09,.45,98.44,0
2026-01-27_14:46:03.438,cpu62,1.10,.44,98.44,0
2026-01-27_14:46:03.438,cpu63,1.09,.44,98.46,0
2026-01-27_14:46:03.438,cpu64,1.19,.57,98.23,0
2026-01-27_14:46:03.438,cpu65,.97,.54,98.48,0
2026-01-27_14:46:03.438,cpu66,.88,.47,98.64,0
2026-01-27_14:46:03.438,cpu67,.90,.48,98.60,0
2026-01-27_14:46:03.438,cpu68,.81,.50,98.68,0
2026-01-27_14:46:03.438,cpu69,.82,.45,98.72,0
2026-01-27_14:46:03.438,cpu70,.80,.45,98.73,0
2026-01-27_14:46:03.438,cpu71,.79,.44,98.75,0
2026-01-27_14:46:03.438,cpu72,.79,.42,98.78,0
2026-01-27_14:46:03.438,cpu73,.82,.44,98.72,0
2026-01-27_14:46:03.438,cpu74,.77,.43,98.79,0
2026-01-27_14:46:03.438,cpu75,.78,.43,98.77,0
2026-01-27_14:46:03.438,cpu76,.78,.41,98.79,0
2026-01-27_14:46:03.438,cpu77,.78,.41,98.80,0
2026-01-27_14:46:03.438,cpu78,.77,.43,98.78,0
2026-01-27_14:46:03.438,cpu79,.81,.41,98.77,0
2026-01-27_14:46:03.438,cpu80,2.94,.45,96.60,0
2026-01-27_14:46:03.438,cpu81,1.62,.44,97.92,0
2026-01-27_14:46:03.438,cpu82,1.59,.44,97.95,0
2026-01-27_14:46:03.438,cpu83,1.32,.43,98.23,0
2026-01-27_14:46:03.438,cpu84,1.11,.44,98.44,0
2026-01-27_14:46:03.438,cpu85,1.17,.41,98.40,0
2026-01-27_14:46:03.438,cpu86,1.18,.41,98.40,0
2026-01-27_14:46:03.438,cpu87,1.28,.42,98.29,0
2026-01-27_14:46:03.438,cpu88,1.92,.42,97.65,0
2026-01-27_14:46:03.438,cpu89,1.57,.42,98.00,0
2026-01-27_14:46:03.438,cpu90,1.69,.44,97.85,0
2026-01-27_14:46:03.438,cpu91,1.36,.43,98.20,0
2026-01-27_14:46:03.438,cpu92,.92,.42,98.65,0
2026-01-27_14:46:03.438,cpu93,1.12,.45,98.41,0
2026-01-27_14:46:03.438,cpu94,1.03,.45,98.50,0
2026-01-27_14:46:03.438,cpu95,1.10,.42,98.47,0
2026-01-27_14:46:03.438,cpu96,1.11,.46,98.41,0
2026-01-27_14:46:03.438,cpu97,.98,.44,98.57,0
2026-01-27_14:46:03.438,cpu98,.86,.47,98.66,0
2026-01-27_14:46:03.438,cpu99,.87,.44,98.67,0
2026-01-27_14:46:03.438,cpu100,.87,.43,98.68,0
2026-01-27_14:46:03.438,cpu101,.83,.45,98.70,0
2026-01-27_14:46:03.438,cpu102,.85,.43,98.70,0
2026-01-27_14:46:03.438,cpu103,.84,.42,98.72,0
2026-01-27_14:46:03.438,cpu104,.83,.43,98.73,0
2026-01-27_14:46:03.438,cpu105,.85,.42,98.72,0
2026-01-27_14:46:03.438,cpu106,.80,.42,98.77,0
2026-01-27_14:46:03.438,cpu107,.84,.44,98.70,0
2026-01-27_14:46:03.438,cpu108,.84,.42,98.72,0
2026-01-27_14:46:03.438,cpu109,.89,.43,98.67,0
2026-01-27_14:46:03.438,cpu110,.84,.42,98.72,0
2026-01-27_14:46:03.438,cpu111,.83,.43,98.73,0
2026-01-27_14:46:03.438,cpu112,1.34,.44,98.20,0
2026-01-27_14:46:03.438,cpu113,1.11,.44,98.43,0
2026-01-27_14:46:03.438,cpu114,1.03,.44,98.51,0
2026-01-27_14:46:03.438,cpu115,1.02,.44,98.53,0
2026-01-27_14:46:03.438,cpu116,1.02,.43,98.53,0
2026-01-27_14:46:03.438,cpu117,.97,.43,98.58,0
2026-01-27_14:46:03.438,cpu118,1.02,.42,98.55,0
2026-01-27_14:46:03.438,cpu119,1.02,.42,98.55,0
2026-01-27_14:46:03.438,cpu120,1.01,.42,98.56,0
2026-01-27_14:46:03.438,cpu121,1.00,.45,98.54,0
2026-01-27_14:46:03.438,cpu122,.97,.42,98.59,0
2026-01-27_14:46:03.438,cpu123,.99,.43,98.57,0
2026-01-27_14:46:03.438,cpu124,1.02,.41,98.55,0
2026-01-27_14:46:03.438,cpu125,.99,.44,98.56,0
2026-01-27_14:46:03.438,cpu126,.97,.44,98.58,0
2026-01-27_14:46:03.438,cpu127,1.01,.44,98.53,0
2026-01-27_14:46:11.745,cpu,1.19,.46,98.33,0
2026-01-27_14:46:11.745,cpu0,2.80,1.53,95.65,0
2026-01-27_14:46:11.745,cpu1,1.28,.55,98.16,0
2026-01-27_14:46:11.745,cpu2,1.32,.54,98.13,0
2026-01-27_14:46:11.745,cpu3,1.23,.52,98.23,0
2026-01-27_14:46:11.745,cpu4,1.06,.53,98.40,0
2026-01-27_14:46:11.745,cpu5,1.11,.50,98.38,0
2026-01-27_14:46:11.745,cpu6,1.13,.47,98.39,0
2026-01-27_14:46:11.745,cpu7,1.06,.46,98.46,0
2026-01-27_14:46:11.745,cpu8,1.02,.45,98.51,0
2026-01-27_14:46:11.745,cpu9,.93,.44,98.61,0
2026-01-27_14:46:11.745,cpu10,.98,.45,98.55,0
2026-01-27_14:46:11.745,cpu11,.97,.44,98.58,0
2026-01-27_14:46:11.745,cpu12,.98,.43,98.57,0
2026-01-27_14:46:11.745,cpu13,1.00,.45,98.54,0
2026-01-27_14:46:11.745,cpu14,.99,.45,98.54,0
2026-01-27_14:46:11.745,cpu15,1.03,.44,98.52,0
2026-01-27_14:46:11.745,cpu16,4.42,.56,95.01,0
2026-01-27_14:46:11.745,cpu17,2.28,.53,97.17,0
2026-01-27_14:46:11.745,cpu18,2.07,.50,97.41,0
2026-01-27_14:46:11.745,cpu19,1.72,.49,97.78,0
2026-01-27_14:46:11.745,cpu20,1.59,.46,97.93,0
2026-01-27_14:46:11.745,cpu21,1.47,.46,98.06,0
2026-01-27_14:46:11.745,cpu22,1.36,.46,98.16,0
2026-01-27_14:46:11.745,cpu23,1.63,.46,97.89,0
2026-01-27_14:46:11.745,cpu24,2.24,.46,97.28,0
2026-01-27_14:46:11.745,cpu25,1.74,.45,97.80,0
2026-01-27_14:46:11.745,cpu26,1.86,.45,97.68,0
2026-01-27_14:46:11.745,cpu27,1.41,.44,98.13,0
2026-01-27_14:46:11.745,cpu28,1.05,.44,98.50,0
2026-01-27_14:46:11.745,cpu29,1.30,.43,98.25,0
2026-01-27_14:46:11.745,cpu30,1.17,.44,98.38,0
2026-01-27_14:46:11.745,cpu31,1.14,.43,98.41,0
2026-01-27_14:46:11.745,cpu32,1.98,.61,97.39,0
2026-01-27_14:46:11.745,cpu33,1.36,.52,98.11,0
2026-01-27_14:46:11.745,cpu34,1.06,.50,98.43,0
2026-01-27_14:46:11.745,cpu35,1.07,.49,98.42,0
2026-01-27_14:46:11.745,cpu36,1.02,.47,98.50,0
2026-01-27_14:46:11.745,cpu37,.98,.46,98.55,0
2026-01-27_14:46:11.745,cpu38,1.06,.47,98.46,0
2026-01-27_14:46:11.745,cpu39,.95,.47,98.56,0
2026-01-27_14:46:11.745,cpu40,.95,.47,98.56,0
2026-01-27_14:46:11.745,cpu41,1.18,.50,98.30,0
2026-01-27_14:46:11.745,cpu42,1.09,.48,98.42,0
2026-01-27_14:46:11.745,cpu43,.99,.46,98.53,0
2026-01-27_14:46:11.745,cpu44,.91,.45,98.62,0
2026-01-27_14:46:11.745,cpu45,.99,.45,98.54,0
2026-01-27_14:46:11.745,cpu46,.93,.45,98.60,0
2026-01-27_14:46:11.745,cpu47,.95,.44,98.60,0
2026-01-27_14:46:11.745,cpu48,2.71,.61,96.66,0
2026-01-27_14:46:11.745,cpu49,1.58,.54,97.86,0
2026-01-27_14:46:11.745,cpu50,1.37,.51,98.11,0
2026-01-27_14:46:11.745,cpu51,1.25,.49,98.24,0
2026-01-27_14:46:11.745,cpu52,1.19,.48,98.31,0
2026-01-27_14:46:11.745,cpu53,1.16,.47,98.35,0
2026-01-27_14:46:11.745,cpu54,1.18,.47,98.33,0
2026-01-27_14:46:11.745,cpu55,1.11,.46,98.41,0
2026-01-27_14:46:11.745,cpu56,1.10,.44,98.44,0
2026-01-27_14:46:11.745,cpu57,1.13,.46,98.40,0
2026-01-27_14:46:11.745,cpu58,1.09,.43,98.45,0
2026-01-27_14:46:11.745,cpu59,1.08,.45,98.46,0
2026-01-27_14:46:11.745,cpu60,1.09,.44,98.46,0
2026-01-27_14:46:11.745,cpu61,1.09,.45,98.44,0
2026-01-27_14:46:11.745,cpu62,1.10,.44,98.44,0
2026-01-27_14:46:11.745,cpu63,1.09,.44,98.46,0
2026-01-27_14:46:11.745,cpu64,1.19,.57,98.23,0
2026-01-27_14:46:11.745,cpu65,.97,.54,98.48,0
2026-01-27_14:46:11.745,cpu66,.88,.47,98.64,0
2026-01-27_14:46:11.745,cpu67,.90,.48,98.60,0
2026-01-27_14:46:11.745,cpu68,.81,.50,98.68,0
2026-01-27_14:46:11.745,cpu69,.82,.45,98.72,0
2026-01-27_14:46:11.745,cpu70,.80,.45,98.73,0
2026-01-27_14:46:11.745,cpu71,.79,.44,98.75,0
2026-01-27_14:46:11.745,cpu72,.79,.42,98.78,0
2026-01-27_14:46:11.745,cpu73,.82,.44,98.72,0
2026-01-27_14:46:11.745,cpu74,.77,.43,98.79,0
2026-01-27_14:46:11.745,cpu75,.78,.43,98.77,0
2026-01-27_14:46:11.745,cpu76,.78,.41,98.79,0
2026-01-27_14:46:11.745,cpu77,.78,.41,98.80,0
2026-01-27_14:46:11.745,cpu78,.77,.43,98.78,0
2026-01-27_14:46:11.745,cpu79,.81,.41,98.77,0
2026-01-27_14:46:11.745,cpu80,2.94,.45,96.60,0
2026-01-27_14:46:11.745,cpu81,1.62,.44,97.92,0
2026-01-27_14:46:11.745,cpu82,1.59,.44,97.95,0
2026-01-27_14:46:11.745,cpu83,1.32,.43,98.23,0
2026-01-27_14:46:11.745,cpu84,1.11,.44,98.44,0
2026-01-27_14:46:11.745,cpu85,1.17,.41,98.40,0
2026-01-27_14:46:11.745,cpu86,1.18,.41,98.40,0
2026-01-27_14:46:11.745,cpu87,1.28,.42,98.29,0
2026-01-27_14:46:11.745,cpu88,1.92,.42,97.65,0
2026-01-27_14:46:11.745,cpu89,1.57,.42,98.00,0
2026-01-27_14:46:11.745,cpu90,1.69,.44,97.85,0
2026-01-27_14:46:11.745,cpu91,1.36,.43,98.20,0
2026-01-27_14:46:11.745,cpu92,.92,.42,98.65,0
2026-01-27_14:46:11.745,cpu93,1.12,.45,98.41,0
2026-01-27_14:46:11.745,cpu94,1.03,.45,98.50,0
2026-01-27_14:46:11.745,cpu95,1.10,.42,98.47,0
2026-01-27_14:46:11.745,cpu96,1.11,.46,98.41,0
2026-01-27_14:46:11.745,cpu97,.98,.44,98.57,0
2026-01-27_14:46:11.745,cpu98,.86,.47,98.66,0
2026-01-27_14:46:11.745,cpu99,.87,.44,98.67,0
2026-01-27_14:46:11.745,cpu100,.87,.43,98.68,0
2026-01-27_14:46:11.745,cpu101,.83,.45,98.70,0
2026-01-27_14:46:11.745,cpu102,.85,.43,98.70,0
2026-01-27_14:46:11.745,cpu103,.84,.42,98.72,0
2026-01-27_14:46:11.745,cpu104,.83,.43,98.73,0
2026-01-27_14:46:11.745,cpu105,.85,.42,98.72,0
2026-01-27_14:46:11.745,cpu106,.80,.42,98.77,0
2026-01-27_14:46:11.745,cpu107,.84,.44,98.70,0
2026-01-27_14:46:11.745,cpu108,.84,.42,98.72,0
2026-01-27_14:46:11.745,cpu109,.89,.43,98.67,0
2026-01-27_14:46:11.745,cpu110,.84,.42,98.72,0
2026-01-27_14:46:11.745,cpu111,.83,.43,98.73,0
2026-01-27_14:46:11.745,cpu112,1.34,.44,98.20,0
2026-01-27_14:46:11.745,cpu113,1.11,.44,98.43,0
2026-01-27_14:46:11.745,cpu114,1.03,.44,98.51,0
2026-01-27_14:46:11.745,cpu115,1.02,.44,98.53,0
2026-01-27_14:46:11.745,cpu116,1.02,.43,98.53,0
2026-01-27_14:46:11.745,cpu117,.97,.43,98.58,0
2026-01-27_14:46:11.745,cpu118,1.02,.42,98.55,0
2026-01-27_14:46:11.745,cpu119,1.02,.42,98.55,0
2026-01-27_14:46:11.745,cpu120,1.01,.42,98.56,0
2026-01-27_14:46:11.745,cpu121,1.00,.45,98.54,0
2026-01-27_14:46:11.745,cpu122,.97,.42,98.59,0
2026-01-27_14:46:11.745,cpu123,.99,.43,98.57,0
2026-01-27_14:46:11.745,cpu124,1.02,.41,98.55,0
2026-01-27_14:46:11.745,cpu125,.99,.44,98.56,0
2026-01-27_14:46:11.745,cpu126,.97,.44,98.58,0
2026-01-27_14:46:11.745,cpu127,1.01,.44,98.53,0
2026-01-27_14:46:20.062,cpu,1.19,.46,98.33,0
2026-01-27_14:46:20.062,cpu0,2.80,1.53,95.65,0
2026-01-27_14:46:20.062,cpu1,1.28,.55,98.16,0
2026-01-27_14:46:20.062,cpu2,1.32,.54,98.13,0
2026-01-27_14:46:20.062,cpu3,1.23,.52,98.23,0
2026-01-27_14:46:20.062,cpu4,1.06,.53,98.40,0
2026-01-27_14:46:20.062,cpu5,1.11,.50,98.38,0
2026-01-27_14:46:20.062,cpu6,1.13,.47,98.39,0
2026-01-27_14:46:20.062,cpu7,1.06,.46,98.46,0
2026-01-27_14:46:20.062,cpu8,1.02,.45,98.51,0
2026-01-27_14:46:20.062,cpu9,.93,.44,98.61,0
2026-01-27_14:46:20.062,cpu10,.98,.45,98.55,0
2026-01-27_14:46:20.062,cpu11,.97,.44,98.58,0
2026-01-27_14:46:20.062,cpu12,.98,.43,98.57,0
2026-01-27_14:46:20.062,cpu13,1.00,.45,98.54,0
2026-01-27_14:46:20.062,cpu14,.99,.45,98.54,0
2026-01-27_14:46:20.062,cpu15,1.03,.44,98.52,0
2026-01-27_14:46:20.062,cpu16,4.42,.56,95.01,0
2026-01-27_14:46:20.062,cpu17,2.28,.53,97.17,0
2026-01-27_14:46:20.062,cpu18,2.07,.50,97.41,0
2026-01-27_14:46:20.062,cpu19,1.72,.49,97.78,0
2026-01-27_14:46:20.062,cpu20,1.59,.46,97.93,0
2026-01-27_14:46:20.062,cpu21,1.47,.46,98.06,0
2026-01-27_14:46:20.062,cpu22,1.36,.46,98.16,0
2026-01-27_14:46:20.062,cpu23,1.63,.46,97.89,0
2026-01-27_14:46:20.062,cpu24,2.24,.46,97.28,0
2026-01-27_14:46:20.062,cpu25,1.74,.45,97.80,0
2026-01-27_14:46:20.062,cpu26,1.86,.45,97.68,0
2026-01-27_14:46:20.062,cpu27,1.41,.44,98.13,0
2026-01-27_14:46:20.062,cpu28,1.05,.44,98.50,0
2026-01-27_14:46:20.062,cpu29,1.30,.43,98.25,0
2026-01-27_14:46:20.062,cpu30,1.17,.44,98.38,0
2026-01-27_14:46:20.062,cpu31,1.14,.43,98.41,0
2026-01-27_14:46:20.062,cpu32,1.98,.61,97.39,0
2026-01-27_14:46:20.062,cpu33,1.36,.52,98.11,0
2026-01-27_14:46:20.062,cpu34,1.06,.50,98.43,0
2026-01-27_14:46:20.062,cpu35,1.07,.49,98.42,0
2026-01-27_14:46:20.062,cpu36,1.02,.47,98.50,0
2026-01-27_14:46:20.062,cpu37,.98,.46,98.55,0
2026-01-27_14:46:20.062,cpu38,1.06,.47,98.46,0
