timestamp,gpu_index,gpu_util_pct,mem_util_pct,mem_used_mb,mem_total_mb,power_w,temp_c,sm_clock_mhz,mem_clock_mhz
2026-01-27_14:53:10.894,0, 23, 0, 4216, 95830, 92.12, 57, 1500, 2619
2026-01-27_14:53:10.894,1, 0, 0, 88, 95830, 87.53, 45, 1500, 2619
2026-01-27_14:53:11.962,0, 91, 1, 4216, 95830, 115.24, 58, 1500, 2619
2026-01-27_14:53:11.962,1, 0, 0, 88, 95830, 87.43, 45, 1500, 2619
2026-01-27_14:53:13.031,0, 92, 1, 4216, 95830, 121.06, 58, 1500, 2619
2026-01-27_14:53:13.031,1, 0, 0, 88, 95830, 87.35, 45, 1500, 2619
2026-01-27_14:53:14.100,0, 92, 1, 4216, 95830, 120.68, 58, 1500, 2619
2026-01-27_14:53:14.100,1, 0, 0, 88, 95830, 87.38, 45, 1500, 2619
2026-01-27_14:53:15.169,0, 93, 1, 4216, 95830, 121.02, 58, 1500, 2619
2026-01-27_14:53:15.169,1, 0, 0, 88, 95830, 87.34, 45, 1500, 2619
2026-01-27_14:53:16.236,0, 91, 1, 4216, 95830, 120.46, 58, 1500, 2619
2026-01-27_14:53:16.236,1, 0, 0, 88, 95830, 87.40, 45, 1500, 2619
2026-01-27_14:53:17.306,0, 0, 0, 4160, 95830, 102.13, 57, 1500, 2619
2026-01-27_14:53:17.306,1, 0, 0, 88, 95830, 87.51, 45, 1500, 2619
2026-01-27_14:53:18.380,0, 13, 0, 4174, 95830, 92.08, 57, 1500, 2619
2026-01-27_14:53:18.380,1, 0, 0, 88, 95830, 87.43, 45, 1500, 2619
2026-01-27_14:53:19.463,0, 44, 0, 4196, 95830, 92.03, 57, 1500, 2619
2026-01-27_14:53:19.463,1, 0, 0, 88, 95830, 87.65, 45, 1500, 2619
2026-01-27_14:53:20.538,0, 33, 0, 4208, 95830, 91.92, 57, 1500, 2619
2026-01-27_14:53:20.538,1, 0, 0, 88, 95830, 87.42, 45, 1500, 2619
2026-01-27_14:53:21.620,0, 91, 1, 4216, 95830, 105.22, 57, 1500, 2619
2026-01-27_14:53:21.620,1, 0, 0, 88, 95830, 87.45, 45, 1500, 2619
2026-01-27_14:53:22.689,0, 94, 1, 4216, 95830, 120.32, 58, 1500, 2619
2026-01-27_14:53:22.689,1, 0, 0, 88, 95830, 87.34, 45, 1500, 2619
2026-01-27_14:53:23.756,0, 92, 1, 4216, 95830, 120.57, 58, 1500, 2619
2026-01-27_14:53:23.756,1, 0, 0, 88, 95830, 87.39, 45, 1500, 2619
2026-01-27_14:53:24.824,0, 90, 1, 4216, 95830, 120.33, 58, 1500, 2619
2026-01-27_14:53:24.824,1, 0, 0, 88, 95830, 87.37, 45, 1500, 2619
2026-01-27_14:53:25.891,0, 90, 1, 4216, 95830, 119.95, 58, 1500, 2619
2026-01-27_14:53:25.891,1, 0, 0, 88, 95830, 87.37, 45, 1500, 2619
2026-01-27_14:53:26.957,0, 0, 0, 4116, 95830, 109.23, 57, 1500, 2619
2026-01-27_14:53:26.957,1, 0, 0, 88, 95830, 87.39, 45, 1500, 2619
2026-01-27_14:53:28.029,0, 0, 0, 4170, 95830, 91.96, 57, 1500, 2619
2026-01-27_14:53:28.029,1, 0, 0, 88, 95830, 87.56, 45, 1500, 2619
2026-01-27_14:53:29.111,0, 55, 0, 4192, 95830, 91.93, 57, 1500, 2619
2026-01-27_14:53:29.111,1, 0, 0, 88, 95830, 87.53, 45, 1500, 2619
2026-01-27_14:53:30.183,0, 59, 0, 4206, 95830, 91.82, 57, 1500, 2619
2026-01-27_14:53:30.183,1, 0, 0, 88, 95830, 87.54, 46, 1500, 2619
2026-01-27_14:53:31.258,0, 91, 1, 4216, 95830, 96.95, 57, 1500, 2619
2026-01-27_14:53:31.258,1, 0, 0, 88, 95830, 87.52, 45, 1500, 2619
2026-01-27_14:53:32.325,0, 89, 1, 4216, 95830, 120.57, 57, 1500, 2619
2026-01-27_14:53:32.325,1, 0, 0, 88, 95830, 87.36, 46, 1500, 2619
2026-01-27_14:53:33.392,0, 89, 1, 4216, 95830, 120.82, 57, 1500, 2619
2026-01-27_14:53:33.392,1, 0, 0, 88, 95830, 87.39, 45, 1500, 2619
2026-01-27_14:53:34.460,0, 93, 1, 4216, 95830, 119.90, 57, 1500, 2619
2026-01-27_14:53:34.460,1, 0, 0, 88, 95830, 87.39, 45, 1500, 2619
2026-01-27_14:53:35.527,0, 91, 1, 4216, 95830, 120.39, 58, 1500, 2619
2026-01-27_14:53:35.527,1, 0, 0, 88, 95830, 87.39, 45, 1500, 2619
2026-01-27_14:53:36.596,0, 93, 1, 4064, 95830, 119.88, 58, 1500, 2619
2026-01-27_14:53:36.596,1, 0, 0, 88, 95830, 87.36, 45, 1500, 2619
2026-01-27_14:53:37.668,0, 0, 0, 4170, 95830, 91.69, 57, 1500, 2619
2026-01-27_14:53:37.668,1, 0, 0, 88, 95830, 87.41, 45, 1500, 2619
2026-01-27_14:53:38.738,0, 64, 0, 4182, 95830, 91.92, 57, 1500, 2619
2026-01-27_14:53:38.738,1, 0, 0, 88, 95830, 87.54, 46, 1500, 2619
2026-01-27_14:53:39.809,0, 65, 0, 4202, 95830, 91.88, 57, 1500, 2619
2026-01-27_14:53:39.809,1, 0, 0, 88, 95830, 87.53, 45, 1500, 2619
2026-01-27_14:53:40.876,0, 0, 0, 4214, 95830, 91.76, 57, 1500, 2619
2026-01-27_14:53:40.876,1, 0, 0, 88, 95830, 87.46, 46, 1500, 2619
2026-01-27_14:53:41.946,0, 91, 1, 4216, 95830, 117.59, 57, 1500, 2619
2026-01-27_14:53:41.946,1, 0, 0, 88, 95830, 87.38, 45, 1500, 2619
2026-01-27_14:53:43.014,0, 92, 1, 4216, 95830, 120.54, 57, 1500, 2619
2026-01-27_14:53:43.014,1, 0, 0, 88, 95830, 87.38, 45, 1500, 2619
2026-01-27_14:53:44.081,0, 91, 1, 4216, 95830, 119.69, 57, 1500, 2619
2026-01-27_14:53:44.081,1, 0, 0, 88, 95830, 87.37, 45, 1500, 2619
2026-01-27_14:53:45.150,0, 92, 1, 4216, 95830, 120.50, 57, 1500, 2619
2026-01-27_14:53:45.150,1, 0, 0, 88, 95830, 87.40, 45, 1500, 2619
2026-01-27_14:53:46.217,0, 90, 1, 4216, 95830, 120.48, 57, 1500, 2619
2026-01-27_14:53:46.217,1, 0, 0, 88, 95830, 87.37, 45, 1500, 2619
2026-01-27_14:53:47.283,0, 0, 0, 2142, 95830, 95.77, 57, 1500, 2619
2026-01-27_14:53:47.283,1, 0, 0, 88, 95830, 87.58, 45, 1500, 2619
2026-01-27_14:53:48.533,0, 1, 0, 1352, 95830, 93.62, 57, 1500, 2619
2026-01-27_14:53:48.533,1, 0, 0, 88, 95830, 87.51, 45, 1500, 2619
2026-01-27_14:53:49.597,0, 2, 0, 680, 95830, 93.68, 57, 1500, 2619
2026-01-27_14:53:49.597,1, 0, 0, 88, 95830, 87.48, 46, 1500, 2619
2026-01-27_14:53:50.659,0, 0, 0, 697, 95830, 92.75, 56, 1500, 2619
2026-01-27_14:53:50.659,1, 0, 0, 88, 95830, 87.56, 45, 1500, 2619
2026-01-27_14:53:51.755,0, 0, 0, 1218, 95830, 93.02, 56, 1500, 2619
2026-01-27_14:53:51.755,1, 0, 0, 88, 95830, 87.46, 46, 1500, 2619
2026-01-27_14:53:52.828,0, 0, 0, 1478, 95830, 93.74, 56, 1500, 2619
2026-01-27_14:53:52.828,1, 0, 0, 88, 95830, 87.48, 45, 1500, 2619
2026-01-27_14:53:53.907,0, 0, 0, 1498, 95830, 93.99, 56, 1500, 2619
2026-01-27_14:53:53.907,1, 0, 0, 88, 95830, 87.64, 46, 1500, 2619
2026-01-27_14:53:54.975,0, 0, 0, 2038, 95830, 91.70, 56, 1500, 2619
2026-01-27_14:53:54.975,1, 0, 0, 88, 95830, 87.50, 45, 1500, 2619
2026-01-27_14:53:56.043,0, 0, 0, 4172, 95830, 91.55, 56, 1500, 2619
2026-01-27_14:53:56.043,1, 0, 0, 88, 95830, 87.50, 45, 1500, 2619
2026-01-27_14:53:57.133,0, 0, 0, 4486, 95830, 91.44, 56, 1500, 2619
2026-01-27_14:53:57.133,1, 0, 0, 88, 95830, 87.59, 46, 1500, 2619
2026-01-27_14:53:58.204,0, 64, 0, 4594, 95830, 91.46, 56, 1500, 2619
2026-01-27_14:53:58.204,1, 0, 0, 88, 95830, 87.49, 45, 1500, 2619
2026-01-27_14:53:59.280,0, 64, 0, 4610, 95830, 91.45, 56, 1500, 2619
2026-01-27_14:53:59.280,1, 0, 0, 88, 95830, 87.60, 46, 1500, 2619
2026-01-27_14:54:00.349,0, 0, 0, 4622, 95830, 91.44, 56, 1500, 2619
2026-01-27_14:54:00.349,1, 0, 0, 88, 95830, 87.53, 46, 1500, 2619
2026-01-27_14:54:01.436,0, 0, 0, 4638, 95830, 91.41, 56, 1500, 2619
2026-01-27_14:54:01.436,1, 0, 0, 88, 95830, 87.50, 46, 1500, 2619
2026-01-27_14:54:02.509,0, 89, 1, 4646, 95830, 109.29, 57, 1500, 2619
2026-01-27_14:54:02.509,1, 0, 0, 88, 95830, 87.51, 45, 1500, 2619
2026-01-27_14:54:03.575,0, 92, 1, 4646, 95830, 122.68, 57, 1500, 2619
2026-01-27_14:54:03.575,1, 0, 0, 88, 95830, 87.37, 45, 1500, 2619
2026-01-27_14:54:04.644,0, 91, 1, 4646, 95830, 122.18, 57, 1500, 2619
2026-01-27_14:54:04.644,1, 0, 0, 88, 95830, 87.37, 46, 1500, 2619
2026-01-27_14:54:05.713,0, 91, 1, 4646, 95830, 123.21, 57, 1500, 2619
2026-01-27_14:54:05.713,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:54:06.781,0, 89, 1, 4646, 95830, 123.40, 57, 1500, 2619
2026-01-27_14:54:06.781,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:54:07.847,0, 0, 0, 4514, 95830, 112.45, 56, 1500, 2619
2026-01-27_14:54:07.847,1, 0, 0, 88, 95830, 87.41, 46, 1500, 2619
2026-01-27_14:54:08.921,0, 0, 0, 4594, 95830, 91.40, 56, 1500, 2619
2026-01-27_14:54:08.921,1, 0, 0, 88, 95830, 87.44, 46, 1500, 2619
2026-01-27_14:54:09.990,0, 0, 0, 4604, 95830, 91.51, 56, 1500, 2619
2026-01-27_14:54:09.990,1, 0, 0, 88, 95830, 87.51, 46, 1500, 2619
2026-01-27_14:54:11.063,0, 0, 0, 4616, 95830, 91.35, 56, 1500, 2619
2026-01-27_14:54:11.063,1, 0, 0, 88, 95830, 87.51, 45, 1500, 2619
2026-01-27_14:54:12.149,0, 64, 0, 4632, 95830, 91.40, 56, 1500, 2619
2026-01-27_14:54:12.149,1, 0, 0, 88, 95830, 87.45, 46, 1500, 2619
2026-01-27_14:54:13.231,0, 90, 1, 4646, 95830, 101.53, 57, 1500, 2619
2026-01-27_14:54:13.231,1, 0, 0, 88, 95830, 87.51, 46, 1500, 2619
2026-01-27_14:54:14.302,0, 90, 1, 4646, 95830, 122.93, 57, 1500, 2619
2026-01-27_14:54:14.302,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:54:15.371,0, 90, 1, 4646, 95830, 122.50, 57, 1500, 2619
2026-01-27_14:54:15.371,1, 0, 0, 88, 95830, 87.36, 46, 1500, 2619
2026-01-27_14:54:16.438,0, 93, 1, 4646, 95830, 122.92, 57, 1500, 2619
2026-01-27_14:54:16.438,1, 0, 0, 88, 95830, 87.36, 46, 1500, 2619
2026-01-27_14:54:17.506,0, 92, 1, 4646, 95830, 123.35, 57, 1500, 2619
2026-01-27_14:54:17.506,1, 0, 0, 88, 95830, 87.37, 46, 1500, 2619
2026-01-27_14:54:18.572,0, 1, 0, 4486, 95830, 118.82, 56, 1500, 2619
2026-01-27_14:54:18.572,1, 0, 0, 88, 95830, 87.40, 46, 1500, 2619
2026-01-27_14:54:19.643,0, 0, 0, 4642, 95830, 91.37, 56, 1500, 2619
2026-01-27_14:54:19.643,1, 0, 0, 88, 95830, 87.50, 46, 1500, 2619
2026-01-27_14:54:20.714,0, 55, 0, 4598, 95830, 91.39, 56, 1500, 2619
2026-01-27_14:54:20.714,1, 0, 0, 88, 95830, 87.59, 46, 1500, 2619
2026-01-27_14:54:21.794,0, 59, 0, 4616, 95830, 91.27, 56, 1500, 2619
2026-01-27_14:54:21.794,1, 0, 0, 88, 95830, 87.46, 46, 1500, 2619
2026-01-27_14:54:22.867,0, 64, 0, 4636, 95830, 91.39, 56, 1500, 2619
2026-01-27_14:54:22.867,1, 0, 0, 88, 95830, 87.49, 46, 1500, 2619
2026-01-27_14:54:23.935,0, 92, 1, 4646, 95830, 96.19, 56, 1500, 2619
2026-01-27_14:54:23.935,1, 0, 0, 88, 95830, 87.57, 45, 1500, 2619
2026-01-27_14:54:25.003,0, 92, 1, 4646, 95830, 123.01, 57, 1500, 2619
2026-01-27_14:54:25.003,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:54:26.071,0, 93, 1, 4646, 95830, 122.34, 57, 1500, 2619
2026-01-27_14:54:26.071,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:54:27.138,0, 90, 1, 4646, 95830, 122.75, 57, 1500, 2619
2026-01-27_14:54:27.138,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:54:28.207,0, 90, 1, 4646, 95830, 122.68, 57, 1500, 2619
2026-01-27_14:54:28.207,1, 0, 0, 88, 95830, 87.39, 46, 1500, 2619
2026-01-27_14:54:29.274,0, 91, 1, 4646, 95830, 123.10, 57, 1500, 2619
2026-01-27_14:54:29.274,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:54:30.341,0, 0, 0, 4606, 95830, 91.38, 56, 1500, 2619
2026-01-27_14:54:30.341,1, 0, 0, 88, 95830, 87.47, 45, 1500, 2619
2026-01-27_14:54:31.414,0, 65, 0, 4602, 95830, 91.39, 56, 1500, 2619
2026-01-27_14:54:31.414,1, 0, 0, 88, 95830, 87.51, 46, 1500, 2619
2026-01-27_14:54:32.487,0, 55, 0, 4616, 95830, 91.28, 56, 1500, 2619
2026-01-27_14:54:32.487,1, 0, 0, 88, 95830, 87.53, 46, 1500, 2619
2026-01-27_14:54:33.562,0, 30, 0, 4628, 95830, 91.29, 56, 1500, 2619
2026-01-27_14:54:33.562,1, 0, 0, 88, 95830, 87.45, 46, 1500, 2619
2026-01-27_14:54:34.630,0, 37, 0, 4642, 95830, 91.32, 56, 1500, 2619
2026-01-27_14:54:34.630,1, 0, 0, 88, 95830, 87.62, 46, 1500, 2619
2026-01-27_14:54:35.713,0, 92, 1, 4646, 95830, 123.04, 57, 1500, 2619
2026-01-27_14:54:35.713,1, 0, 0, 88, 95830, 87.37, 46, 1500, 2619
2026-01-27_14:54:36.781,0, 92, 1, 4646, 95830, 122.93, 57, 1500, 2619
2026-01-27_14:54:36.781,1, 0, 0, 88, 95830, 87.37, 46, 1500, 2619
2026-01-27_14:54:37.852,0, 90, 1, 4646, 95830, 122.68, 57, 1500, 2619
2026-01-27_14:54:37.852,1, 0, 0, 88, 95830, 87.39, 45, 1500, 2619
2026-01-27_14:54:38.920,0, 92, 1, 4646, 95830, 122.02, 57, 1500, 2619
2026-01-27_14:54:38.920,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:54:39.990,0, 92, 1, 4646, 95830, 123.24, 57, 1500, 2619
2026-01-27_14:54:39.990,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:54:41.059,0, 0, 0, 4578, 95830, 97.81, 56, 1500, 2619
2026-01-27_14:54:41.059,1, 0, 0, 88, 95830, 87.47, 46, 1500, 2619
2026-01-27_14:54:42.132,0, 50, 0, 4596, 95830, 91.29, 56, 1500, 2619
2026-01-27_14:54:42.132,1, 0, 0, 88, 95830, 87.54, 46, 1500, 2619
2026-01-27_14:54:43.199,0, 56, 0, 4606, 95830, 91.40, 56, 1500, 2619
2026-01-27_14:54:43.199,1, 0, 0, 88, 95830, 87.48, 46, 1500, 2619
2026-01-27_14:54:44.287,0, 50, 0, 4626, 95830, 91.29, 56, 1500, 2619
2026-01-27_14:54:44.287,1, 0, 0, 88, 95830, 87.45, 46, 1500, 2619
2026-01-27_14:54:45.359,0, 3, 0, 4646, 95830, 91.21, 56, 1500, 2619
2026-01-27_14:54:45.359,1, 0, 0, 88, 95830, 87.49, 46, 1500, 2619
2026-01-27_14:54:46.426,0, 91, 1, 4646, 95830, 116.18, 56, 1500, 2619
2026-01-27_14:54:46.426,1, 0, 0, 88, 95830, 87.37, 46, 1500, 2619
2026-01-27_14:54:47.494,0, 91, 1, 4646, 95830, 121.61, 57, 1500, 2619
2026-01-27_14:54:47.494,1, 0, 0, 88, 95830, 87.35, 46, 1500, 2619
2026-01-27_14:54:48.560,0, 92, 1, 4646, 95830, 123.02, 57, 1500, 2619
2026-01-27_14:54:48.560,1, 0, 0, 88, 95830, 87.37, 46, 1500, 2619
2026-01-27_14:54:49.629,0, 92, 1, 4646, 95830, 123.05, 57, 1500, 2619
2026-01-27_14:54:49.629,1, 0, 0, 88, 95830, 87.39, 46, 1500, 2619
2026-01-27_14:54:50.696,0, 90, 1, 4646, 95830, 122.99, 57, 1500, 2619
2026-01-27_14:54:50.696,1, 0, 0, 88, 95830, 87.40, 46, 1500, 2619
2026-01-27_14:54:51.763,0, 0, 0, 4550, 95830, 103.50, 56, 1500, 2619
2026-01-27_14:54:51.763,1, 0, 0, 88, 95830, 87.42, 46, 1500, 2619
2026-01-27_14:54:52.833,0, 69, 0, 4594, 95830, 91.14, 56, 1500, 2619
2026-01-27_14:54:52.833,1, 0, 0, 88, 95830, 87.47, 46, 1500, 2619
2026-01-27_14:54:53.905,0, 0, 0, 4610, 95830, 91.17, 56, 1500, 2619
2026-01-27_14:54:53.905,1, 0, 0, 88, 95830, 87.61, 46, 1500, 2619
2026-01-27_14:54:54.972,0, 0, 0, 4622, 95830, 91.26, 56, 1500, 2619
2026-01-27_14:54:54.972,1, 0, 0, 88, 95830, 87.39, 46, 1500, 2619
2026-01-27_14:54:56.051,0, 0, 0, 4636, 95830, 91.19, 56, 1500, 2619
2026-01-27_14:54:56.051,1, 0, 0, 88, 95830, 87.49, 46, 1500, 2619
2026-01-27_14:54:57.132,0, 92, 1, 4646, 95830, 111.51, 56, 1500, 2619
2026-01-27_14:54:57.132,1, 0, 0, 88, 95830, 87.49, 46, 1500, 2619
2026-01-27_14:54:58.208,0, 90, 1, 4646, 95830, 122.64, 57, 1500, 2619
2026-01-27_14:54:58.208,1, 0, 0, 88, 95830, 87.36, 46, 1500, 2619
2026-01-27_14:54:59.276,0, 91, 1, 4646, 95830, 123.56, 57, 1500, 2619
2026-01-27_14:54:59.276,1, 0, 0, 88, 95830, 87.37, 46, 1500, 2619
2026-01-27_14:55:00.344,0, 86, 1, 4646, 95830, 122.37, 57, 1500, 2619
2026-01-27_14:55:00.344,1, 0, 0, 88, 95830, 87.33, 46, 1500, 2619
2026-01-27_14:55:01.414,0, 90, 1, 4646, 95830, 122.30, 57, 1500, 2619
2026-01-27_14:55:01.414,1, 0, 0, 88, 95830, 87.42, 46, 1500, 2619
2026-01-27_14:55:02.483,0, 0, 0, 4526, 95830, 109.03, 56, 1500, 2619
2026-01-27_14:55:02.483,1, 0, 0, 88, 95830, 87.45, 46, 1500, 2619
2026-01-27_14:55:03.556,0, 10, 0, 4592, 95830, 91.21, 56, 1500, 2619
2026-01-27_14:55:03.556,1, 0, 0, 88, 95830, 87.43, 46, 1500, 2619
2026-01-27_14:55:04.625,0, 33, 0, 4602, 95830, 91.17, 56, 1500, 2619
2026-01-27_14:55:04.625,1, 0, 0, 88, 95830, 87.62, 46, 1500, 2619
2026-01-27_14:55:05.709,0, 25, 0, 4622, 95830, 91.18, 56, 1500, 2619
2026-01-27_14:55:05.709,1, 0, 0, 88, 95830, 87.55, 46, 1500, 2619
2026-01-27_14:55:06.778,0, 23, 0, 4640, 95830, 91.25, 56, 1500, 2619
2026-01-27_14:55:06.778,1, 0, 0, 88, 95830, 87.52, 46, 1500, 2619
2026-01-27_14:55:07.846,0, 91, 1, 4646, 95830, 105.79, 56, 1500, 2619
2026-01-27_14:55:07.846,1, 0, 0, 88, 95830, 87.51, 46, 1500, 2619
2026-01-27_14:55:08.914,0, 89, 1, 4646, 95830, 122.78, 56, 1500, 2619
2026-01-27_14:55:08.914,1, 0, 0, 88, 95830, 87.39, 46, 1500, 2619
2026-01-27_14:55:09.983,0, 92, 1, 4646, 95830, 123.13, 57, 1500, 2619
2026-01-27_14:55:09.983,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:55:11.052,0, 92, 1, 4646, 95830, 122.88, 57, 1500, 2619
2026-01-27_14:55:11.052,1, 0, 0, 88, 95830, 87.41, 46, 1500, 2619
2026-01-27_14:55:12.123,0, 92, 1, 4646, 95830, 122.69, 57, 1500, 2619
2026-01-27_14:55:12.123,1, 0, 0, 88, 95830, 87.35, 46, 1500, 2619
2026-01-27_14:55:13.191,0, 0, 0, 4502, 95830, 115.25, 56, 1500, 2619
2026-01-27_14:55:13.191,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:55:14.262,0, 0, 0, 4590, 95830, 91.20, 56, 1500, 2619
2026-01-27_14:55:14.262,1, 0, 0, 88, 95830, 87.49, 46, 1500, 2619
2026-01-27_14:55:15.334,0, 0, 0, 4606, 95830, 91.23, 56, 1500, 2619
2026-01-27_14:55:15.334,1, 0, 0, 88, 95830, 87.51, 46, 1500, 2619
2026-01-27_14:55:16.404,0, 1, 0, 4616, 95830, 91.25, 56, 1500, 2619
2026-01-27_14:55:16.404,1, 0, 0, 88, 95830, 87.52, 46, 1500, 2619
2026-01-27_14:55:17.484,0, 0, 0, 4632, 95830, 91.26, 56, 1500, 2619
2026-01-27_14:55:17.484,1, 0, 0, 88, 95830, 87.64, 46, 1500, 2619
2026-01-27_14:55:18.560,0, 91, 1, 4646, 95830, 98.58, 56, 1500, 2619
2026-01-27_14:55:18.560,1, 0, 0, 88, 95830, 87.55, 46, 1500, 2619
2026-01-27_14:55:19.630,0, 90, 1, 4646, 95830, 122.85, 56, 1500, 2619
2026-01-27_14:55:19.630,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:55:20.697,0, 90, 1, 4646, 95830, 122.44, 56, 1500, 2619
2026-01-27_14:55:20.697,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:55:21.761,0, 88, 1, 4646, 95830, 121.77, 56, 1500, 2619
2026-01-27_14:55:21.761,1, 0, 0, 88, 95830, 87.39, 46, 1500, 2619
2026-01-27_14:55:22.829,0, 89, 1, 4646, 95830, 122.47, 57, 1500, 2619
2026-01-27_14:55:22.829,1, 0, 0, 88, 95830, 87.35, 46, 1500, 2619
2026-01-27_14:55:23.895,0, 90, 1, 4470, 95830, 122.39, 57, 1500, 2619
2026-01-27_14:55:23.895,1, 0, 0, 88, 95830, 87.35, 46, 1500, 2619
2026-01-27_14:55:24.967,0, 0, 0, 4626, 95830, 91.11, 56, 1500, 2619
2026-01-27_14:55:24.967,1, 0, 0, 88, 95830, 87.48, 46, 1500, 2619
2026-01-27_14:55:26.038,0, 6, 0, 4600, 95830, 91.19, 56, 1500, 2619
2026-01-27_14:55:26.038,1, 0, 0, 88, 95830, 87.50, 46, 1500, 2619
2026-01-27_14:55:27.109,0, 64, 0, 4612, 95830, 91.17, 56, 1500, 2619
2026-01-27_14:55:27.109,1, 0, 0, 88, 95830, 87.53, 46, 1500, 2619
2026-01-27_14:55:28.197,0, 64, 0, 4630, 95830, 91.10, 55, 1500, 2619
2026-01-27_14:55:28.197,1, 0, 0, 88, 95830, 87.50, 46, 1500, 2619
2026-01-27_14:55:29.270,0, 65, 0, 4646, 95830, 92.09, 56, 1500, 2619
2026-01-27_14:55:29.270,1, 0, 0, 88, 95830, 87.45, 46, 1500, 2619
2026-01-27_14:55:30.339,0, 92, 1, 4646, 95830, 122.56, 56, 1500, 2619
2026-01-27_14:55:30.339,1, 0, 0, 88, 95830, 87.35, 46, 1500, 2619
2026-01-27_14:55:31.408,0, 90, 1, 4646, 95830, 122.95, 56, 1500, 2619
2026-01-27_14:55:31.408,1, 0, 0, 88, 95830, 87.37, 46, 1500, 2619
2026-01-27_14:55:32.479,0, 91, 1, 4646, 95830, 122.44, 56, 1500, 2619
2026-01-27_14:55:32.479,1, 0, 0, 88, 95830, 87.42, 46, 1500, 2619
2026-01-27_14:55:33.549,0, 91, 1, 4646, 95830, 123.19, 57, 1500, 2619
2026-01-27_14:55:33.549,1, 0, 0, 88, 95830, 87.39, 46, 1500, 2619
2026-01-27_14:55:34.618,0, 90, 1, 4646, 95830, 122.38, 57, 1500, 2619
2026-01-27_14:55:34.618,1, 0, 0, 88, 95830, 87.38, 46, 1500, 2619
2026-01-27_14:55:35.687,0, 0, 0, 4602, 95830, 93.69, 56, 1500, 2619
2026-01-27_14:55:35.687,1, 0, 0, 88, 95830, 87.51, 46, 1500, 2619
2026-01-27_14:55:36.757,0, 52, 0, 4598, 95830, 91.21, 56, 1500, 2619
2026-01-27_14:55:36.757,1, 0, 0, 88, 95830, 87.61, 46, 1500, 2619
2026-01-27_14:55:37.824,0, 53, 0, 4616, 95830, 91.13, 56, 1500, 2619
2026-01-27_14:55:37.824,1, 0, 0, 88, 95830, 87.53, 46, 1500, 2619
2026-01-27_14:55:38.894,0, 46, 0, 4628, 95830, 91.08, 55, 1500, 2619
2026-01-27_14:55:38.894,1, 0, 0, 88, 95830, 87.61, 46, 1500, 2619
2026-01-27_14:55:39.961,0, 71, 0, 4642, 95830, 91.12, 55, 1500, 2619
2026-01-27_14:55:39.961,1, 0, 0, 88, 95830, 87.44, 46, 1500, 2619
2026-01-27_14:55:41.044,0, 91, 1, 4646, 95830, 120.23, 56, 1500, 2619
2026-01-27_14:55:41.044,1, 0, 0, 88, 95830, 87.40, 46, 1500, 2619
2026-01-27_14:55:42.113,0, 92, 1, 4646, 95830, 122.90, 56, 1500, 2619
2026-01-27_14:55:42.113,1, 0, 0, 88, 95830, 87.41, 46, 1500, 2619
2026-01-27_14:55:43.183,0, 92, 1, 4646, 95830, 122.69, 56, 1500, 2619
2026-01-27_14:55:43.183,1, 0, 0, 88, 95830, 87.40, 46, 1500, 2619
2026-01-27_14:55:44.252,0, 91, 1, 4646, 95830, 122.61, 56, 1500, 2619
2026-01-27_14:55:44.252,1, 0, 0, 88, 95830, 87.39, 46, 1500, 2619
2026-01-27_14:55:45.320,0, 90, 1, 4646, 95830, 123.10, 56, 1500, 2619
2026-01-27_14:55:45.320,1, 0, 0, 88, 95830, 87.39, 46, 1500, 2619
2026-01-27_14:55:46.389,0, 1, 0, 2226, 95830, 97.69, 56, 1500, 2619
2026-01-27_14:55:46.389,1, 0, 0, 88, 95830, 87.48, 46, 1500, 2619
2026-01-27_14:55:47.545,0, 0, 0, 1352, 95830, 93.40, 56, 1500, 2619
2026-01-27_14:55:47.545,1, 0, 0, 88, 95830, 87.62, 46, 1500, 2619
2026-01-27_14:55:48.607,0, 0, 0, 680, 95830, 93.51, 56, 1500, 2619
2026-01-27_14:55:48.607,1, 0, 0, 88, 95830, 87.55, 46, 1500, 2619
2026-01-27_14:55:49.668,0, 0, 0, 698, 95830, 93.40, 55, 1500, 2619
2026-01-27_14:55:49.668,1, 0, 0, 88, 95830, 87.57, 46, 1500, 2619
2026-01-27_14:55:50.837,0, 0, 0, 1219, 95830, 93.16, 55, 1500, 2619
